"","OccurrenceID","GUID","Herbarium","Collection","Dataset","Accession","Catalog","Barcode","Other.Catalog.Numbers","Information.Withheld","Basis.of.Record","Family","Accepted.Name","Scientific.Name","Notho.Genus","Genus","Notho.Species","Specific.Epithet","Specific.Authors","Infraspecific.Rank","Notho.Infraspecies","Infraspecific.Epithet","Infraspecific.Authors","Hybrid.Symbol","X2nd.Notho.Genus","X2nd.Genus","X2nd.Notho.Species","X2nd.Specific.Epithet","X2nd.Specific.Authors","X2nd.Infraspecific.Rank","X2nd.Notho.Infraspecies","X2nd.Infraspecific.Epithet","X2nd.Infraspecific.Authors","Cultivar","Name.Qualifier","Qualifier.Position","Type.Specimen.","Type.Status","Specimen.Notes","Phenology","Origin","Cultivated.","Imaged.","Site.Number","Collector","Collector.Number","Other.Collectors","Day.Collected","Month.Collected","Year.Collected","Verbatim.Collection.Date","Country","State.or.Province","County","Locality","Site.Description","Verbatim.Elevation","Minimum.Elevation.in.Meters","Maximum.Elevation.in.Meters","Verbatim.Coordinates","Decimal.Latitude","Decimal.Longitude","Valid.LatLng","Geodetic.Datum","Coordinate.Uncertainty.in.Meters","Georeferenced.By","Georeference.Sources","Georeference.Remarks"
"312",830633,"RBCM:Botany:V172177","V","Vascular Plants",NA,"","V172177","","","[locality and coordinates withheld; status in British Columbia: S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Plantaginaceae","Nuttallanthus texanus","Linaria canadensis var. texana",NA,"Linaria","","canadensis",NA,"var.",NA,"texana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2840","Pam Janszen; Marie Fontaine",20,7,1997,"20/07/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","20 m",20,NA,"","",NA,"","","","","",""
"313",830634,"RBCM:Botany:V172178","V","Vascular Plants",NA,"","V172178","","","","PreservedSpecimen","Caryophyllaceae","Sabulina macra","Minuartia tenella",NA,"Minuartia","","tenella",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2841","Pam Janszen; Marie Fontaine",20,7,1997,"20/07/1997","Canada","British Columbia","Gulf Islands","Texada Island; Mouat Point: S end of Mouat Point.","","20 m",20,NA,"","49.619722",-124.431389,"Y","","","","Source",""
"314",830635,"RBCM:Botany:V172179","V","Vascular Plants",NA,"","V172179","","","[locality and coordinates withheld; status in British Columbia: S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Isoetaceae","Isoetes nuttallii","Isoetes nuttallii",NA,"Isoetes","","nuttallii",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"2 plants in small pool with Gratiola ebracteata & Mimulus guttatus. Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2843","Pam Janszen; Marie Fontaine",20,7,1997,"20/07/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","2 m",2,NA,"","",NA,"","","","","",""
"315",830636,"RBCM:Botany:V172180","V","Vascular Plants",NA,"","V172180","","","","PreservedSpecimen","Poaceae","Agrostis exarata","Agrostis exarata",NA,"Agrostis","","exarata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2844","Pam Janszen; Marie Fontaine",20,7,1997,"20/07/1997","Canada","British Columbia","Gulf Islands","Texada Island: SE end of Mouat Point.","","2 m",2,NA,"","49.619722",-124.434167,"Y","","","","Source",""
"316",830637,"RBCM:Botany:V172181","V","Vascular Plants",NA,"","V172181","","","[locality and coordinates withheld; status in British Columbia: S2S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Cyperaceae","Carex feta","Carex feta",NA,"Carex","","feta",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"50 plants in 0.5 meters by 10 meter area. Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2845","Pam Janszen; Marie Fontaine",20,7,1997,"20/07/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","3 m",3,NA,"","",NA,"","","","","",""
"317",830638,"RBCM:Botany:V172182","V","Vascular Plants",NA,"","V172182","","","","PreservedSpecimen","Orobanchaceae","Kopsiopsis hookeri","Boschniakia hookeri",NA,"Boschniakia","","hookeri",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"50 plants scattered over 90 meters,. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2846","Pam Janszen; Marie Fontaine",20,8,1997,"20/08/1997","Canada","British Columbia","Gulf Islands","Texada Island; Gillies Bay: Slopes above sea; NW of Gillies bay.","","10 m",10,NA,"","49.673333",-124.500556,"Y","","","","Source",""
"318",830639,"RBCM:Botany:V172183","V","Vascular Plants",NA,"","V172183","","","","PreservedSpecimen","Potamogetonaceae","Potamogeton praelongus","Potamogeton praelongus",NA,"Potamogeton","","praelongus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ca. 200 plants in lake, mostly with no associates. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2848","Pam Janszen; Marie Fontaine",21,8,1997,"21/08/1997","Canada","British Columbia","Gulf Islands","","","390 m",390,NA,"","49.643889",-124.357778,"Y","","","","Source",""
"319",830640,"RBCM:Botany:V172184","V","Vascular Plants",NA,"","V172184","","","","PreservedSpecimen","Poaceae","Glyceria borealis","Glyceria borealis",NA,"Glyceria","","borealis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2849","Pam Janszen; Marie Fontaine",21,8,1997,"21/08/1997","Canada","British Columbia","Gulf Islands","","","390 m",390,NA,"","49.643889",-124.357778,"Y","","","","Source",""
"320",830641,"RBCM:Botany:V172185","V","Vascular Plants",NA,"","V172185","","","","PreservedSpecimen","Typhaceae","Sparganium natans","Sparganium natans",NA,"Sparganium","","natans",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Patch of 20 meters by 20 meters on lake bottom. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2850","Pam Janszen; Marie Fontaine",21,8,1997,"21/08/1997","Canada","British Columbia","Gulf Islands","","","390 m",390,NA,"","49.643889",-124.357778,"Y","","","","Source",""
"321",830642,"RBCM:Botany:V172186","V","Vascular Plants",NA,"","V172186","","","","PreservedSpecimen","Hydrocharitaceae","Najas flexilis","Najas flexilis",NA,"Najas","","flexilis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Widespread in shallow water over 3 hectares of lake. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2851","Pam Janszen; Marie Fontaine",21,8,1997,"21/08/1997","Canada","British Columbia","Gulf Islands","","","390 m",390,NA,"","49.643889",-124.357778,"Y","","","","Source",""
"322",830643,"RBCM:Botany:V172187","V","Vascular Plants",NA,"","V172187","","","","PreservedSpecimen","Lycopodiaceae","Diphasiastrum sitchense","Lycopodium sitchense",NA,"Lycopodium","","sitchense",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ca. 50 plants growing with Lycopodium clavatum & Viola sempervirens. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2853","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","Texada Island; Mount Sheperd: Cathedral lake road; on old logging road.","","600 m",600,NA,"","49.55",-124.2,"Y","","","","Source",""
"323",830644,"RBCM:Botany:V172188","V","Vascular Plants",NA,"","V172188","","","[locality and coordinates withheld; status in British Columbia: S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Asteraceae","Packera macounii","Senecio macounii",NA,"Senecio","","macounii",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ca. 50 plants in swale and 100's more on roads and on rock outcrop ridges in area. Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2854","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","770 m",770,NA,"","",NA,"","","","","",""
"324",830645,"RBCM:Botany:V172189","V","Vascular Plants",NA,"","V172189","","","","PreservedSpecimen","Cyperaceae","Carex pachystachya","Carex pachystachya",NA,"Carex","","pachystachya",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ca. 100 plants. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2855","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","Texada Island: Mount Sheperd road.","","770 m",770,NA,"","49.546389",-124.19,"Y","","","","Source",""
"325",830646,"RBCM:Botany:V172190","V","Vascular Plants",NA,"","V172190","","","[locality and coordinates withheld; status in British Columbia: S2S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Ophioglossaceae","Ophioglossum pusillum","Ophioglossum pusillum",NA,"Ophioglossum","","pusillum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ca. 12 plants with Lycopodium clavatum, Botrychium multifidum, Huperzia occidentalis. Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2857","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","670 m",670,NA,"","",NA,"","","","","",""
"326",830647,"RBCM:Botany:V172191","V","Vascular Plants",NA,"","V172191","","","","PreservedSpecimen","Lycopodiaceae","Diphasiastrum alpinum","Lycopodium alpinum",NA,"Lycopodium","","alpinum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"2 meter-squared of plants growing with Huperzia haleakalea, Lycopodium clavatum, Juniperus communis. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2858","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","Texada Island: Mount Sheperd road.","","740 m",740,NA,"","49.541389",-124.183889,"Y","","","","Source",""
"327",830648,"RBCM:Botany:V172192","V","Vascular Plants",NA,"","V172192","","","","PreservedSpecimen","Lycopodiaceae","Spinulum annotinum","Lycopodium annotinum",NA,"Lycopodium","","annotinum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"5 plants. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2859","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","Texada Island: Mount Sheperd road.","","740 m",740,NA,"","49.541389",-124.183889,"Y","","","","Source",""
"328",830649,"RBCM:Botany:V172193","V","Vascular Plants",NA,"","V172193","","","","PreservedSpecimen","Juncaceae","Juncus supiniformis","Juncus supiniformis",NA,"Juncus","","supiniformis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Plants covering 1 meter-squared area. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2860","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","Texada Island: Mount Sheperd road.","","770 m",770,NA,"","49.541389",-124.183889,"Y","","","","Source",""
"329",830650,"RBCM:Botany:V172194","V","Vascular Plants",NA,"","V172194","","","","PreservedSpecimen","Lycopodiaceae","Diphasiastrum complanatum","Lycopodium complanatum",NA,"Lycopodium","","complanatum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ca. 1 meter-squared of plants, with Lycopodium alpinum, L. clavatum, Huperzia haleakalea, Juniperus. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2862","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","Texada Island: Mount Sheperd road.","","740 m",740,NA,"","49.541389",-124.183889,"Y","","","","Source",""
"330",830651,"RBCM:Botany:V172195","V","Vascular Plants",NA,"","V172195","","","","PreservedSpecimen","Ericaceae","Gaultheria humifusa","Gaultheria humifusa",NA,"Gaultheria","","humifusa",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Plants forming mats in open areas. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2863","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","Texada Island: Mount Sheperd road.","","740 m",740,NA,"","49.541389",-124.183889,"Y","","","","Source",""
"331",830652,"RBCM:Botany:V172196","V","Vascular Plants",NA,"","V172196","","","[locality and coordinates withheld; status in British Columbia: S2S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Asteraceae","Jaumea carnosa","Jaumea carnosa",NA,"Jaumea","","carnosa",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ca. 10 patches covering a total of 100 meters-squared. Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2865","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","0 m",0,NA,"","",NA,"","","","","",""
"332",830653,"RBCM:Botany:V172197","V","Vascular Plants",NA,"","V172197","","","","PreservedSpecimen","Zosteraceae","Nanozostera japonica","Zostera japonica",NA,"Zostera","","japonica",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"2 colonies covering 250 meters-squared. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2866","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","Texada Island; Sturt Bay: Sturt Bay lagoon.","","0 m",0,NA,"","49.763333",-124.5775,"Y","","","","Source",""
"333",830654,"RBCM:Botany:V172198","V","Vascular Plants",NA,"","V172198","","","","PreservedSpecimen","Asteraceae","","Symphyotrichum douglasii",NA,"Symphyotrichum","","douglasii",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Harvey Janszen","2867","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","100 m",100,NA,"","",NA,"","","","","",""
"334",830655,"RBCM:Botany:V172199","V","Vascular Plants",NA,"","V172199","","","","PreservedSpecimen","Asteraceae","Hieracium scouleri","Hieracium scouleri var. scouleri",NA,"Hieracium","","scouleri",NA,"var.",NA,"scouleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ca. 200 plants. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2821","Pam Janszen; Marie Fontaine",18,7,1997,"18/07/1997","Canada","British Columbia","Gulf Islands","Texada Island: Anderson Bay road; 5.7 kilometers SW of Hydro cut.","","585 m",585,NA,"","49.590556",-124.278611,"Y","","","","Source",""
"335",830656,"RBCM:Botany:V172200","V","Vascular Plants",NA,"","V172200","","","","PreservedSpecimen","Lentibulariaceae","Utricularia gibba","Utricularia gibba",NA,"Utricularia","","gibba",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Uniformly distributed around lake shore and around islets. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2864","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","","","72 m",72,NA,"","49.695556",-124.498889,"Y","","","","Source",""
"336",830657,"RBCM:Botany:V172201","V","Vascular Plants",NA,"","V172201","","","","PreservedSpecimen","Lentibulariaceae","Utricularia gibba","Utricularia gibba",NA,"Utricularia","","gibba",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"200-300 plants in shallow slough. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2852","Pam Janszen; Marie Fontaine",21,8,1997,"21/08/1997","Canada","British Columbia","Gulf Islands","","","390 m",390,NA,"","49.645278",-124.361111,"Y","","","","Source",""
"337",830658,"RBCM:Botany:V172202","V","Vascular Plants",NA,"","V172202","","","","PreservedSpecimen","Ophioglossaceae","Botrychium lanceolatum","Botrychium lanceolatum",NA,"Botrychium","","lanceolatum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"5 plants. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2856","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","Texada Island: Mount Sheperd road.","","670 m",670,NA,"","49.544167",-124.183333,"Y","","","","Source",""
"338",830659,"RBCM:Botany:V172203","V","Vascular Plants",NA,"","V172203","","","","PreservedSpecimen","Asteraceae","Erigeron flagellaris","Erigeron flagellaris",NA,"Erigeron","","flagellaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Greater than 100 plants spread on S & SE face of W peak;. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2740","Pam Janszen; Marie Fontaine",21,6,1997,"21/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Surprise Mountain: S slope of west peak of Surprise Mountain.","","325 m",325,NA,"","49.716667",-124.583333,"Y","","","","Source",""
"339",830660,"RBCM:Botany:V172204","V","Vascular Plants",NA,"","V172204","","","[locality and coordinates withheld; status in British Columbia: S2S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Ophioglossaceae","Ophioglossum pusillum","Ophioglossum pusillum",NA,"Ophioglossum","","pusillum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Population of ca. 600 plants;. Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2782","Pam Janszen; Marie Fontaine",23,6,1997,"23/06/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","610 m",610,NA,"","",NA,"","","","","",""
"340",830661,"RBCM:Botany:V172205","V","Vascular Plants",NA,"","V172205","","","","PreservedSpecimen","Ophioglossaceae","Sceptridium multifidum","Botrychium multifidum",NA,"Botrychium","","multifidum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2783","Pam Janszen; Marie Fontaine",23,6,1997,"23/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: Anderson Bay road.","","610 m",610,NA,"","49.566667",-124.216667,"Y","","","","Source",""
"341",830662,"RBCM:Botany:V172206","V","Vascular Plants",NA,"","V172206","","","","PreservedSpecimen","Ophioglossaceae","Botrychium lanceolatum","Botrychium lanceolatum",NA,"Botrychium","","lanceolatum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Population of 12 plants. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2785","Pam Janszen; Marie Fontaine",23,6,1997,"23/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: Anderson Bay road; 4.5 kilometers SE of Angel Lake turnoff.","","615 m",615,NA,"","49.566667",-124.216667,"Y","","","","Source",""
"342",833615,"RBCM:Botany:V175181","V","Vascular Plants",NA,"","V175181","","","","PreservedSpecimen","Poaceae","Dichanthelium oligosanthes ssp. scribnerianum","Dichanthelium oligosanthes var. scribnerianum",NA,"Dichanthelium","","oligosanthes",NA,"var.",NA,"scribnerianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2659A","Pam Janszen; Marie Fontaine",19,6,1997,"19/06/1997","Canada","British Columbia","","Texada Island: Off Hardwood Point, at SE end of Dick Island.","","2 m",2,NA,"","49.65",-124.466667,"Y","","","","",""
"343",833616,"RBCM:Botany:V175182","V","Vascular Plants",NA,"","V175182","","","[locality and coordinates withheld; status in British Columbia: S2S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Orchidaceae","Malaxis monophyllos var. brachypoda","Malaxis brachypoda",NA,"Malaxis","","brachypoda",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"5 plants seen in the area. Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2807","Pam Janszen; Marie Fontaine",18,7,1997,"18/07/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","620 m",620,NA,"","",NA,"","","","","",""
"344",833617,"RBCM:Botany:V175183","V","Vascular Plants",NA,"","V175183","","","[locality and coordinates withheld; status in British Columbia: S2S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Orchidaceae","Malaxis monophyllos var. brachypoda","Malaxis brachypoda",NA,"Malaxis","","brachypoda",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"7 plants (2 flowering, 5 immature). Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2817","Pam Janszen; Marie Fontaine",18,7,1997,"18/07/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","630 m",630,NA,"","",NA,"","","","","",""
"345",833618,"RBCM:Botany:V175184","V","Vascular Plants",NA,"","V175184","","","[locality and coordinates withheld; status in British Columbia: S2S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Orchidaceae","Malaxis monophyllos var. brachypoda","Malaxis brachypoda",NA,"Malaxis","","brachypoda",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"3 plants flowering and several non-flowering, with. Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2824","Pam Janszen; Marie Fontaine",18,7,1997,"18/07/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","580 m",580,NA,"","",NA,"","","","","",""
"346",833779,"RBCM:Botany:V175345","V","Vascular Plants",NA,"","V175345","","","","PreservedSpecimen","Cyperaceae","Bolboschoenus maritimus ssp. paludosus","Scirpus maritimus var. paludosus",NA,"Scirpus","","maritimus",NA,"var.",NA,"paludosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","02755A","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Gillies Bay: on tidal sand flats.","","0 m",0,NA,"","49.678889",-124.480278,"Y","","","","Source",""
"347",833780,"RBCM:Botany:V175346","V","Vascular Plants",NA,"","V175346","","","","PreservedSpecimen","Plantaginaceae","Plantago maritima","Plantago maritima",NA,"Plantago","","maritima",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","02755B","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Gillies Bay: on tidal sand flats.","","0 m",0,NA,"","49.678889",-124.480278,"Y","","","","Source",""
"348",833781,"RBCM:Botany:V175347","V","Vascular Plants",NA,"","V175347","","","","PreservedSpecimen","Poaceae","Festuca occidentalis","Festuca occidentalis",NA,"Festuca","","occidentalis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2705","Pam Janszen; Marie Fontaine",20,6,1997,"20/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Gillies Bay: road, 5.4 km SE of Vananda.","","110 m",110,NA,"","49.716667",-124.516667,"Y","","","","",""
"349",833782,"RBCM:Botany:V175348","V","Vascular Plants",NA,"","V175348","","","","PreservedSpecimen","Ranunculaceae","Aquilegia formosa","Aquilegia formosa",NA,"Aquilegia","","formosa",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"1 plant with solid red-purple flowers. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2697","Pam Janszen; Marie Fontaine",20,6,1997,"20/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Gillies Bay: road, 5.4 km SE of Vananda.","","110 m",110,NA,"","49.716667",-124.516667,"Y","","","","Source",""
"350",833783,"RBCM:Botany:V175349","V","Vascular Plants",NA,"","V175349","","","","PreservedSpecimen","Poaceae","Bromus vulgaris","Bromus vulgaris",NA,"Bromus","","vulgaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2670","Pam Janszen; Marie Fontaine",20,6,1997,"20/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: West Hydro Station road.","","85 m",85,NA,"","49.616667",-124.4,"Y","","","","Source",""
"351",833785,"RBCM:Botany:V175351","V","Vascular Plants",NA,"","V175351","","","","PreservedSpecimen","Polemoniaceae","Collomia heterophylla","Collomia heterophylla",NA,"Collomia","","heterophylla",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2671","Pam Janszen; Marie Fontaine",19,6,1997,"19/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: West Hydro Station road.","","85 m",85,NA,"","49.616667",-124.4,"Y","","","","Source",""
"352",833786,"RBCM:Botany:V175352","V","Vascular Plants",NA,"","V175352","","","","PreservedSpecimen","Aspleniaceae","Asplenium trichomanes","Asplenium trichomanes",NA,"Asplenium","","trichomanes",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2687","Pam Janszen; Marie Fontaine",19,6,1997,"19/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: along transmission line cut, near West Hydro Station.","","40 m",40,NA,"","49.590278",-124.3575,"Y","","","","Source",""
"353",833787,"RBCM:Botany:V175353","V","Vascular Plants",NA,"","V175353","","","","PreservedSpecimen","Ophioglossaceae","Botrypus virginianus","Botrychium virginianum",NA,"Botrychium","","virginianum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2814","Pam Janszen; Marie Fontaine",18,6,1997,"18/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Anderson Bay; Bobs Lake: Anderson Bay road, E of Bob's Lake, 2.5 km beyond Hydro cut.","","660 m",660,NA,"","49.607222",-124.293611,"Y","","","","Source",""
