Check,Action,observationUrl,Taxon_Local_ID,occurrenceID,catalogNumber,occurrenceRemarks,recordedBy,individualCount,sex,occurrenceStatus,previousIdentifications,associatedReferences,taxonID,scientificName,kingdom,phylum,class,order,suborder,infraorder,superfamily,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,island,country,countryCode,stateProvince,locality,verbatimDepth,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedBy,georeferenceProtocol,georeferenceVerificationStatus,georeferenceRemarks,identificationRemarks,identificationQualifier,samplingProtocol,eventDate,eventTime,year,month,day,fieldNumber,eventRemarks,bibliographicCitation,institutionCode,collectionCode,datasetName,basisOfRecord
XXX duplicated observation (see other XXX),remove,https://www.inaturalist.org/observations/84943985,49699,imerss.org:iNat:84943985,,,Catiemac,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXX duplicated observation (see other XXX),remove,https://www.inaturalist.org/observations/84943985,49699,imerss.org:iNat:84943985,,,Catiemac,,,PRESENT,Pisaster ochraceus,,WoRMS:240755,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,,,,Asteriidae,Pisaster,,ochraceus,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),retain,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),remove,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),remove,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),remove,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),remove,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),remove,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),remove,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),remove,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),remove,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),remove,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),remove,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),remove,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXX duplicated observation (see other XXXX),remove,https://www.inaturalist.org/observations/84943916,63382,imerss.org:iNat:84943916,,,Catiemac,,,PRESENT,Dermasterias imbricata,,WoRMS:240771,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,,,,Asteropseidae,Dermasterias,,imbricata,,species,Galiano Island,Canada,CA,British Columbia,,,48.903206,-123.447496,345,Catiemac,,,,,,,2021-06-28,19:00:00,2021,6,28,,,,iNaturalist,,,HumanObservation
XXXXX duplicated observation (see other XXXXX),retain,https://www.inaturalist.org/observations/4017313,333608,imerss.org:iNat:4017313,,,Andrew Simon,,,PRESENT,Leukoma staminea,,WoRMS:507737,Leukoma staminea,Animalia,Mollusca,Bivalvia,Venerida,,,Veneroidea,Veneridae,Leukoma,,staminea,,species,Galiano Island,Canada,CA,British Columbia,,,48.876319,-123.318282,64,Andrew Simon,,,,,,,2016-09-01,,2016,9,1,,,,iNaturalist,,,HumanObservation
XXXXX duplicated observation (see other XXXXX),remove,https://www.inaturalist.org/observations/4017313,333608,imerss.org:iNat:4017313,,,Andrew Simon,,,PRESENT,Leukoma staminea,,WoRMS:507737,Leukoma staminea,Animalia,Mollusca,Bivalvia,Venerida,,,Veneroidea,Veneridae,Leukoma,,staminea,,species,Galiano Island,Canada,CA,British Columbia,,,48.876319,-123.318282,64,Andrew Simon,,,,,,,2016-09-01,,2016,9,1,,,,iNaturalist,,,HumanObservation
