site,class,date,quadrant,transect_unit,species_code,species_name,percent_cover,height_cm,notes
s201,Open-Dry,2022-06-19,S,2,Rhytri,Rhytidiadelphus triquetrus,1,,
s201,Open-Dry,2022-06-19,S,2,Scabol,Scapania bolanderi,0.5,,
s201,Open-Dry,2022-06-19,S,2,Viosem,Viola sempervirens,0.5,,
s201,Open-Dry,2022-06-19,S,3,Fessub,Festuca subuliflora,1,,
s201,Open-Dry,2022-06-19,S,3,Kinore,Kindbergia oregana,90,,
s201,Open-Dry,2022-06-19,S,3,Psemen,Pseudotsuga menziesii,0.5,,
s201,Open-Dry,2022-06-19,S,3,Pteaqu,Pteridium aquilinum,2,,
s201,Open-Dry,2022-06-19,S,3,Rhytri,Rhytidiadelphus triquetrus,5,,
s201,Open-Dry,2022-06-19,S,4,Berner,Berberis nervosa,1,,
s201,Open-Dry,2022-06-19,S,4,Kinore,Kindbergia oregana,40,,
s201,Open-Dry,2022-06-19,S,4,Rhytri,Rhytidiadelphus triquetrus,10,,
s201,Open-Dry,2022-06-19,S,5,Brovul,Bromus vulgaris,0.5,,
s201,Open-Dry,2022-06-19,S,5,Cormac,Corallorhiza maculata,0.5,,
s201,Open-Dry,2022-06-19,S,5,Kinore,Kindbergia oregana,90,,
s201,Open-Dry,2022-06-19,W,1,Berner,Berberis nervosa,1,,
s201,Open-Dry,2022-06-19,W,1,Gausha,Gaultheria shallon,15,65,
s201,Open-Dry,2022-06-19,W,1,Kinore,Kindbergia oregana,25,,
s201,Open-Dry,2022-06-19,W,1,Rhytri,Rhytidiadelphus triquetrus,2,,
s201,Open-Dry,2022-06-19,W,1,Tsuhet,Tsuga heterophylla,30,,
s201,Open-Dry,2022-06-19,W,1,Vacpar,Vaccinium parvifolium,0.5,,
s201,Open-Dry,2022-06-19,W,2,Berner,Berberis nervosa,0.5,,
s201,Open-Dry,2022-06-19,W,2,Gausha,Gaultheria shallon,5,50,
s201,Open-Dry,2022-06-19,W,2,Kinore,Kindbergia oregana,95,,
s201,Open-Dry,2022-06-19,W,2,Tsuhet,Tsuga heterophylla,90,,
s201,Open-Dry,2022-06-19,W,3,Brovul,Bromus vulgaris,0.5,,
s201,Open-Dry,2022-06-19,W,3,Gausha,Gaultheria shallon,20,,
s201,Open-Dry,2022-06-19,W,3,Kinore,Kindbergia oregana,8,,
s201,Open-Dry,2022-06-19,W,3,Thupli,Thuja plicata,1,,
s201,Open-Dry,2022-06-19,W,3,Tsuhet,Tsuga heterophylla,80,,
s201,Open-Dry,2022-06-19,W,4,Brovul,Bromus vulgaris,1,,
s201,Open-Dry,2022-06-19,W,4,Gausha,Gaultheria shallon,10,35,
s201,Open-Dry,2022-06-19,W,4,Isosto,Isothecium stoloniferum,1,,
s201,Open-Dry,2022-06-19,W,4,Kinore,Kindbergia oregana,60,,
s201,Open-Dry,2022-06-19,W,5,Brovul,Bromus vulgaris,0.5,,
s201,Open-Dry,2022-06-19,W,5,Gausha,Gaultheria shallon,2,55,
s201,Open-Dry,2022-06-19,W,5,Hypcir,Hypnum circinale,0.5,,
s201,Open-Dry,2022-06-19,W,5,Kinore,Kindbergia oregana,80,,
s201,Open-Dry,2022-06-19,W,5,Lyslat,Lysimachia latifolia,3,,
s201,Open-Dry,2022-06-19,W,5,Pteaqu,Pteridium aquilinum,0.5,,
s201,Open-Dry,2022-06-19,W,5,Scabol,Scapania bolanderi,0.5,,
s201,Open-Dry,2022-06-19,W,5,Tsuhet,Tsuga heterophylla,80,,
s202,Open-Dry,2022-06-20,E,1,Berner,Berberis nervosa,3,,
s202,Open-Dry,2022-06-20,E,1,Galtri,Galium triflorum,0.5,,
s202,Open-Dry,2022-06-20,E,1,Gausha,Gaultheria shallon,30,65,
s202,Open-Dry,2022-06-20,E,1,Hypcir,Hypnum circinale,5,,
s202,Open-Dry,2022-06-20,E,1,Kinore,Kindbergia oregana,2,,
s202,Open-Dry,2022-06-20,E,1,Lyslat,Lysimachia latifolia,0.5,,
s202,Open-Dry,2022-06-20,E,1,Polmun,Polystichum munitum,5,,
s202,Open-Dry,2022-06-20,E,2,Berner,Berberis nervosa,3,,
s202,Open-Dry,2022-06-20,E,2,Gausha,Gaultheria shallon,30,90,
s202,Open-Dry,2022-06-20,E,2,Hylspl,Hylocomium splendens,20,,
s202,Open-Dry,2022-06-20,E,2,Hypcir,Hypnum circinale,2,,
s202,Open-Dry,2022-06-20,E,2,Kinore,Kindbergia oregana,8,,
s202,Open-Dry,2022-06-20,E,2,Polmun,Polystichum munitum,15,,
s202,Open-Dry,2022-06-20,E,2,Scabol,Scapania bolanderi,0.5,,
s202,Open-Dry,2022-06-20,E,3,Berner,Berberis nervosa,1,,
s202,Open-Dry,2022-06-20,E,3,Gausha,Gaultheria shallon,15,65,
s202,Open-Dry,2022-06-20,E,3,Hylspl,Hylocomium splendens,25,,
s202,Open-Dry,2022-06-20,E,3,Hypcir,Hypnum circinale,0.5,,
s202,Open-Dry,2022-06-20,E,3,Kinore,Kindbergia oregana,10,,
s202,Open-Dry,2022-06-20,E,3,Polmun,Polystichum munitum,2,,
s202,Open-Dry,2022-06-20,E,3,Ruburs,Rubus ursinus,0.5,,
s202,Open-Dry,2022-06-20,E,4,Gausha,Gaultheria shallon,65,45,
s202,Open-Dry,2022-06-20,E,4,Hylspl,Hylocomium splendens,15,,
s202,Open-Dry,2022-06-20,E,4,Kinore,Kindbergia oregana,5,,
s202,Open-Dry,2022-06-20,E,5,Berner,Berberis nervosa,5,,
s202,Open-Dry,2022-06-20,E,5,Gausha,Gaultheria shallon,95,45,
s202,Open-Dry,2022-06-20,E,5,Hylspl,Hylocomium splendens,40,,
s202,Open-Dry,2022-06-20,E,5,Hypcir,Hypnum circinale,5,,
s202,Open-Dry,2022-06-20,E,5,Kinore,Kindbergia oregana,0.5,,
s202,Open-Dry,2022-06-20,E,5,Scabol,Scapania bolanderi,0.5,,
s202,Open-Dry,2022-06-20,N,1,Berner,Berberis nervosa,2,,
s202,Open-Dry,2022-06-20,N,1,Gausha,Gaultheria shallon,50,100,
s202,Open-Dry,2022-06-20,N,1,Kinore,Kindbergia oregana,40,,
s202,Open-Dry,2022-06-20,N,1,Polmun,Polystichum munitum,0.5,,
s202,Open-Dry,2022-06-20,N,1,Tsuhet,Tsuga heterophylla,40,,
s202,Open-Dry,2022-06-20,N,2,Berner,Berberis nervosa,1,,
s202,Open-Dry,2022-06-20,N,2,Gausha,Gaultheria shallon,60,80,
s202,Open-Dry,2022-06-20,N,2,Kinore,Kindbergia oregana,20,,
s202,Open-Dry,2022-06-20,N,2,Ruburs,Rubus ursinus,1,,
s202,Open-Dry,2022-06-20,N,2,Tsuhet,Tsuga heterophylla,25,,
s202,Open-Dry,2022-06-20,N,3,Berner,Berberis nervosa,1,,
s202,Open-Dry,2022-06-20,N,3,Dichow,Dicranum howellii,0.5,,
s202,Open-Dry,2022-06-20,N,3,Gausha,Gaultheria shallon,70,110,
s202,Open-Dry,2022-06-20,N,3,Kinore,Kindbergia oregana,15,,
s202,Open-Dry,2022-06-20,N,3,Ruburs,Rubus ursinus,1,,
s202,Open-Dry,2022-06-20,N,3,Scabol,Scapania bolanderi,15,,
s202,Open-Dry,2022-06-20,N,4,Berner,Berberis nervosa,0.5,,
s202,Open-Dry,2022-06-20,N,4,Gausha,Gaultheria shallon,60,75,
s202,Open-Dry,2022-06-20,N,4,Hylspl,Hylocomium splendens,15,,
s202,Open-Dry,2022-06-20,N,4,Kinore,Kindbergia oregana,5,,
s202,Open-Dry,2022-06-20,N,4,Ruburs,Rubus ursinus,0.5,,
s202,Open-Dry,2022-06-20,N,4,Scabol,Scapania bolanderi,0.5,,
s202,Open-Dry,2022-06-20,N,5,Berner,Berberis nervosa,2,,
s202,Open-Dry,2022-06-20,N,5,Gausha,Gaultheria shallon,35,55,
s202,Open-Dry,2022-06-20,N,5,Hylspl,Hylocomium splendens,20,,
s202,Open-Dry,2022-06-20,N,5,Kinore,Kindbergia oregana,2,,
s202,Open-Dry,2022-06-20,N,5,Polmun,Polystichum munitum,0.5,,
s202,Open-Dry,2022-06-20,N,5,Scabol,Scapania bolanderi,0.5,,
s202,Open-Dry,2022-06-20,S,1,Berner,Berberis nervosa,3,,
s202,Open-Dry,2022-06-20,S,1,Gausha,Gaultheria shallon,35,65,
s202,Open-Dry,2022-06-20,S,1,Hylspl,Hylocomium splendens,2,,
s202,Open-Dry,2022-06-20,S,1,Hypcir,Hypnum circinale,1,,
s202,Open-Dry,2022-06-20,S,1,Kinore,Kindbergia oregana,8,,
s202,Open-Dry,2022-06-20,S,1,Lyslat,Lysimachia latifolia,3,,
s202,Open-Dry,2022-06-20,S,1,Polmun,Polystichum munitum,0.5,,
s202,Open-Dry,2022-06-20,S,2,Berner,Berberis nervosa,2,,
s202,Open-Dry,2022-06-20,S,2,Brovul,Bromus vulgaris,1,,
s202,Open-Dry,2022-06-20,S,2,Gausha,Gaultheria shallon,30,,
s202,Open-Dry,2022-06-20,S,2,Hylspl,Hylocomium splendens,10,,
s202,Open-Dry,2022-06-20,S,2,Hypcir,Hypnum circinale,0.5,,
s202,Open-Dry,2022-06-20,S,2,Kinore,Kindbergia oregana,25,,
s202,Open-Dry,2022-06-20,S,2,Polmun,Polystichum munitum,2,,
s202,Open-Dry,2022-06-20,S,2,Scabol,Scapania bolanderi,0.5,,
s202,Open-Dry,2022-06-20,S,3,Berner,Berberis nervosa,2,,
s202,Open-Dry,2022-06-20,S,3,Brovul,Bromus vulgaris,1,,
s202,Open-Dry,2022-06-20,S,3,Dichow,Dicranum howellii,0.5,,
s202,Open-Dry,2022-06-20,S,3,Gausha,Gaultheria shallon,10,50,
s202,Open-Dry,2022-06-20,S,3,Hypcir,Hypnum circinale,0.5,,
s202,Open-Dry,2022-06-20,S,3,Kinore,Kindbergia oregana,40,,
s202,Open-Dry,2022-06-20,S,3,Lyslat,Lysimachia latifolia,2,,
s202,Open-Dry,2022-06-20,S,3,Polmun,Polystichum munitum,20,,
s202,Open-Dry,2022-06-20,S,4,Berner,Berberis nervosa,3,,
s202,Open-Dry,2022-06-20,S,4,Dichow,Dicranum howellii,0.5,,
s202,Open-Dry,2022-06-20,S,4,Fessub,Festuca subuliflora,1,,
s202,Open-Dry,2022-06-20,S,4,Gausha,Gaultheria shallon,2,35,
s202,Open-Dry,2022-06-20,S,4,Hypcir,Hypnum circinale,6,,
s202,Open-Dry,2022-06-20,S,4,Kinore,Kindbergia oregana,60,,
s202,Open-Dry,2022-06-20,S,4,Lyslat,Lysimachia latifolia,0.5,,
s202,Open-Dry,2022-06-20,S,4,Polmun,Polystichum munitum,2,,
s202,Open-Dry,2022-06-20,S,4,Scabol,Scapania bolanderi,0.5,,
s202,Open-Dry,2022-06-20,S,5,Berner,Berberis nervosa,8,,
s202,Open-Dry,2022-06-20,S,5,Fessub,Festuca subuliflora,0.5,,
s202,Open-Dry,2022-06-20,S,5,Gausha,Gaultheria shallon,8,,
s202,Open-Dry,2022-06-20,S,5,Kinore,Kindbergia oregana,70,,
s202,Open-Dry,2022-06-20,S,5,Lyslat,Lysimachia latifolia,0.5,,
s202,Open-Dry,2022-06-20,W,1,Berner,Berberis nervosa,0.5,,
s202,Open-Dry,2022-06-20,W,1,Gausha,Gaultheria shallon,65,90,
s202,Open-Dry,2022-06-20,W,1,Kinore,Kindbergia oregana,10,,
s202,Open-Dry,2022-06-20,W,1,Scabol,Scapania bolanderi,0.5,,
s202,Open-Dry,2022-06-20,W,2,Berner,Berberis nervosa,0.5,,
s202,Open-Dry,2022-06-20,W,2,Gausha,Gaultheria shallon,70,100,
s202,Open-Dry,2022-06-20,W,2,Holdis,Holodiscus discolor,0.5,,
s202,Open-Dry,2022-06-20,W,2,Hypcir,Hypnum circinale,1,,
s202,Open-Dry,2022-06-20,W,2,Kinore,Kindbergia oregana,4,,
s202,Open-Dry,2022-06-20,W,3,Berner,Berberis nervosa,2,,
s202,Open-Dry,2022-06-20,W,3,Gausha,Gaultheria shallon,80,120,
s202,Open-Dry,2022-06-20,W,3,Hypcir,Hypnum circinale,0.5,,
s202,Open-Dry,2022-06-20,W,3,Kinore,Kindbergia oregana,5,,
s202,Open-Dry,2022-06-20,W,3,Polmun,Polystichum munitum,1,,
s202,Open-Dry,2022-06-20,W,4,Berner,Berberis nervosa,2,,
s202,Open-Dry,2022-06-20,W,4,Gausha,Gaultheria shallon,35,80,
s202,Open-Dry,2022-06-20,W,4,Hypcir,Hypnum circinale,0.5,,
s202,Open-Dry,2022-06-20,W,4,Kinore,Kindbergia oregana,8,,
s202,Open-Dry,2022-06-20,W,4,Polmun,Polystichum munitum,3,,
s202,Open-Dry,2022-06-20,W,4,Scabol,Scapania bolanderi,0.5,,
s202,Open-Dry,2022-06-20,W,5,Gausha,Gaultheria shallon,45,70,
s202,Open-Dry,2022-06-20,W,5,Hypcir,Hypnum circinale,0.5,,
s202,Open-Dry,2022-06-20,W,5,Kinore,Kindbergia oregana,5,,
s202,Open-Dry,2022-06-20,W,5,Polmun,Polystichum munitum,2,,
s202,Open-Dry,2022-06-20,W,5,Rosgym,Rosa gymnocarpa,1,,
s203,Open-Dry,2022-06-21,E,1,Gausha,Gaultheria shallon,45,80,
s203,Open-Dry,2022-06-21,E,1,Kinore,Kindbergia oregana,25,,
s203,Open-Dry,2022-06-21,E,2,Gausha,Gaultheria shallon,75,60,
s203,Open-Dry,2022-06-21,E,2,Kinore,Kindbergia oregana,10,,
s203,Open-Dry,2022-06-21,E,2,Rosgym,Rosa gymnocarpa,2,,
s203,Open-Dry,2022-06-21,E,3,Berner,Berberis nervosa,1,,
s203,Open-Dry,2022-06-21,E,3,Gausha,Gaultheria shallon,75,75,
s203,Open-Dry,2022-06-21,E,3,Kinore,Kindbergia oregana,50,,
s203,Open-Dry,2022-06-21,E,3,Lyslat,Lysimachia latifolia,0.5,,
s203,Open-Dry,2022-06-21,E,4,Berner,Berberis nervosa,5,,
s203,Open-Dry,2022-06-21,E,4,Brovul,Bromus vulgaris,0.5,,
s203,Open-Dry,2022-06-21,E,4,Gausha,Gaultheria shallon,60,45,
s203,Open-Dry,2022-06-21,E,4,Kinore,Kindbergia oregana,65,,
s203,Open-Dry,2022-06-21,E,5,Berner,Berberis nervosa,2,,
s203,Open-Dry,2022-06-21,E,5,Dichow,Dicranum howellii,0.5,,
s203,Open-Dry,2022-06-21,E,5,Gausha,Gaultheria shallon,50,70,
s203,Open-Dry,2022-06-21,E,5,Kinore,Kindbergia oregana,55,,
s203,Open-Dry,2022-06-21,N,1,Berner,Berberis nervosa,2,,
s203,Open-Dry,2022-06-21,N,1,Gausha,Gaultheria shallon,35,10,
s203,Open-Dry,2022-06-21,N,1,Kinore,Kindbergia oregana,90,,
s203,Open-Dry,2022-06-21,N,1,Rhylor,Rhytidiadelphus loreus,0.5,,
s203,Open-Dry,2022-06-21,N,2,Berner,Berberis nervosa,5,,
s203,Open-Dry,2022-06-21,N,2,Brovul,Bromus vulgaris,0.5,,
s203,Open-Dry,2022-06-21,N,2,Kinore,Kindbergia oregana,80,,
s203,Open-Dry,2022-06-21,N,2,Lyslat,Lysimachia latifolia,0.5,,
s203,Open-Dry,2022-06-21,N,3,Berner,Berberis nervosa,5,,
s203,Open-Dry,2022-06-21,N,3,Brovul,Bromus vulgaris,1,,
s203,Open-Dry,2022-06-21,N,3,Dicfus,Dicranum fuscescens,0.5,,
s203,Open-Dry,2022-06-21,N,3,Fessub,Festuca subuliflora,0.5,,
s203,Open-Dry,2022-06-21,N,3,Kinore,Kindbergia oregana,85,,
s203,Open-Dry,2022-06-21,N,4,Berner,Berberis nervosa,0.5,,
s203,Open-Dry,2022-06-21,N,4,Fessub,Festuca subuliflora,2,,
s203,Open-Dry,2022-06-21,N,4,Gausha,Gaultheria shallon,17,25,
s203,Open-Dry,2022-06-21,N,4,Isosto,Isothecium stoloniferum,1,,
s203,Open-Dry,2022-06-21,N,4,Kinore,Kindbergia oregana,95,,
s203,Open-Dry,2022-06-21,N,4,Neocor,Neottia cordata,0.5,,
s203,Open-Dry,2022-06-21,N,5,Berner,Berberis nervosa,4,,
s203,Open-Dry,2022-06-21,N,5,Gausha,Gaultheria shallon,7,25,
s203,Open-Dry,2022-06-21,N,5,Hypcir,Hypnum circinale,0.5,,
s203,Open-Dry,2022-06-21,N,5,Isosto,Isothecium stoloniferum,2,,
s203,Open-Dry,2022-06-21,N,5,Kinore,Kindbergia oregana,75,,
s203,Open-Dry,2022-06-21,N,5,Ptical,Ptilidium californicum,0.5,,
s203,Open-Dry,2022-06-21,N,5,Scabol,Scapania bolanderi,1,,
s203,Open-Dry,2022-06-21,S,1,Fessub,Festuca subuliflora,0.5,,
s203,Open-Dry,2022-06-21,S,1,Hylspl,Hylocomium splendens,75,,
s203,Open-Dry,2022-06-21,S,1,Kinore,Kindbergia oregana,25,,
s203,Open-Dry,2022-06-21,S,2,Fessub,Festuca subuliflora,0.5,,
s203,Open-Dry,2022-06-21,S,2,Kinore,Kindbergia oregana,75,,
s203,Open-Dry,2022-06-21,S,2,Rhylor,Rhytidiadelphus loreus,0.5,,
s203,Open-Dry,2022-06-21,S,3,Berner,Berberis nervosa,1,,
s203,Open-Dry,2022-06-21,S,3,Fesocc,Festuca occidentalis,0.5,,
s203,Open-Dry,2022-06-21,S,3,Kinore,Kindbergia oregana,95,,
s203,Open-Dry,2022-06-21,S,4,Berner,Berberis nervosa,0.5,,
s203,Open-Dry,2022-06-21,S,4,Kinore,Kindbergia oregana,95,,
s203,Open-Dry,2022-06-21,S,5,Berner,Berberis nervosa,1,,
s203,Open-Dry,2022-06-21,S,5,Gausha,Gaultheria shallon,5,25,
s203,Open-Dry,2022-06-21,S,5,Kinore,Kindbergia oregana,65,,
s203,Open-Dry,2022-06-21,W,1,Berner,Berberis nervosa,5,,
s203,Open-Dry,2022-06-21,W,1,Holdis,Holodiscus discolor,2,,
s203,Open-Dry,2022-06-21,W,1,Kinore,Kindbergia oregana,10,,
s203,Open-Dry,2022-06-21,W,2,Holdis,Holodiscus discolor,2,,
s203,Open-Dry,2022-06-21,W,2,Kinore,Kindbergia oregana,75,,
s203,Open-Dry,2022-06-21,W,2,Latnev,Lathyrus nevadensis,0.5,,
s203,Open-Dry,2022-06-21,W,2,Rhylor,Rhytidiadelphus loreus,10,,
s203,Open-Dry,2022-06-21,W,2,Rhytri,Rhytidiadelphus triquetrus,10,,
s203,Open-Dry,2022-06-21,W,3,Berner,Berberis nervosa,0.5,,
s203,Open-Dry,2022-06-21,W,3,Holdis,Holodiscus discolor,35,,
s203,Open-Dry,2022-06-21,W,3,Kinore,Kindbergia oregana,85,,
s203,Open-Dry,2022-06-21,W,3,Rhylor,Rhytidiadelphus loreus,5,,
s203,Open-Dry,2022-06-21,W,3,Rhytri,Rhytidiadelphus triquetrus,5,,
s203,Open-Dry,2022-06-21,W,4,Berner,Berberis nervosa,1,,
s203,Open-Dry,2022-06-21,W,4,Holdis,Holodiscus discolor,2,,
s203,Open-Dry,2022-06-21,W,4,Isosto,Isothecium stoloniferum,1,,
s203,Open-Dry,2022-06-21,W,4,Kinore,Kindbergia oregana,80,,
s203,Open-Dry,2022-06-21,W,5,Gausha,Gaultheria shallon,40,40,
s203,Open-Dry,2022-06-21,W,5,Holdis,Holodiscus discolor,2,,
s203,Open-Dry,2022-06-21,W,5,Isosto,Isothecium stoloniferum,5,,
s203,Open-Dry,2022-06-21,W,5,Kinore,Kindbergia oregana,50,,
s204,Open-Dry,2022-06-22,E,1,Berner,Berberis nervosa,8,,
s204,Open-Dry,2022-06-22,E,1,Gausha,Gaultheria shallon,70,140,
s204,Open-Dry,2022-06-22,E,2,Berner,Berberis nervosa,3,,
s204,Open-Dry,2022-06-22,E,2,Gausha,Gaultheria shallon,60,85,
s204,Open-Dry,2022-06-22,E,2,Kinore,Kindbergia oregana,0.5,,
s204,Open-Dry,2022-06-22,E,3,Gausha,Gaultheria shallon,85,80,
s204,Open-Dry,2022-06-22,E,3,Hypcir,Hypnum circinale,0.5,,
s204,Open-Dry,2022-06-22,E,4,Gausha,Gaultheria shallon,50,65,
s204,Open-Dry,2022-06-22,E,4,Kinore,Kindbergia oregana,1,,
s204,Open-Dry,2022-06-22,E,4,Ruburs,Rubus ursinus,0.5,,
s204,Open-Dry,2022-06-22,E,5,Gausha,Gaultheria shallon,60,70,
s204,Open-Dry,2022-06-22,E,5,Holdis,Holodiscus discolor,0.5,,
s204,Open-Dry,2022-06-22,E,5,Ileaqu,Ilex aquifolium,1,,
s204,Open-Dry,2022-06-22,E,5,Kinore,Kindbergia oregana,1,,
s204,Open-Dry,2022-06-22,N,1,Gausha,Gaultheria shallon,50,90,
s204,Open-Dry,2022-06-22,N,1,Kinore,Kindbergia oregana,7,,
s204,Open-Dry,2022-06-22,N,1,Polmun,Polystichum munitum,2,,
s204,Open-Dry,2022-06-22,N,2,Gausha,Gaultheria shallon,60,85,
s204,Open-Dry,2022-06-22,N,2,Hypcir,Hypnum circinale,0.5,,
s204,Open-Dry,2022-06-22,N,2,Kinore,Kindbergia oregana,20,,
s204,Open-Dry,2022-06-22,N,2,Polmun,Polystichum munitum,3,,
s204,Open-Dry,2022-06-22,N,3,Gausha,Gaultheria shallon,40,60,
s204,Open-Dry,2022-06-22,N,3,Kinore,Kindbergia oregana,1,,
s204,Open-Dry,2022-06-22,N,3,Polmun,Polystichum munitum,3,,
s204,Open-Dry,2022-06-22,N,4,Gausha,Gaultheria shallon,70,80,
s204,Open-Dry,2022-06-22,N,4,Kinore,Kindbergia oregana,2,,
s204,Open-Dry,2022-06-22,N,5,Gausha,Gaultheria shallon,60,90,
s204,Open-Dry,2022-06-22,N,5,Kinore,Kindbergia oregana,1,,
s204,Open-Dry,2022-06-22,S,1,Gausha,Gaultheria shallon,75,55,
s204,Open-Dry,2022-06-22,S,1,Ileaqu,Ilex aquifolium,10,,
s204,Open-Dry,2022-06-22,S,1,Pteaqu,Pteridium aquilinum,0.5,,
s204,Open-Dry,2022-06-22,S,2,Gausha,Gaultheria shallon,55,65,
s204,Open-Dry,2022-06-22,S,2,Ileaqu,Ilex aquifolium,1,,
s204,Open-Dry,2022-06-22,S,2,Pteaqu,Pteridium aquilinum,0.5,,
s204,Open-Dry,2022-06-22,S,3,Gausha,Gaultheria shallon,45,120,
s204,Open-Dry,2022-06-22,S,3,Kinore,Kindbergia oregana,0.5,,
s204,Open-Dry,2022-06-22,S,4,Gausha,Gaultheria shallon,65,70,
s204,Open-Dry,2022-06-22,S,4,Kinore,Kindbergia oregana,0.5,,
s204,Open-Dry,2022-06-22,S,5,Gausha,Gaultheria shallon,50,80,
s204,Open-Dry,2022-06-22,S,5,Kinore,Kindbergia oregana,10,,
s204,Open-Dry,2022-06-22,W,1,Gausha,Gaultheria shallon,35,65,
s204,Open-Dry,2022-06-22,W,1,Kinore,Kindbergia oregana,2,,
s204,Open-Dry,2022-06-22,W,1,Scabol,Scapania bolanderi,0.5,,
s204,Open-Dry,2022-06-22,W,2,Gausha,Gaultheria shallon,15,75,
s204,Open-Dry,2022-06-22,W,2,Kinore,Kindbergia oregana,5,,
s204,Open-Dry,2022-06-22,W,3,Gausha,Gaultheria shallon,45,75,
s204,Open-Dry,2022-06-22,W,3,Kinore,Kindbergia oregana,1,,
s204,Open-Dry,2022-06-22,W,4,Berner,Berberis nervosa,0.5,,
s204,Open-Dry,2022-06-22,W,4,Gausha,Gaultheria shallon,82,145,
s204,Open-Dry,2022-06-22,W,4,Kinore,Kindbergia oregana,7,,
s204,Open-Dry,2022-06-22,W,4,Polmun,Polystichum munitum,1,,
s204,Open-Dry,2022-06-22,W,5,Gausha,Gaultheria shallon,60,90,
s204,Open-Dry,2022-06-22,W,5,Kinore,Kindbergia oregana,25,,
s204,Open-Dry,2022-06-22,W,5,Polmun,Polystichum munitum,1,,
S206,Open-Dry,2022-06-20,E,1,Antcur,Antitrichia curtipendula,2,,
S206,Open-Dry,2022-06-20,E,1,Brovul,Bromus vulgaris,7,,
S206,Open-Dry,2022-06-20,E,1,Carlep,Carex leptopoda,15,,
S206,Open-Dry,2022-06-20,E,1,Clasib,Claytonia sibirica,2,,
S206,Open-Dry,2022-06-20,E,1,Galapa,Galium aparine,15,,
S206,Open-Dry,2022-06-20,E,1,Isosto,Isothecium stoloniferum,2,,
S206,Open-Dry,2022-06-20,E,1,Kinore,Kindbergia oregana,2,,
S206,Open-Dry,2022-06-20,E,1,Mycmur,Mycelis muralis,0.5,,
S206,Open-Dry,2022-06-20,E,1,Nempar,Nemophila parviflora,8,,
S206,Open-Dry,2022-06-20,E,1,Osmber,Osmorhiza berteroi,0.5,,
S206,Open-Dry,2022-06-20,E,1,Plains,Plagiomnium insigne,10,,
S206,Open-Dry,2022-06-20,E,1,Ruburs,Rubus ursinus,2,,
S206,Open-Dry,2022-06-20,E,1,Urtdio,Urtica dioica,15,,
S206,Open-Dry,2022-06-20,E,2,Carlep,Carex leptopoda,3,,
S206,Open-Dry,2022-06-20,E,2,Clasib,Claytonia sibirica,3,,
S206,Open-Dry,2022-06-20,E,2,Galapa,Galium aparine,1,,
S206,Open-Dry,2022-06-20,E,2,Kinore,Kindbergia oregana,5,,
S206,Open-Dry,2022-06-20,E,2,Melsub,Melica subulata,8,,
S206,Open-Dry,2022-06-20,E,2,Mycmur,Mycelis muralis,0.5,,
S206,Open-Dry,2022-06-20,E,2,Osmber,Osmorhiza berteroi,0.5,,
S206,Open-Dry,2022-06-20,E,2,Plains,Plagiomnium insigne,15,,
S206,Open-Dry,2022-06-20,E,2,Rhylor,Rhytidiadelphus loreus,5,,
S206,Open-Dry,2022-06-20,E,2,Stecri,Stellaria crispa,0.5,,
S206,Open-Dry,2022-06-20,E,2,Urtdio,Urtica dioica,0.5,,
S206,Open-Dry,2022-06-20,E,3,Carlep,Carex leptopoda,15,,
S206,Open-Dry,2022-06-20,E,3,Clasib,Claytonia sibirica,2,,
S206,Open-Dry,2022-06-20,E,3,Galapa,Galium aparine,1,,
S206,Open-Dry,2022-06-20,E,3,Kinore,Kindbergia oregana,0.5,,
S206,Open-Dry,2022-06-20,E,3,Melsub,Melica subulata,0.5,,
S206,Open-Dry,2022-06-20,E,3,Nempar,Nemophila parviflora,3,,
S206,Open-Dry,2022-06-20,E,3,Osmber,Osmorhiza berteroi,0.5,,
S206,Open-Dry,2022-06-20,E,3,Plains,Plagiomnium insigne,5,,
S206,Open-Dry,2022-06-20,E,3,Polmun,Polystichum munitum,1,,
S206,Open-Dry,2022-06-20,E,3,Urtdio,Urtica dioica,2,,
S206,Open-Dry,2022-06-20,E,4,Antcur,Antitrichia curtipendula,2,,
S206,Open-Dry,2022-06-20,E,4,Brovul,Bromus vulgaris,10,,
S206,Open-Dry,2022-06-20,E,4,Carlep,Carex leptopoda,13,,
S206,Open-Dry,2022-06-20,E,4,Clasib,Claytonia sibirica,1,,
S206,Open-Dry,2022-06-20,E,4,Kinore,Kindbergia oregana,2,,
S206,Open-Dry,2022-06-20,E,4,Nempar,Nemophila parviflora,1,,
S206,Open-Dry,2022-06-20,E,4,Osmber,Osmorhiza berteroi,1,,
S206,Open-Dry,2022-06-20,E,4,Plains,Plagiomnium insigne,10,,
S206,Open-Dry,2022-06-20,E,4,Urtdio,Urtica dioica,0.5,,
S206,Open-Dry,2022-06-20,E,5,Antcur,Antitrichia curtipendula,3,,
S206,Open-Dry,2022-06-20,E,5,Brovul,Bromus vulgaris,2,,
S206,Open-Dry,2022-06-20,E,5,Galapa,Galium aparine,0.5,,
S206,Open-Dry,2022-06-20,E,5,Isosto,Isothecium stoloniferum,8,,
S206,Open-Dry,2022-06-20,E,5,Kinore,Kindbergia oregana,0.5,,
S206,Open-Dry,2022-06-20,E,5,Nempar,Nemophila parviflora,2,,
