Taxon name,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Common name,Island
Jordania zonope,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,longfin sculpin,Mayne Island
Jordania zonope,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,longfin sculpin,Galiano Island
Jordania zonope,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,few,open,49,60,longfin sculpin,Galiano Island
Jordania zonope,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,few,open,48,50,longfin sculpin,Mayne Island
Kellia suborbicularis,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,suborbicular kellyclam,Mayne Island
Laqueus vancouverensis,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,transverse lamp shell,Galiano Island
Laurencia spectabilis,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,sea laurel,Galiano Island
Laurencia spectabilis,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,few,open,48,50,sea laurel,Mayne Island
Lepidopsetta bilineata,2019-05-05T12:00:00,,Bennett Bay,48.86167,-123.24667,few,open,60,60,rock sole,Mayne Island
Lepidozona trifida,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,1,open,45,3,three-rib chiton,Pender Island
Leucilla nuttingi,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,stalked vase sponge,Pender Island
Leucilla nuttingi,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,stalked vase sponge,Samuel Island
Leucilla nuttingi,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,stalked vase sponge,Mayne Island
Leucilla nuttingi,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,stalked vase sponge,Saturna Island
Lichenopora spp.,2019-05-05T11:30:00,on kelp,Conconi Reef,48.825,-123.29,many,open,45,3,coral bryozoans,Pender Island
Lichenopora spp.,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,some,open,27,28,coral bryozoans,Mayne Island
Lichenopora spp.,2019-05-04T15:56:00,on kelp,Restricted island by Samuel Island,49.82885,-123.21502,many,open,35,30,coral bryozoans,Mayne Island
Lichenopora spp.,2019-05-05T09:39:00,on kelp,Robertson II,48.81378,-123.2099,many,open,31,34,coral bryozoans,Saturna Island
Lopholithodes mandtii,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,43,53,Puget Sound king crab,Galiano Island
Lopholithodes mandtii,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,Puget Sound king crab,Galiano Island
Lumpenus sagitta,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,few,open,60,60,snake prickleback,Mayne Island
Macoma nasuta,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,1,open,45,3,bent-nose macoma,Pender Island
Mastocarpus jardinii,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,bushy Turkish washcloth,Galiano Island
Mazzaella splendens,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,iridescent seaweed,Galiano Island
Mediaster aequalis,2019-05-05T12:00:00,,Bennett Bay,48.86167,-123.24667,few,open,60,60,vermilion star,Mayne Island
Mediaster aequalis,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,1,open,50,14,vermilion star,Mayne Island
Mediaster aequalis,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,1,open,50,43,vermilion star,Mayne Island
Mediaster aequalis,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,few,open,77,50,vermilion star,Mayne Island
Mediaster aequalis,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,few,open,60,60,vermilion star,Mayne Island
Mediaster aequalis,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,few,open,47,51,vermilion star,Mayne Island
Melibe leonina,2019-05-04T12:00:00,,Montague Harbour,48.896354,-123.40363,1,open,33,53,hooded nudibranch,Galiano Island
Melibe leonina,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,1,open,31,34,hooded nudibranch,Saturna Island
Membranipora serrilamella,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,many,open,27,28,kelp-encrusting bryozoan,Mayne Island
Membranipora serrilamella,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,many,open,31,34,kelp-encrusting bryozoan,Saturna Island
Membranipora serrilamella,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,some,open,43,36,kelp-encrusting bryozoan,Mayne Island
Mesocentrotus franciscanus,2019-05-04T12:00:00,"this is their ""many""",Ballingall Islets Park,48.906568,-123.460574,very many,open,72,33,red sea urchin,Galiano Island
Mesocentrotus franciscanus,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,abundant,open,43,53,red sea urchin,Galiano Island
Mesocentrotus franciscanus,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,very many,open,47,53,red sea urchin,Galiano Island
Mesocentrotus franciscanus,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,very many,open,55,45,red sea urchin,Mayne Island
Mesocentrotus franciscanus,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,very many,open,42,42,red sea urchin,Mayne Island
Mesocentrotus franciscanus,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,some,open,45,3,red sea urchin,Pender Island
Mesocentrotus franciscanus,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,very many,open,50,14,red sea urchin,Mayne Island
Mesocentrotus franciscanus,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,very many,open,50,43,red sea urchin,Mayne Island
Mesocentrotus franciscanus,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,very many,open,50,60,red sea urchin,Prevost Island
Mesocentrotus franciscanus,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,many,open,46,45,red sea urchin,Prevost Island
Mesocentrotus franciscanus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,very many,open,47,45,red sea urchin,Prevost Island
Mesocentrotus franciscanus,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,very many,open,77,50,red sea urchin,Mayne Island
Mesocentrotus franciscanus,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,very many,open,60,60,red sea urchin,Mayne Island
Mesocentrotus franciscanus,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,red sea urchin,Samuel Island
Mesocentrotus franciscanus,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,very many,open,47,44,red sea urchin,Galiano Island
Mesocentrotus franciscanus,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,very many,open,49,60,red sea urchin,Galiano Island
Mesocentrotus franciscanus,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,many,open,31,34,red sea urchin,Saturna Island
Mesocentrotus franciscanus,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,1,open,43,36,red sea urchin,Mayne Island
Mesocentrotus franciscanus,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,very many,open,47,51,red sea urchin,Mayne Island
Mesocentrotus franciscanus,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,few,open,60,60,red sea urchin,Mayne Island
Mesocentrotus franciscanus,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,very many,open,48,50,red sea urchin,Mayne Island
Metandrocarpa taylori,2019-05-05T09:56:00,logged as 1 so assuming 1 patch,Ballingall Islets Park,48.906568,-123.460574,few,open,43,53,orange social tunicate,Galiano Island
Metandrocarpa taylori,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,orange social tunicate,Galiano Island
Metandrocarpa taylori,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,many,open,27,28,orange social tunicate,Mayne Island
Metandrocarpa taylori,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,present,open,50,14,orange social tunicate,Mayne Island
Metandrocarpa taylori,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,few,open,46,45,orange social tunicate,Prevost Island
Metandrocarpa taylori,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,very many,open,60,60,orange social tunicate,Mayne Island
Metandrocarpa taylori,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,orange social tunicate,Samuel Island
Metandrocarpa taylori,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,some,open,35,30,orange social tunicate,Mayne Island
Metandrocarpa taylori,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,very many,open,47,44,orange social tunicate,Galiano Island
Metandrocarpa taylori,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,orange social tunicate,Saturna Island
Metandrocarpa taylori,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,some,open,43,36,orange social tunicate,Mayne Island
Metandrocarpa taylori,2019-05-04T15:25:00,logged as 1 so assuming 1 patch,Walker Rock,48.92833,-123.50483,few,open,47,51,orange social tunicate,Mayne Island
Metandrocarpa taylori,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,very many,open,60,60,orange social tunicate,Mayne Island
Metridium farcimen,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,43,53,giant plumose anemone,Galiano Island
Metridium farcimen,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,giant plumose anemone,Galiano Island
Metridium farcimen,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,very many,open,55,45,giant plumose anemone,Mayne Island
Metridium farcimen,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,very many,open,42,42,giant plumose anemone,Mayne Island
Metridium farcimen,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,1,open,50,14,giant plumose anemone,Mayne Island
Metridium farcimen,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,few,open,50,43,giant plumose anemone,Mayne Island
Metridium farcimen,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,very many,open,50,60,giant plumose anemone,Prevost Island
Metridium farcimen,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,few,open,46,45,giant plumose anemone,Prevost Island
Metridium farcimen,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,giant plumose anemone,Prevost Island
Metridium farcimen,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,1,open,77,50,giant plumose anemone,Mayne Island
Metridium farcimen,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,few,open,60,60,giant plumose anemone,Mayne Island
Metridium farcimen,2019-05-05T09:39:00,tiny,Robertson II,48.81378,-123.2099,1,open,31,34,giant plumose anemone,Saturna Island
Metridium farcimen,2019-05-04T12:39:00,tiny,St. John Point,48.81285,-123.22778,1,open,43,36,giant plumose anemone,Mayne Island
Metridium farcimen,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,abundant,open,47,51,giant plumose anemone,Mayne Island
Metridium farcimen,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,abundant,open,48,50,giant plumose anemone,Mayne Island
Mopalia lignosa,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,woody chiton,Mayne Island
Mopalia lignosa,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,woody chiton,Mayne Island
Mopalia spectabilis,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,red-flecked mopalia,Mayne Island
Mopalia swanii,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,1,open,45,3,Swan's mopalia,Pender Island
Mopalia swanii,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,1,open,45,29,Swan's mopalia,Samuel Island
Myxicola aesthetica,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,2,open,27,28,petite slime-tube feather-duster,Mayne Island
Myxicola aesthetica,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,petite slime-tube feather-duster,Saturna Island
Myxicola infundibulum,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,2,open,27,28,slime-tube feather-duster,Mayne Island
Myxicola infundibulum,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,1,open,45,29,slime-tube feather-duster,Samuel Island
Myxicola infundibulum,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,1,open,31,34,slime-tube feather-duster,Saturna Island
Myxicola infundibulum,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,2,open,43,36,slime-tube feather-duster,Mayne Island
Nautichthys oculofasciatus,2019-05-04T12:00:00,,Montague Harbour,48.896354,-123.40363,1,open,33,53,sailfin sculpin,Galiano Island
Neoagarum fimbriatum,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,abundant,open,45,3,fringed sea colander kelp,Pender Island
Neoagarum fimbriatum,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,abundant,open,27,28,fringed sea colander kelp,Mayne Island
Neoagarum fimbriatum,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,abundant,open,45,29,fringed sea colander kelp,Samuel Island
Neoagarum fimbriatum,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,fringed sea colander kelp,Galiano Island
Neoagarum fimbriatum,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,abundant,open,31,34,fringed sea colander kelp,Saturna Island
Neoagarum fimbriatum,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,very many,open,43,36,fringed sea colander kelp,Mayne Island
Neostylidium eschrichtii,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,1,open,45,3,threaded bittium,Pender Island
Neostylidium eschrichtii,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,threaded bittium,Mayne Island
Nereis procera,2019-05-04T12:00:00,recorded as platynereis polychaetes,Montague Harbour,48.896354,-123.40363,few,open,33,53,little pileworm sea-nymph,Galiano Island
Nereocystis luetkeana,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,very many,open,55,45,bull kelp,Mayne Island
Nereocystis luetkeana,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,many,open,45,3,bull kelp,Pender Island
Nereocystis luetkeana,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,very many,open,27,28,bull kelp,Mayne Island
Nereocystis luetkeana,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,very many,open,50,43,bull kelp,Mayne Island
Nereocystis luetkeana,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,1,open,50,60,bull kelp,Prevost Island
Nereocystis luetkeana,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,very many,open,60,60,bull kelp,Mayne Island
Nereocystis luetkeana,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,bull kelp,Samuel Island
Nereocystis luetkeana,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,many,open,31,34,bull kelp,Saturna Island
Nereocystis luetkeana,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,some,open,43,36,bull kelp,Mayne Island
Nereocystis luetkeana,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,few,open,48,50,bull kelp,Mayne Island
Neverita lewisii,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,Lewis's moonsnail,Galiano Island
Neverita lewisii,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,1,open,42,42,Lewis's moonsnail,Mayne Island
Neverita lewisii,2019-05-04T14:16:00,large,North of Irish Bay,49.81938,-123.215,1,open,45,29,Lewis's moonsnail,Samuel Island
Nucella lamellosa,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,some,open,27,28,wrinkled dogwinkle,Mayne Island
Nucella lamellosa,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,few,open,43,36,wrinkled dogwinkle,Mayne Island
Nucella lamellosa,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,few,open,48,50,wrinkled dogwinkle,Mayne Island
Ophiodon elongatus,2019-05-04T12:00:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,72,33,lingcod,Galiano Island
Ophiodon elongatus,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,present,open,46,45,lingcod,Prevost Island
Ophiodon elongatus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,lingcod,Prevost Island
Oregonia gracilis,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,graceful decorator crab,Galiano Island
Oregonia gracilis,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,few,open,50,60,graceful decorator crab,Prevost Island
Oregonia gracilis,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,graceful decorator crab,Prevost Island
Oregonia gracilis,2019-05-04T12:00:00,,Montague Harbour,48.896354,-123.40363,1,open,33,53,graceful decorator crab,Galiano Island
Oregonia gracilis,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,1,open,47,44,graceful decorator crab,Galiano Island
Oregonia gracilis,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,1,open,31,34,graceful decorator crab,Saturna Island
Oregonia gracilis,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,2,open,43,36,graceful decorator crab,Mayne Island
Orthasterias koehleri,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,rainbow star,Mayne Island
Oxylebius pictus,2019-05-04T12:00:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,72,33,painted greenling,Galiano Island
Oxylebius pictus,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,1,open,42,42,painted greenling,Mayne Island
Oxylebius pictus,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,3,open,45,3,painted greenling,Pender Island
Oxylebius pictus,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,1,open,50,43,painted greenling,Mayne Island
Oxylebius pictus,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,1,open,50,60,painted greenling,Prevost Island
Oxylebius pictus,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,few,open,46,45,painted greenling,Prevost Island
Oxylebius pictus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,painted greenling,Prevost Island
Oxylebius pictus,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,1,open,77,50,painted greenling,Mayne Island
Oxylebius pictus,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,few,open,49,60,painted greenling,Galiano Island
Pachycerianthus fimbriatus,2019-05-05T12:00:00,,Bennett Bay,48.86167,-123.24667,very many,open,60,60,tube-dwelling anemone,Mayne Island
Pachycerianthus fimbriatus,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,very many,open,55,45,tube-dwelling anemone,Mayne Island
Pachycerianthus fimbriatus,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,very many,open,42,42,tube-dwelling anemone,Mayne Island
Pachycerianthus fimbriatus,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,very many,open,50,43,tube-dwelling anemone,Mayne Island
Pachycerianthus fimbriatus,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,1,open,77,50,tube-dwelling anemone,Mayne Island
Pachycerianthus fimbriatus,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,very many,open,60,60,tube-dwelling anemone,Mayne Island
Pachycerianthus fimbriatus,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,tube-dwelling anemone,Samuel Island
Pachycerianthus fimbriatus,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,very many,open,49,60,tube-dwelling anemone,Galiano Island
Pachycerianthus fimbriatus,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,very many,open,47,51,tube-dwelling anemone,Mayne Island
Pachycerianthus fimbriatus,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,very many,open,60,60,tube-dwelling anemone,Mayne Island
Pagurus beringanus,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,Bering hermit,Pender Island
Pagurus beringanus,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,Bering hermit,Mayne Island
Pandalus danae,2019-05-04T12:00:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,72,33,coonstripe shrimp,Galiano Island
Pandalus danae,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,43,53,coonstripe shrimp,Galiano Island
Pandalus danae,2019-05-05T12:00:00,,Bennett Bay,48.86167,-123.24667,few,open,60,60,coonstripe shrimp,Mayne Island
Pandalus danae,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,very many,open,55,45,coonstripe shrimp,Mayne Island
Pandalus danae,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,very many,open,42,42,coonstripe shrimp,Mayne Island
Pandalus danae,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,coonstripe shrimp,Pender Island
Pandalus danae,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,1,open,50,43,coonstripe shrimp,Mayne Island
Pandalus danae,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,few,open,50,60,coonstripe shrimp,Prevost Island
Pandalus danae,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,coonstripe shrimp,Prevost Island
Pandalus danae,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,few,open,77,50,coonstripe shrimp,Mayne Island
Pandalus danae,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,coonstripe shrimp,Saturna Island
Pandalus danae,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,1,open,43,36,coonstripe shrimp,Mayne Island
Pandalus danae,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,few,open,47,51,coonstripe shrimp,Mayne Island
Pandalus danae,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,few,open,60,60,coonstripe shrimp,Mayne Island
Penitella penita,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,some,open,45,3,flat-tip piddock,Pender Island
Penitella penita,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,flat-tip piddock,Mayne Island
Phidolopora pacifica,2019-05-04T09:45:00,logged as lacy bryozoan,Campbell Bay,48.85833,-123.26833,few,open,55,45,lattice-work bryozoan,Mayne Island
Phidolopora pacifica,2019-05-05T11:30:00,logged as lacy bryozoan,Navy Bay,48.82909,-123.24254,present,open,77,50,lattice-work bryozoan,Mayne Island
Phidolopora pacifica,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,1,open,45,29,lattice-work bryozoan,Samuel Island
Phidolopora pacifica,2019-05-04T15:25:00,logged as lacy,Walker Rock,48.92833,-123.50483,present,open,47,51,lattice-work bryozoan,Mayne Island
Pholis clemensi,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,43,53,longfin gunnel,Galiano Island
Pholis clemensi,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,1,open,55,45,longfin gunnel,Mayne Island
Phyllochaetopterus claparedii,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,tangled-straw three-section tubeworm,Pender Island
Pinauay marina,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,solitary pink-mouth hydroid,Mayne Island
Pinauay marina,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,solitary pink-mouth hydroid,Samuel Island
Pisaster brevispinus,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,very many,open,55,45,giant pink star,Mayne Island
Pisaster brevispinus,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,1,open,42,42,giant pink star,Mayne Island
Pisaster brevispinus,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,few,open,50,43,giant pink star,Mayne Island
Pisaster brevispinus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,giant pink star,Prevost Island
Pisaster brevispinus,2019-05-04T12:00:00,spiny pink star on sheet,Montague Harbour,48.896354,-123.40363,1,open,33,53,giant pink star,Galiano Island
Pisaster brevispinus,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,few,open,77,50,giant pink star,Mayne Island
Pisaster brevispinus,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,1,open,60,60,giant pink star,Mayne Island
Pisaster brevispinus,2019-05-04T15:56:00,young,Restricted island by Samuel Island,49.82885,-123.21502,1,open,35,30,giant pink star,Mayne Island
Pisaster brevispinus,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,giant pink star,Galiano Island
Pisaster brevispinus,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,few,open,49,60,giant pink star,Galiano Island
Pisaster brevispinus,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,1,open,60,60,giant pink star,Mayne Island
Pisaster ochraceus,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,some,open,45,3,purple star or ochre star,Pender Island
Pisaster ochraceus,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,2,open,27,28,purple star or ochre star,Mayne Island
Pisaster ochraceus,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,few,open,50,60,purple star or ochre star,Prevost Island
Pisaster ochraceus,2019-05-04T12:00:00,pisaster sea star on sheet,Montague Harbour,48.896354,-123.40363,many,open,33,53,purple star or ochre star,Galiano Island
Pista elongata,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,2,open,45,3,basket-top spaghetti-worm,Pender Island
Pista elongata,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,6,open,27,28,basket-top spaghetti-worm,Mayne Island
Pista elongata,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,1,open,45,29,basket-top spaghetti-worm,Samuel Island
Pleurobrachia bachei,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,sea gooseberry,Galiano Island
Pleurobrachia bachei,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,1,open,31,34,sea gooseberry,Saturna Island
Pleurobrachia bachei,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,few,open,48,50,sea gooseberry,Mayne Island
Plumularia setacea,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,some,open,45,3,glassy plume hydroid,Pender Island
Plumularia setacea,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,very many,open,27,28,glassy plume hydroid,Mayne Island
Plumularia setacea,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,glassy plume hydroid,Samuel Island
Pododesmus macrochisma,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,many,open,45,3,green false-jingle,Pender Island
Pododesmus macrochisma,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,many,open,27,28,green false-jingle,Mayne Island
