area,Family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,critical_comments,reviewed
ogi,Ericaceae,Empetrum nigrum,Empetrum nigrum,"Galiano sphagnum bog. Huggins&AS 2016. This is known from some of the domed bogs around Vancouver, but almost nowhere else. There is precisely one lowland population known in the Puget Trough of Washington, and it apparently hasn't been collected since 1936.",,,AS
ogi,Ericaceae,Gaultheria shallon,Gaultheria shallon,"Mesic upland forest, all islands.",,,
ogi,Ericaceae,Hemitomes congestum,Hemitomes congestum,"HJ Stockade Hill north slope, Galiano 1980.",,,
ogi,Ericaceae,Kalmia microphylla var. occidentalis,Kalmia microphylla occidentalis,"HJ Spghagnum Bog, Galiano 1975.",,,
ogi,Ericaceae,Monotropa hypopitys,Monotropa hypopitys,"HJ Coll 2038 Jul/81 for Galiano at V is Hemitomes congestum. Saturna collection deep, north sloping fir forest on Mt W. Pyke confirmed Gary Wallace.",,,
ogi,Ericaceae,Monotropa uniflora,Monotropa uniflora,"Open Fir forest, all islands.",,,
ogi,Ericaceae,Pterospora andromedea,Pterospora andromedea,"HJ dry, open coniferous forest Satuna, Mayne 1982.",,,
ogi,Ericaceae,Pyrola aphylla,Pyrola aphylla,"HJ dry Douglas-fir salal forest Mayne, Saturna, Galiano. Outer Gulf Island plants all appear to be P. asarifolia.",,,
ogi,Ericaceae,Pyrola asarifolia,Pyrola asarifolia,"TRA S Pender, HJ Saturna, N Pender, Mayne.",,,
ogi,Ericaceae,Pyrola chlorantha,Pyrola chlorantha,"HJ In mature Douglas-fir, Cedar with Hemlock understorey (structural stage 7 forest), open parkland, Saturna 1999. Hill Mayne 1895.",,,
ogi,Ericaceae,Pyrola picta,Pyrola picta,"HJ high elevation north slope forest Saturna 1975, HJ Stockade Hill, Galiano. TRA Bedwell, S Pender.",,,
ogi,Ericaceae,Rhododendron groenlandicum,Rhododendron groenlandicum,"Sphagnum Bog, Galiano. HJ Blackbird Hill wetland, Saturna 2014-2020. HJ Mayne location? 1979",,,
ogi,Ericaceae,Vaccinium ovatum,Vaccinium ovatum,"FL Prevost 2004. Relativly common in coniferous forest Galiano, less common Mayne and N Pender, not known from Saturna and S Pender. Historical Tumbo 1926.",,,AS
ogi,Ericaceae,Vaccinium oxycoccos,Vaccinium oxycoccos,"ER 128 Sphagnum Bog, Galiano.",,,AS
ogi,Ericaceae,Vaccinium parvifolium,Vaccinium parvifolium,"On raw humus and decaying wood in coniferous forest, all islands.",,,AS
ogi,Euphorbiaceae,Euphorbia characias ssp. wulfenii,Euphorbia characias wulfenii,Galiano location? Marginal escapee Saturna. On Lomer & Penny's non-established list.,not in FPNW2,,
ogi,Euphorbiaceae,Euphorbia cyparissias,Euphorbia cyparissias,"Occasional escapee to waste ground, Saturna, Galiano, Mayne. Otter Bay, N Pender iNaturalist observation 2021.",,,
ogi,Euphorbiaceae,Euphorbia maculata,Euphorbia maculata,"Abandoned greenhouse operation, East Point Road, Saturna 2004.",,,
ogi,Euphorbiaceae,Euphorbia myrsinites,Euphorbia myrsinites,"Reynolds and Pelletier below Mt Sutil, Galiano 2019",,,
ogi,Euphorbiaceae,Euphorbia peplus,Euphorbia peplus,"Gardens, flower beds, waste land, all islands.",,,
ogi,Fabaceae,Acmispon americanus var. americanus,Acmispon americanus americanus,"Krause S Pender, AW Galiano location? HJ Montague Road 1975. Saturna (RNVPBC) location? voucher?",,,AS
ogi,Fabaceae,Acmispon denticulatus,Acmispon denticulatus,Montague Harbour salt marsh also Parker Island 1981.,,,
ogi,Fabaceae,Acmispon parviflorus,Acmispon parviflorus,"Grassy bluffs, roadsides all islands.",,,AS
ogi,Fabaceae,Cytisus scoparius,Cytisus scoparius,"Roadsides, dry grassland, bluffs, spreading from disturbed ground, all islands.",,,
ogi,Fabaceae,Genista monspessulana,Genista monspessulana,"FL Stanley Point, N Pender 2003. Escaping onto seashore.",,,
ogi,Fabaceae,Laburnum anagyroides,Laburnum anagyroides,"Occasional, roadsides, disturbed areas. All islands.",,,
ogi,Fabaceae,Lathyrus japonicus,Lathyrus japonicus,"Sandy beaches and shoreline, all islands.",,,
ogi,Fabaceae,Lathyrus latifolius,Lathyrus latifolius,"Along roads, waste land, all islands.",,,
ogi,Fabaceae,Lathyrus nevadensis var. nevadensis,Lathyrus nevadensis nevadensis,"Open, mesic woodland, all islands.",,,
ogi,Fabaceae,Lathyrus palustris,Lathyrus palustris,"Salt marshes, Saturna, Cabbage, N Pender, Mayne.",,,
ogi,Fabaceae,Lathyrus sylvestris,Lathyrus sylvestris,MF unpublished report Galiano locatiion ? Straley Mayne Island roadside 1987.,,,
ogi,Fabaceae,Lotus corniculatus,Lotus corniculatus,"Roadsides, lawns, waste areas. All islands.",,,AS
ogi,Fabaceae,Lupinus arboreus,Lupinus arboreus,"Roadsides, waste ground, ferry terminals. Mayne, Galiano, N Pender, Parker",,,
ogi,Fabaceae,Lupinus bicolor,Lupinus bicolor,"Grassy bluffs, grassy shoreline ledges, all islands.",,,
ogi,Fabaceae,Lupinus polyphyllus,Lupinus polyphyllus,"Roadsides Mayne, Galiano, N Pender; moist ground; included in Highways bank seeding. vars? On Lomer & Penny's non-established list.",,,
ogi,Fabaceae,Medicago arabica,Medicago arabica,HJ Roadside Saturna,,,
ogi,Fabaceae,Medicago lupulina,Medicago lupulina,"Lawns, waste ground, all islands.",,,
ogi,Fabaceae,Medicago sativa,Medicago sativa,"Farm fields, pasture. All islands.",,,
ogi,Fabaceae,Melilotus albus,Melilotus albus,"Roadsides, beaches, all islands.",,,
ogi,Fabaceae,Melilotus officinalis,Melilotus officinalis,"Roadsides, waste ground, Saturna, Galiano, N Pender.",,,
ogi,Fabaceae,Robinia pseudoacacia,Robinia pseudoacacia,"Occasional roadside and forest edge, all islands.",,,
ogi,Fabaceae,Securigera varia,Securigera varia,"Roadside, included in Highways slope stabilization seeding.",,,
ogi,Fabaceae,Trifolium arvense,Trifolium arvense,"Dry roadside verges, Saturna, Mayne, Galiano, N Pender",,,AS
ogi,Fabaceae,Trifolium campestre,Trifolium campestre,"Lawns, roadsides, waste places, all islands.",,,AS
ogi,Fabaceae,Trifolium dichotomum,Trifolium dichotomum,"Grassy, south facing bluffs, all islands.",,,AS
ogi,Fabaceae,Trifolium dubium,Trifolium dubium,"Lawns, pasture and waste grounds, all islands.",,,AS
ogi,Fabaceae,Trifolium glomeratum,Trifolium glomeratum,"AS Montague Harbour, Galiano 2020.",,,AS
ogi,Fabaceae,Trifolium hybridum,Trifolium hybridum,"Roadsides, pasture, fields, Saturna, Galiano (probably all islands)",,,AS
ogi,Fabaceae,Trifolium incarnatum,Trifolium incarnatum,"Rare; farm fields, Saturna, Galiano. Abundant Saturna Winery fields 2002.",,,AS
ogi,Fabaceae,Trifolium microcephalum,Trifolium microcephalum,"Grassy bluffs and ledges, all islands.",,,AS
ogi,Fabaceae,Trifolium microdon,Trifolium microdon,"Bluffs, slopes on sandy or rocky soil, all islands.",,,AS
ogi,Fabaceae,Trifolium oliganthum,Trifolium oliganthum,"Bluffs, grassland on dry, rocky soils,all islands.",,,AS
ogi,Fabaceae,Trifolium pratense,Trifolium pratense,"Moist roadsides, lawn, meadows, all islands.",,,AS
ogi,Fabaceae,Trifolium repens,Trifolium repens,"Lawns, pastures, roadsides, waste areas, all islands.",,,AS
ogi,Fabaceae,Trifolium striatum,Trifolium striatum,"Roadsides, traffic areas, Mayne, Samuel, Saturna, N Pender.",,,
ogi,Fabaceae,Trifolium subterraneum,Trifolium subterraneum,"Roadsides, parks and lawns, all islands.",,,AS
ogi,Fabaceae,Trifolium variegatum,Trifolium variegatum,"Grassy banks just above sea, grassy bluffs, all islands.",,,AS
ogi,Fabaceae,Trifolium willdenovii,Trifolium willdenovii,"Bluff, grassland on dry, rocky soils, all islands.",,,AS
ogi,Fabaceae,Trifolium wormskioldii,Trifolium wormskioldii,"Shorelines, salt marshes, Saturna, Galiano, N Pender.",,,AS
ogi,Fabaceae,Ulex europaeus,Ulex europaeus,"Waste ground, shoreline banks, disturbed ground on ridges, Galiano, Saturna, S Pender. Previously very abundant S Pender.",,,AS
ogi,Fabaceae,Vicia americana,Vicia americana,"Dry, open woods, all islands.",,,AS
ogi,Fabaceae,Vicia cracca,Vicia cracca,"Roadsides and waste ground, all islands.",,,AS
ogi,Fabaceae,Vicia hirsuta,Vicia hirsuta,"Roadsides, disturbed ground, all islands.",,,AS
ogi,Fabaceae,Vicia lathyroides,Vicia lathyroides,"FL Montague Park picnic area, Galiano 2014, FL DeCourcy Island 2006.",,,AS
ogi,Fabaceae,Vicia nigricans var. gigantea,Vicia gigantea,"Open forest and gulleys near salt water, wet brackish or saline places; all islands.",,,AS
ogi,Fabaceae,Vicia sativa,Vicia sativa,"Roadsides, disturbed ground, all islands.",,,AS
ogi,Fabaceae,Vicia tetrasperma,Vicia tetrasperma,"Roadsides, cultivated ground, weedy areas, all islands.",,,AS
ogi,Fabaceae,Vicia villosa,Vicia villosa,"Roadside, fields, ddisturbed areas, all islands.",,,AS
ogi,Fagaceae,Quercus garryana,Quercus garryana,"Exposed bulffs, grassy slopes and islets. All islands. Never in mixed forest as on Saanich Peninsula.",,,
ogi,Gentianaceae,Centaurium erythraea,Centaurium erythraea,"Farm fields, meadows, all islands.",,,
ogi,Geraniaceae,Erodium cicutarium,Erodium cicutarium,Disturbed ground; all islands.,,,
ogi,Geraniaceae,Geranium bicknellii,Geranium bicknellii,"HJ Galiano, Stockade Hill gravel pit 1981.",,,
ogi,Geraniaceae,Geranium carolinianum,Geranium carolinianum,"Dry roadsides, dirt roads; all islands.",,,
ogi,Geraniaceae,Geranium dissectum,Geranium dissectum,"Waste ground, meadows; all islands",,,
ogi,Geraniaceae,Geranium molle,Geranium molle,"Roadside, lawns, waste places, open grassy bluffs; all islands.",,,
ogi,Geraniaceae,Geranium pusillum,Geranium pusillum,"Macoun at Springwater, Mayne 1914, HJ Stockade Hill, Galiano 1975.",,,
ogi,Geraniaceae,Geranium robertianum,Geranium robertianum,"Meadows, forest edges; all islands.",,,
ogi,Grossulariaceae,Ribes bracteosum,Ribes bracteosum,HJ Galiano wet forest along Montague Harbour Road.1975.,,,
ogi,Grossulariaceae,Ribes divaricatum var. divaricatum,Ribes divaricatum divaricatum,"Moist, open woods and thickets; occasional throughout, all islands.",,,
ogi,Grossulariaceae,Ribes lacustre,Ribes lacustre,"Shady lake edges, muddy places, editches, damp forest floor. Main islands except Mayne.",,,
ogi,Grossulariaceae,Ribes lobbii,Ribes lobbii,"WB Schofield Galiano 1974. HJ Miners Bay Road, Mayne 1975.",,,
ogi,Grossulariaceae,Ribes rubrum,Ribes rubrum,Heffley Lions Park Galiano 2018. escaped? established?,,,
ogi,Grossulariaceae,Ribes sanguineum,Ribes sanguineum,"Open woodland; road verges, all islands.",,,
ogi,Haloragaceae,Myriophyllum spicatum,Myriophyllum spicatum,"Ponds and lakes, Saturna, Galiano, Mayne, N Pender, Prevost.",,,
ogi,Haloragaceae,Myriophyllum verticillatum,Myriophyllum verticillatum,HLR Galiano sphagnum bog.,,,
ogi,Hydrangeaceae,Philadelphus lewisii,Philadelphus lewisii,"Open, dry, wooded areas, talus slopes rock cliff bases. All islands.",,,
ogi,Hydrocharitaceae,Elodea canadensis,Elodea canadensis,Galiano and North Pender. Occasional in ponds and upland lakes,,,
ogi,Hypericaceae,Hypericum anagalloides,Hypericum anagalloides,"Wetlands, bogs, bluff seeps, all islands.",,,AS
ogi,Hypericaceae,Hypericum calycinum,Hypericum calycinum,Occasionally persisting in abandoned flower beds and fields. Several iNaturalist reports for area.,,,AS
ogi,Hypericaceae,Hypericum perforatum,Hypericum perforatum,"Roadsides, cultivated land, waste places, not common, all islands.",,,AS
ogi,Iridaceae,Iris germanica,Iris × germanica,Rhizomes persistant all islands. Doesn't appear to spread by seed. On Lomer & Penny's non-established list. FL has I. sibirica dry ditches DeCourcy Island 2008.,,,
ogi,Iridaceae,Iris pseudacorus,Iris pseudacorus,"Ponds, fens and roadside ditches all islands.",,,
ogi,Iridaceae,Sisyrinchium idahoense,Sisyrinchium idahoense,"var. segetum Zika South Pender, var. idahoense Lomer South Pender. Known from all islands. vars? Wet grassy meadows.",,,
ogi,Iridaceae,Sisyrinchium littorale,Sisyrinchium littorale,Zika roadside S Pender 2003.,,,
ogi,Isoetaceae,Isoetes nuttallii,Isoetes nuttallii,Several restricted GI locations CPNWH. FL DeCourcy Island 2006.,,,
ogi,Juncaceae,Juncus acuminatus,Juncus acuminatus,"Fens and wetlands, all islands.",,,
ogi,Juncaceae,Juncus articulatus,Juncus articulatus,Fens and wet places all islands.,,,
ogi,Juncaceae,Juncus balticus,Juncus balticus,"Wet meadows, shoreline wetlands, common all islands. Holm reports J. arcticus from ER128, Galiano 2017.",,,
ogi,Juncaceae,Juncus bolanderi,Juncus bolanderi,Roadside ditches and wetlands common all islands except rare on Saturna.,,,
ogi,Juncaceae,Juncus bufonius,Juncus bufonius,"Common throughout on wet, disturbed ground.",,,
ogi,Juncaceae,Juncus conglomeratus,Juncus conglomeratus,"Zika roadside Port Washington, N Pender 2003. FL N Pender 2006.",,,
ogi,Juncaceae,Juncus effusus ssp. effusus,Juncus effusus effusus,"Common fens, wet meadows and fields throughout.",,"""Maybe follow the FPNW and list it as ssp. effusus from Europe. Subspecies solutus from east N.A. may also be in the area"" FL —""I have definitely been observing multiple ssp of Juncus effusus around, inc. Je.solutus, J.e.pacificus, and J.e.effusus. The list should be updated to included record of all these infrataxa—how to update comments?""","FL, AS"
ogi,Juncaceae,Juncus effusus ssp. pacificus,Juncus effusus pacificus,"Common fens, wet meadows and fields throughout.",,"""Maybe follow the FPNW and list it as ssp. effusus from Europe. Subspecies solutus from east N.A. may also be in the area"" FL —""I have definitely been observing multiple ssp of Juncus effusus around, inc. Je.solutus, J.e.pacificus, and J.e.effusus. The list should be updated to included record of all these infrataxa—how to update comments?""","FL, AS"
ogi,Juncaceae,Juncus ensifolius,Juncus ensifolius,"Common fens, wet meadows and fields throughout.",,,
ogi,Juncaceae,Juncus gerardii,Juncus gerardi,"Bedwell Harbour, N Pender. Winter Cove, Saturna. Salt marshes.",,,
ogi,Juncaceae,Juncus hesperius,Juncus hesperius,FL Otter Bay roadside 2006.,,look for J. laccatus FL,AS
ogi,Juncaceae,Juncus interior,Juncus interior,HJ Saturna 1975,,"""delete. I doubt it grows in the area. Rather rare in the Columbia River area near Washington and an intro in Metro Vancouver."" FL ""My record from Saturna is a re-id by Jennifer Penny. Will recheck. Also all the Saanich Peninsula records of J. interior are re-id by Jennifer."" HJ",FL
ogi,Juncaceae,Juncus oxymeris,Juncus oxymeris,Recheck HJ Galiano roadside collection. Should be at V but not found on eFlora.,,"""delete"" FL ""Agree"" HJ","HJ, FL"
ogi,Juncaceae,Juncus tenuis,Juncus tenuis,"Moist meadows, farm fields throughout, all islands.",,,
ogi,Juncaceae,Luzula campestris,Luzula campestris,FL Prevost Island 2004.,,,
ogi,Juncaceae,Luzula comosa var. laxa,Luzula comosa laxa,Galiano location? Sullivan Saturna 1972. FL Prevost Island 2004.,,,
ogi,Juncaceae,Luzula macrantha,Luzula macrantha,"Galiano Tapovan Peace Park AS 2016. HJ Mt. Sutile 1979. AS Dinner Point, Mayne 2019.",,,
ogi,Juncaceae,Luzula multiflora,Luzula multiflora,"Throughout open coniferous forests, lakeshore, bogs.",,,
ogi,Juncaceae,Luzula parviflora,Luzula parviflora,Mayne Prelim Catalogue of VI and QCI location? Galiano location?,,,
ogi,Juncaceae,Luzula subsessilis,Luzula subsessilis,"Bluffs Park, Galiano AS 2016, Sutil Mt HJ 1979, Saturna HJ 1973 Gowland Point, S Pender B.A. Bennet 1992. AS Mayne 2019.",,,
ogi,Juncaginaceae,Triglochin concinna var. concinna,Triglochin concinna concinna,Salt or brackish marshes and mudflats; all islands,,,
ogi,Juncaginaceae,Triglochin maritima,Triglochin maritima,Salt marshes; common along rocky and muddy shores throughout. All islands.,,,
ogi,Lamiaceae,Ajuga reptans,Ajuga reptans,"Erhard waste ground Highland Rd and Ellis Rd, Galiano 2016. No information on naturalization.",,,AS
ogi,Lamiaceae,Clinopodium douglasii,Clinopodium douglasii,"Dry, open woods throughout, all islands.",,,
ogi,Lamiaceae,Galeopsis tetrahit,Galeopsis tetrahit,Wet waste ground HJ Saturna 1980.,,,
ogi,Lamiaceae,Glechoma hederacea,Glechoma hederacea,"Persisting and marginally escaping, old gardens, all islands.",,,
ogi,Lamiaceae,Lamiastrum galeobdolon,Lamium galeobdolon,No herbarium reccords but listed by the Invasive Species Council of BC for Vancouver Island and Gulf Islands. Persistant and marginally spreading.,,,
ogi,Lamiaceae,Lamium amplexicaule,Lamium amplexicaule,"Gardens, cultivated ground, disturbed ground, Saturna, N Pender.",,,
ogi,Lamiaceae,Lamium hybridum,Lamium purpureum hybridum,"AS Cook Rd,Galiano 2018.",,,AS
ogi,Lamiaceae,Lamium purpureum,Lamium purpureum,"Roadsides, waste ground, all islands.",,,AS
ogi,Lamiaceae,Lycopus americanus,Lycopus americanus,"HJ edge of fen, Saturna 1998, Galiano location?",,,AS
ogi,Lamiaceae,Lycopus uniflorus,Lycopus uniflorus,"Marshes and fens, all islands.",,,AS
ogi,Lamiaceae,Marrubium vulgare,Marrubium vulgare,"Waste ground, occasionaly open, grassy bluffs, Saturna, Mayne, N Pender.",,,
ogi,Lamiaceae,Melissa officinalis,Melissa officinalis,"Roadsides and waste places, all inlands.",,,
ogi,Lamiaceae,Mentha canadensis,Mentha canadensis,"Wet ground, fens and lake edges, all islands.",,,
ogi,Lamiaceae,Mentha pulegium,Mentha pulegium,AS Mayne 2019.,,,
ogi,Lamiaceae,Mentha rotundifolia,Mentha × rotundifolia,"Small colonies appearing to slowly spread Mayne, Galiano, N Pender.",,,
ogi,Lamiaceae,Mentha spicata,Mentha spicata,"Occasionaly naturalizing, low, wet places; all islands.",,,
ogi,Lamiaceae,Prunella vulgaris,Prunella vulgaris,"Lawns, gardens, disturbed ground, all islands.",,,
ogi,Lamiaceae,Stachys byzantina,Stachys byzantina,"HJ farm pasture, Mayne 1980. persisting? Pollom S Pender iNaturalist report 2017.",,,
ogi,Lamiaceae,Stachys cooleyae,Stachys chamissonis cooleyae,"Streambanks, fens, ditches, all islands.",,,
ogi,Lentibulariaceae,Utricularia gibba,Utricularia gibba,"AS McCoskrie Rd, Galiano 2018. AS Great Beaver Swamp and ER128, Galiano iNaturalist observations 2018-19.",,,AS
ogi,Lentibulariaceae,Utricularia minor,Utricularia minor,"HJ Blackbird Hill wetland, Saturna1996",,,
ogi,Lentibulariaceae,Utricularia vulgaris ssp. macrorhiza,Utricularia macrorhiza,"Sphagnum bog, Galiano 1981. AS same 2020.",,,
ogi,Liliaceae,Erythronium oregonum ssp. oregonum,Erythronium oregonum,"Grassy shorelines and points, rarely away from salt water. All islands.",,,
ogi,Liliaceae,Erythronium revolutum,Erythronium revolutum,Sigvardsen Montague Park Galiano 2016. Suspected hybrid (outside range of E. revolutum). Very pink tepals in iNaturalist photo.,,,
ogi,Liliaceae,Fritillaria affinis,Fritillaria affinis,"Grassy ridges, points usually near salt water and with Erythronium oreganum. All islands.",,,
ogi,Liliaceae,Lilium columbianum,Lilium columbianum,"Damp, open woods and meadows, roadsides. All islands.",,,
ogi,Liliaceae,Prosartes hookeri,Prosartes hookeri,"Field in Port Washington, North Pender HJ June 1981. Possibly planted.",,,
ogi,Liliaceae,Streptopus amplexifolius,Streptopus amplexifolius,HJ Saturna in splash zone of shaded waterfall.,,,
ogi,Limnanthaceae,Limnanthes douglasii,Limnanthes douglasii,Seen in flower beds but doesn't appear to persist or spread. On Lomer & Penny's non-established list.,,,
ogi,Lycopodiaceae,Huperzia selago,Huperzia selago,Macoun Mayne 1914.,,,
ogi,Lycopodiaceae,Lycopodium clavatum,Lycopodium clavatum,"Open, mossy areas in mature upland forest. Saturna, South Pender, Galiano.",,,AS
ogi,Malvaceae,Alcea rosea,Alcea rosea,"Spreading on Scoones Point, Galiano.",,,
ogi,Malvaceae,Malva moschata,Malva moschata,"Waste ground, roadsides, all islands.",,,
ogi,Malvaceae,Malva neglecta,Malva neglecta,"Waste places, farm yards, Saturna, Mayne, Galiano",,,
ogi,Malvaceae,Malva sylvestris,Malva sylvestris,"Farm fields, vineyard fields, Saturna.",,,
ogi,Malvaceae,Sidalcea hendersonii,Sidalcea hendersonii,"Browning Harbour salt marsh, N Pender.",,,
ogi,Melanthiaceae,Toxicoscordion venenosum var. venenosum,Toxicoscordion venenosum venenosum,"Grassy bluffs and ridges, all islands.",,,
ogi,Menyanthaceae,Menyanthes trifoliata,Menyanthes trifoliata,"Huggins Devina Drive, Galiano 2016. AS same 2020.",,,
ogi,Montiaceae,Calandrinia ciliata,Calandrinia ciliata,"Grassy, south facing bulffs, shorline ridges. All islands.",,,
ogi,Montiaceae,Claytonia exigua ssp. exigua,Claytonia exigua exigua,"Dry, shady sandy ground; all islands. ssp exigua and glauca both reported for Galiano.",,,
ogi,Montiaceae,Claytonia parviflora,Claytonia parviflora,"Galiano location? FL Prevost Island 2004. JP-MF Mt. Norman, S Pender 1984. HJ Brown Ridge, Saturna 1999",,,
ogi,Montiaceae,Claytonia perfoliata,Claytonia perfoliata,"Open to shady, moist ground,; forming pure stands on slightly disturbed ground. All islands.",,,
ogi,Montiaceae,Claytonia rubra,Claytonia rubra,"WBS Sturdies Bay, Galiano 1974. Lomer N&S Pender. Ceska & FL East Point and Brown Ridge, Saturna. FL Prevost Island 2004.",,,
ogi,Montiaceae,Claytonia sibirica,Claytonia sibirica,Moist woods and thickets; all islands,,,
ogi,Montiaceae,Montia dichotoma,Montia dichotoma,"Open, grassy slopes, mossy rock seeps on shorelines. Brown Ridge and East Point, Saturna. Bellhouse Park, Galiano.",,,AS
ogi,Montiaceae,Montia fontana,Montia fontana,"Moist meadows, seeps, vernal pools, margins of pond. All islands",,,AS
ogi,Montiaceae,Montia howellii,Montia howellii,"Trails, lake shorelines, mossy rock outcrops; all islands. Mossy rock shore on Dusenberg Park, Gabriola has mix of M. howellii, M. fontana, Limnanthes macounii and Myosurus minimus.",,,AS
ogi,Montiaceae,Montia linearis,Montia linearis,"Grassy bluffs, mossy seeps. Seen occasionally ion wet plowed ground. All islands.",,,AS
ogi,Montiaceae,Montia parvifolia,Montia parvifolia,"Stream banks and shady seeps on rocky outcrops, isolated mossy boulders. All islands.","recorded by HJ: Montia parvifolia var. flagellaris, syn. M.parvifolia in FPNW2",,AS
ogi,Nymphaeaceae,Nuphar polysepala,Nuphar polysepala,Ponds and shallow lakes; all islands.,,,
ogi,Nymphaeaceae,Nymphaea odorata,Nymphaea odorata,HJ lakes in Whalers Bay-Bellhouse Bay fault. No collection.,,,
ogi,Onagraceae,Chamaenerion angustifolium,Chamaenerion angustifolium,"Disturbed ground, burns, all islands.",,,
ogi,Onagraceae,Circaea alpina ssp. pacifica,Circaea alpina pacifica,"Cool, damp woods, all islands.",,,
ogi,Onagraceae,Clarkia amoena,Clarkia amoena,"Grassy bluffs, all islands. Vars. caurina and lindelyi both reported for Galiano.",,,
ogi,Onagraceae,Clarkia quadrivulnera,Clarkia purpurea quadrivulnera,HJ and MF Brown Ridge Saturna 2006.,,,
ogi,Onagraceae,Epilobium brachycarpum,Epilobium brachycarpum,"Roadsides, grassy bluffs, all islands.",,,
ogi,Onagraceae,Epilobium ciliatum,Epilobium ciliatum,"Wet meadows, fens, wet land edges, all islands.",,,
ogi,Onagraceae,Epilobium densiflorum,Epilobium densiflorum,"HJ Roadside ditch, Bedwell Harbour Road 1981, Huggins Millard Learning Centre, Galiano 2016.",,,
ogi,Onagraceae,Epilobium hallianum,Epilobium hallianum,"FL Prevost Island 2004, FL wet field, S Pender 2006.",,,
ogi,Onagraceae,Epilobium hornemannii ssp. hornemannii,Epilobium hornemannii hornemannii,"HJ Satuna Island in roadside ditch in structural stage 5 Pseudotsuga menziesii forest - Gaultheria shallon forest with Elymus glaucus, Veronica serpyillifolia, Senecio jacobei & Prunella vulgaris, slope 5% S30W. 1998.",,,
ogi,Onagraceae,Epilobium minutum,Epilobium minutum,"Grassy bluffs, ledges and banks, all islands. Galiano reports E. foliosum and E. minutum now combined under E. m. Straley Bluffs Park, Galiano 1988.",,,
ogi,Onagraceae,Ludwigia palustris,Ludwigia palustris,"HLR Ecological Reserve 128 Sphagnum Bog report, Galiano.",,,AS
ogi,Onagraceae,Oenothera biennis,Oenothera biennis,"Saturna roadside ditches Lyall Harbour. Not persisting. AS Cable Bay Farm, Galiano 2018.",,,
ogi,Ophioglossaceae,Botrypus virginianus,Botrypus virginianus,"Few roadside collections, Mayne Island.",,,
ogi,Ophioglossaceae,Ophioglossum pusillum,Ophioglossum pusillum,Two locations Saturna at edge of Carex obnupta fens.,,,
ogi,Ophioglossaceae,Sceptridium multifidum,Sceptridium multifidum,"Occasional, moist swales, fens and meadow, Saturna, Mayne, Galiano. AC S Pender.",,,
ogi,Orchidaceae,Calypso bulbosa var. occidentalis,Calypso bulbosa occidentalis,"Mossy spots, shaded mature forest, all islands",,,
ogi,Orchidaceae,Corallorhiza maculata var. occidentalis,Corallorhiza maculata occidentalis,"Moist or dry coniferous forest throughout. All islands. Var. occidentalis and ozettensis reported for Galiano. Var. ozettensis collection M Donovan Quadra Hill, Galiano",,,AS
ogi,Orchidaceae,Corallorhiza maculata var. ozettensis,Corallorhiza maculata ozettensis,"MD Galiano, Quadra Hill 2015, AS Galiano, Georgeson Bay 2018.",,,AS
ogi,Orchidaceae,Corallorhiza mertensiana,Corallorhiza mertensiana,Saturna R.W. Pillsbury 1957. Macoun Mayne 1914. Sczcawinski considers Mayne coll as tending to C. maculata.,,,
ogi,Orchidaceae,Corallorhiza striata var. striata,Corallorhiza striata striata,"Galiano creek valley draining into Georgeson Bay. AS Bluffs Park, Galiano 2018. C Matthews Mayne 2020. L Baile Clam Bay Rd, N Pender 2020.",,,AS
ogi,Orchidaceae,Epipactis helleborine,Epipactis helleborine,"Ecapee from cultivation and spreading in dry, shady Fir-Arbutus woods Saturna, Galiano. Ben Kadel iNaturalist observation S Pender.",,,
ogi,Orchidaceae,Goodyera oblongifolia,Goodyera oblongifolia,Moist or semidry moss floored coniferous forest; throughout All islands,,,
ogi,Orchidaceae,Neottia banksiana,Neottia banksiana,HJ Saturna 1998 mossy floored 130 year old second growth forest.,,,
ogi,Orchidaceae,Neottia cordata,Neottia cordata,"Very common under dense Salal in second growth forests, all islands.",,,
ogi,Orchidaceae,Platanthera elegans ssp. elegans,Platanthera elegans elegans,"Dry, open forest, ridges. Saturna, Mayne Galiano, Blunden. Saturna and Galiano collections previously identified as Habenaria maritima and Habenaria unalachensis var. maritima also S. Pender.",,,
ogi,Orchidaceae,Platanthera elongata,Platanthera elongata,Magner Galiano 2015 location?,,,
ogi,Orchidaceae,Platanthera transversa,Platanthera transversa,"HJ Saturna 1973. Magner Galiano 2016. there are now 16 collections/observations annotated as P.transversa from Galiano on iNaturalist. The Province lists it for BGxhICHdwMHmm. However, the orchid is recognized in WA. The Burke herbarium website appears to include records from the San Juans? See A. S. Pope s.n 5 Jul 1904 WTU 5945A.",,,
ogi,Orchidaceae,Platanthera unalascensis,Platanthera unalascensis,"Grassy, open places, dry coniferous forests, all islands.",,,
ogi,Orchidaceae,Spiranthes romanzoffiana,Spiranthes romanzoffiana,"Open, grassy places and parklands. All islands.",,,
ogi,Orobanchaceae,Aphyllon californicum ssp. californicum,Aphyllon californicum californicum,"Parasitic on Grindelia, usually near shore line, all islands.",,,
ogi,Orobanchaceae,Aphyllon purpureum,Aphyllon purpureum,"Parasitic on Sedum and occasionally on Lithophragma, all islands.",,,AS
ogi,Orobanchaceae,Bellardia viscosa,Bellardia viscosa,"Roadsides, farm fields, pasture, all islands.",,,
