key,latitude,longitude,iNaturalistTaxonName,CLASS,SUB_CLASS
PMLS:1152,48.94167,-123.51333,Panopea generosa,Trincomali,
PMLS:13366,48.939813,-123.501514,Panopea generosa,Trincomali,
PMLS:15203,48.938826,-123.501192,Panopea generosa,Trincomali,
iNat:24792030,48.9395912861,-123.5048467601,Panopea generosa,Trincomali,
PMLS:1163,48.94167,-123.51333,Enteroctopus dofleini,Trincomali,
PMLS:18303,48.94167,-123.51333,Enteroctopus dofleini,Trincomali,
iNat:4014920,48.9408427275,-123.5019443034,Pagurus granosimanus,Trincomali,
iNat:7647273,48.940452,-123.50098,Pagurus granosimanus,DP,sz
iNat:7648114,48.940621,-123.502439,Pagurus granosimanus,Trincomali,
iNat:13029356,48.9405447133,-123.5032990317,Pagurus granosimanus,RW,se
PMLS:16547,48.939813,-123.501514,Eutonina indicans,Trincomali,
PMLS:1139,48.94167,-123.51333,Chone aurantiaca,Trincomali,
PMLS:14229,48.938826,-123.501192,Chone aurantiaca,Trincomali,
PMLS:14400,48.938826,-123.501192,Chone aurantiaca,Trincomali,
PMLS:1129,48.94167,-123.51333,Virgularia,Trincomali,
iNat:2975940,48.940211,-123.502679,Virgularia,MF,co
PMLS:1132,48.94167,-123.51333,Cyanea ferruginea,Trincomali,
iNat:3680731,48.9403278162,-123.501906395,Cyanea ferruginea,Trincomali,
PMLS:1133,48.94167,-123.51333,Aurelia labiata,Trincomali,
PMLS:14225,48.938826,-123.501192,Aurelia labiata,Trincomali,
PMLS:14395,48.938826,-123.501192,Aurelia labiata,Trincomali,
PMLS:18276,48.94167,-123.51333,Aurelia labiata,Trincomali,
iNat:3706338,48.9402414,-123.5043485,Aurelia labiata,RW,se
iNat:7647283,48.940226,-123.50098,Aurelia labiata,Trincomali,
PMLS:1136,48.94167,-123.51333,Diopatra ornata,Trincomali,
PMLS:1146,48.94167,-123.51333,Mopalia vespertina,Trincomali,
PMLS:14234,48.938826,-123.501192,Mopalia vespertina,Trincomali,
iNat:15702525,48.9412559984,-123.5032346595,Mopalia vespertina,Trincomali,
iNat:15702532,48.9413250982,-123.5037077007,Mopalia vespertina,Trincomali,
iNat:45326865,48.939770155,-123.500968192,Mopalia vespertina,Trincomali,
PMLS:1153,48.94167,-123.51333,Bankia setacea,Trincomali,
PMLS:1155,48.94167,-123.51333,Gastropteron pacificum,Trincomali,
PMLS:1161,48.94167,-123.51333,Armina californica,Trincomali,
PMLS:14252,48.938826,-123.501192,Armina californica,Trincomali,
PMLS:14419,48.938826,-123.501192,Armina californica,Trincomali,
PMLS:15213,48.938826,-123.501192,Armina californica,Trincomali,
PMLS:18298,48.94167,-123.51333,Armina californica,Trincomali,
iNat:2975918,48.940211,-123.502679,Armina californica,MF,co
PMLS:1164,48.94167,-123.51333,Heptacarpus kincaidi,Trincomali,
PMLS:1165,48.94167,-123.51333,Heptacarpus tridens,Trincomali,
PMLS:1166,48.94167,-123.51333,Pandalus stenolepis,Trincomali,
PMLS:1169,48.94167,-123.51333,Metacarcinus gracilis,Trincomali,
iNat:3958200,48.9410374619,-123.5015773738,Metacarcinus gracilis,Trincomali,
iNat:7647296,48.940283,-123.501066,Metacarcinus gracilis,Trincomali,
iNat:7660201,48.9399866299,-123.5020526032,Metacarcinus gracilis,Trincomali,
PMLS:1172,48.94167,-123.51333,Petrolisthes,Trincomali,
PMLS:1174,48.94167,-123.51333,Cryptolithodes sitchensis,Trincomali,
PMLS:1176,48.94167,-123.51333,Pagurus kennerlyi,Trincomali,
PMLS:1190,48.94167,-123.51333,Ophiura sarsii,Trincomali,
PMLS:1219,48.94167,-123.51333,Pleuronichthys coenosus,Trincomali,
iNat:4015105,48.9387348,-123.4969645,Pleuronichthys coenosus,DP,rz
PMLS:13355,48.939813,-123.501514,Myxicola,Trincomali,
PMLS:14230,48.938826,-123.501192,Myxicola,Trincomali,
PMLS:14402,48.938826,-123.501192,Myxicola,Trincomali,
PMLS:15192,48.938826,-123.501192,Myxicola,Trincomali,
iNat:7674351,48.9404375172,-123.5055441855,Myxicola,WD,mx
iNat:15702529,48.9408501209,-123.5022141342,Myxicola,Trincomali,
PMLS:13362,48.939813,-123.501514,Chlamys hastata,Trincomali,
iNat:2976031,48.940211,-123.502679,Chlamys hastata,MF,co
iNat:4028701,48.9402244575,-123.5013020034,Eurylepta leoparda,Trincomali,
PMLS:15197,48.938826,-123.501192,Mopalia lignosa,Trincomali,
iNat:15726095,48.9405958864,-123.5031194505,Mopalia lignosa,RW,se
PMLS:14241,48.938826,-123.501192,Gari californica,Trincomali,
PMLS:14409,48.938826,-123.501192,Gari californica,Trincomali,
PMLS:13417,48.939813,-123.501514,Aulorhynchus flavidus,Trincomali,
PMLS:18336,48.94167,-123.51333,Aulorhynchus flavidus,Trincomali,
PMLS:13343,48.939813,-123.501514,Mycale adhaerens,Trincomali,
iNat:15702535,48.9414551721,-123.5045744781,Oxydromus pugettensis,Trincomali,
PMLS:15201,48.938826,-123.501192,Clinocardium nuttallii,Trincomali,
PMLS:13367,48.939813,-123.501514,Saxidomus gigantea,Trincomali,
iNat:19651746,48.9427958388,-123.5137104616,Saxidomus gigantea,WD,bd
iNat:45326879,48.9412461986,-123.5028814963,Saxidomus gigantea,Trincomali,
PMLS:14246,48.938826,-123.501192,Neverita lewisii,Trincomali,
PMLS:15207,48.938826,-123.501192,Neverita lewisii,Trincomali,
iNat:3706222,48.9401741875,-123.5015319583,Neverita lewisii,Trincomali,
iNat:7648111,48.940621,-123.501323,Neverita lewisii,Trincomali,
PMLS:18673,48.938826,-123.501192,Cadlina modesta,Trincomali,
iNat:4052743,48.940643,-123.501649,Onchidoris bilamellata,Trincomali,
iNat:7673055,48.9397715558,-123.5034677981,Onchidoris bilamellata,MF,co
PMLS:15232,48.938826,-123.501192,Cucumaria pallida,Trincomali,
PMLS:15245,48.938826,-123.501192,Citharichthys stigmaeus,Trincomali,
iNat:4014940,48.940479,-123.501678,Citharichthys stigmaeus,Trincomali,
iNat:13029701,48.9407111444,-123.5019077639,Citharichthys stigmaeus,Trincomali,
iNat:53886605,48.93941333,-123.50186167,Citharichthys stigmaeus,Trincomali,
PMLS:13351,48.939813,-123.501514,Arctonoe fragilis,Trincomali,
PMLS:14396,48.938826,-123.501192,Arctonoe fragilis,Trincomali,
iNat:2976683,48.940211,-123.502679,Liparis pulchellus,MF,co
iNat:7238958,48.9402414,-123.5043485,Odontopyxis trispinosa,RW,se
iNat:7247400,48.9402414,-123.5043485,Odontopyxis trispinosa,RW,se
iNat:12597516,48.940892292,-123.5037016866,Odontopyxis trispinosa,Trincomali,
PMLS:13349,48.939813,-123.501514,Thuiaria,Trincomali,
PMLS:14222,48.938826,-123.501192,Thuiaria,Trincomali,
PMLS:14393,48.938826,-123.501192,Thuiaria,Trincomali,
PMLS:13352,48.939813,-123.501514,Arctonoe pulchra,Trincomali,
PMLS:14227,48.938826,-123.501192,Arctonoe pulchra,Trincomali,
PMLS:14397,48.938826,-123.501192,Arctonoe pulchra,Trincomali,
PMLS:18280,48.94167,-123.51333,Anthopleura artemisia,Trincomali,
iNat:2976378,48.940211,-123.502679,Anthopleura artemisia,MF,co
iNat:2976540,48.940211,-123.502679,Anthopleura artemisia,MF,co
iNat:7648113,48.941156,-123.502825,Anthopleura artemisia,Trincomali,
iNat:15702551,48.9408632189,-123.5036517982,Anthopleura artemisia,Trincomali,
iNat:3706339,48.9402561699,-123.5042474265,Neoturris breviconis,RW,se
iNat:7647301,48.940508,-123.501409,Neoturris breviconis,Trincomali,
iNat:45326884,48.9412461986,-123.5028814963,Neoturris breviconis,Trincomali,
iNat:2909657,48.940887,-123.502979,Lophopanopeus bellus,Trincomali,
PMLS:13365,48.939813,-123.501514,Tresus,Trincomali,
PMLS:14239,48.938826,-123.501192,Tresus,Trincomali,
PMLS:15202,48.938826,-123.501192,Tresus,Trincomali,
PMLS:18306,48.94167,-123.51333,Chromopleustes oculatus,Trincomali,
PMLS:13380,48.939813,-123.501514,Telmessus cheiragonus,Trincomali,
iNat:7659462,48.9401839518,-123.5015376148,Telmessus cheiragonus,Trincomali,
iNat:12684293,48.9403971134,-123.5028398037,Telmessus cheiragonus,Trincomali,
iNat:45326895,48.94065,-123.50072,Chthamalus dalli,DP,sz
PMLS:14226,48.938826,-123.501192,Bolinopsis infundibulum,Trincomali,
PMLS:16549,48.939813,-123.501514,Bolinopsis infundibulum,Trincomali,
iNat:2976644,48.940211,-123.502679,Bolinopsis infundibulum,MF,co
PMLS:14242,48.938826,-123.501192,Mya truncata,Trincomali,
iNat:3707594,48.9407635649,-123.502573728,Diaphorodoris lirulatocauda,Trincomali,
PMLS:16554,48.939813,-123.501514,Metacarcinus magister,Trincomali,
iNat:12970642,48.9399486766,-123.5011028049,Metacarcinus magister,Trincomali,
iNat:12970644,48.9403029749,-123.5011636912,Metacarcinus magister,Trincomali,
PMLS:14284,48.938826,-123.501192,Hexagrammos stelleri,Trincomali,
PMLS:18346,48.94167,-123.51333,Hexagrammos stelleri,Trincomali,
iNat:4015063,48.9402648614,-123.5014722346,Hexagrammos stelleri,Trincomali,
iNat:12970646,48.9405489797,-123.5017191766,Hexagrammos stelleri,Trincomali,
iNat:7648049,48.940987,-123.503941,Tubulanus polymorphus,Trincomali,
iNat:7674347,48.9402414,-123.5043485,Tubulanus polymorphus,RW,se
iNat:7648043,48.941184,-123.502783,Margarites pupillus,Trincomali,
iNat:3680720,48.9403137218,-123.5017561913,Polyorchis penicillatus,Trincomali,
PMLS:18302,48.94167,-123.51333,Tresus capax,Trincomali,
PMLS:13420,48.939813,-123.501514,Pholis laeta,Trincomali,
iNat:4032541,48.9387348,-123.4969645,Pholis laeta,DP,rz
iNat:4032638,48.9402949294,-123.5017740722,Pholis laeta,Trincomali,
iNat:7660414,48.9400711948,-123.5020740547,Pholis laeta,Trincomali,
iNat:12970650,48.940907091,-123.5040854213,Pholis laeta,MF,co
iNat:15702536,48.9401825688,-123.5018353916,Pholis laeta,Trincomali,
iNat:15702542,48.9410331475,-123.5038771038,Pholis laeta,Trincomali,
iNat:3706223,48.9404756306,-123.5016947686,Porichthys notatus,Trincomali,
iNat:12684292,48.9413555192,-123.506487608,Porichthys notatus,Trincomali,
iNat:15702544,48.9414418764,-123.5037912731,Porichthys notatus,Trincomali,
iNat:3706257,48.9402414,-123.5043485,Nautichthys oculofasciatus,RW,se
iNat:13029348,48.9406166309,-123.501395462,Nautichthys oculofasciatus,Trincomali,
iNat:31366877,48.9413065043,-123.5060842378,Aldisa sanguinea,Trincomali,
PMLS:14240,48.938826,-123.501192,Macoma,Trincomali,
PMLS:14250,48.938826,-123.501192,Tritonia tetraquetra,Trincomali,
PMLS:14417,48.938826,-123.501192,Tritonia tetraquetra,Trincomali,
iNat:2975951,48.940211,-123.502679,Tritonia tetraquetra,MF,co
PMLS:14289,48.938826,-123.501192,Triglops macellus,Trincomali,
PMLS:14448,48.938826,-123.501192,Pyura mirabilis,Trincomali,
PMLS:18675,48.938826,-123.501192,Knoutsodonta jannae,Trincomali,
PMLS:18671,48.938826,-123.501192,Haminoea vesicula,Trincomali,
iNat:12970636,48.9404785082,-123.502480924,Haminoea vesicula,Trincomali,
iNat:31645339,48.9407991279,-123.5032273755,Haminoea vesicula,DP,sz
iNat:4078193,48.9401821743,-123.5014736648,Pentidotea resecata,Trincomali,
PMLS:16443,48.938826,-123.501192,Primavelans insculpta,Trincomali,
iNat:4052450,48.941095,-123.50255,Euphysa,Trincomali,
iNat:12684562,48.9407635649,-123.5031402111,Gadus macrocephalus,DP,sz
iNat:12970653,48.9403728007,-123.5033070444,Gadus macrocephalus,MF,co
iNat:2909670,48.941028,-123.501949,Aglaja ocelligera,Trincomali,
iNat:32171691,48.9407991279,-123.5032273755,Aglaja ocelligera,DP,sz
iNat:32171693,48.9407991279,-123.5032273755,Aglaja ocelligera,DP,sz
iNat:32171694,48.9407991279,-123.5032273755,Aglaja ocelligera,DP,sz
iNat:32171697,48.9407991279,-123.5032273755,Aglaja ocelligera,DP,sz
PMLS:18292,48.94167,-123.51333,Euspira pallida,Trincomali,
iNat:19963152,48.9437657608,-123.5159748968,Lontra canadensis,WD,mx
iNat:3957911,48.9400412301,-123.5015809532,Hemigrapsus oregonensis,Trincomali,
iNat:3706277,48.9402414,-123.5043485,Berthella chacei,RW,se
iNat:2908642,48.940652,-123.501685,Marsenina stearnsii,Trincomali,
iNat:2976349,48.940211,-123.502679,Didemnum,MF,co
BCCSN:212,48.94171667,-123.5076,Orcinus orca,Trincomali,
iNat:3705618,48.9401229191,-123.5017776489,Dendronotus venustus,Trincomali,
iNat:7648181,48.940591,-123.502285,Dendronotus venustus,Trincomali,
iNat:12684296,48.9418910909,-123.5051572323,Dendronotus venustus,Trincomali,
iNat:3705779,48.9403871887,-123.502882719,Dendronotus albopunctatus,Trincomali,
iNat:3706321,48.9402414,-123.5043485,Gonionemus vertens,RW,se
iNat:3707748,48.9402414,-123.5043485,Polycera zosterae,RW,se
iNat:15726096,48.9409093768,-123.503590907,Neostylidium eschrichtii,Trincomali,
iNat:4014949,48.94068,-123.501384,Gasterosteus aculeatus,Trincomali,
iNat:4031847,48.9387348,-123.4969645,Tonicella undocaerulea,DP,rz
iNat:4051923,48.94077,-123.502336,Psychrolutes sigalutes,Trincomali,
iNat:4052123,48.940939,-123.501821,Caprella mutica,Trincomali,
iNat:4052412,48.940241,-123.504348,Stomotoca atra,RW,se
iNat:7647297,48.941636,-123.507675,Stomotoca atra,Trincomali,
iNat:6570913,48.9400285598,-123.5010903329,Aequorea victoria,Trincomali,
iNat:7647290,48.939606,-123.501753,Aequorea victoria,Trincomali,
iNat:7648048,48.939944,-123.501924,Aequorea victoria,Trincomali,
iNat:12970659,48.940267093,-123.5016762613,Aequorea victoria,Trincomali,
iNat:45326890,48.9410944444,-123.5026722222,Aequorea victoria,Trincomali,
iNat:7647286,48.940734,-123.501409,Lumpenus sagitta,Trincomali,
iNat:7647298,48.940734,-123.502739,Lumpenus sagitta,Trincomali,
iNat:7648112,48.940846,-123.502224,Clevelandia ios,Trincomali,
iNat:7674348,48.9411422286,-123.504986286,Alia carinata,Trincomali,
iNat:7674355,48.9412267933,-123.5054583548,Heptacarpus brevirostris,MF,co
iNat:12744158,48.9407943373,-123.5023688075,Dendraster excentricus,Trincomali,
iNat:53772536,48.9415951207,-123.5019049632,Dendraster excentricus,Trincomali,
iNat:13026269,48.9404319588,-123.5039213042,Crangon,RW,se
iNat:14385958,48.9403823422,-123.5045416218,Aeolidia loui,RW,se
iNat:15702534,48.94115362,-123.504276329,Myoxocephalus polyacanthocephalus,Trincomali,
iNat:30009627,48.9389215184,-123.5022889613,Eubranchus rustyus,Trincomali,
iNat:45326898,48.9405888889,-123.5007444444,Beroe,DP,sz
Gal-Salm:0,48.94204519,-123.500449,Oncorhynchus kisutch,RI,ff
