Group,Scientific.name,Taxonomic.level,Common.name ,Hulquminum.name.Thom.2011,Hulquminum.name.Luschim.2021,Alt.Hulquminum.name.Cowichan.dialect.1.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.2.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.3.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.4.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.5.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.meaning.Turner.2014,Alt.Hulquminum.name.upriver.Fraser.Turner.2014,Alt.Hulquminum.name.upriver.Fraser.2.Turner.2014,Alt.Hulquminum.name.upriver.Fraser.meaning.Turner.2014,Alt.Hulquminum.name.upriver.Fraser.meaning.2.Turner.2014,Alt.Hulquminum.name.Island.1.Turner.2014,Alt.Hulquminum.name.Island.2.Turner.2014,Alt.Hulquminum.name.Chilliwack.1.Turner.2014,Alt.Hulquminum.name.Chilliwack.1.meaning.Turner.2014,French.name.Thom.2011,Ecosystem.guide.content.Thom.2011,Ecosystem.guide.value.Fd.Thom.2011,Ecosystem.guide.value.Md.Thom.2011,Ecosystem.guide.value.Sp.Thom.2011,Ecosystem.guide.value.Mt.Thom.2011,Ecosystem.guide.value.Tr.Thom.2011,Ecosystem.guide.value.Id.Thom.2011,Turner 2014; Turner & Charlie (2021); Luschim 2021,Curator.notes
Flowering Plants,Daucus carota,species,garden carrot,,,sháwəәq,,,,,"(wild carrot, or garden carrot)",,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Allium cepa,species,garden onion,,"qw'exwíyuts, qw'exwiyuts",,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Quercus garryana,species,Garry oak,p'hwulhp,p'hwulhp,p’xwəә́ łp,,,,,"[cf. Proto-Salish q’ap’xw, q’ap’xw ‘(hazel)nut’– Kuipers 2002]",,,,,,,,,le chene de garry,"P'hwulhp is found in association with ts'sey' and qaanlhp in mixed stands, or in open meadows as scattered trees. Some p'hwulhp meadows are known for drawing in wildlife, particularly deer. P'hwulhp has medicinal value as well as being a host for lichens and other important medicines. In areas where there are bluffs and the leaves are dry, you can hear the deer rustling, looking for acorns–and if you are attentive, you have your supper! ",1,1,0,1,1,1,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Equisetum telmateia,species,giant horsetail,sxum'xum',sxum'xum',sxə́m’xəm’,,,,,,,,,,,,,,les pousses de la grande prele,"Sxum'xum' grows in wet areas, often along roadsides, swamps, creeks and meadows. There are several different kinds that fall under this general name. Water from the stems can be drunk. Sxum'xum' is also an important springtime vegetable, eaten raw. ",1,0,0,1,0,0,Thom 2011; Turner 2014; Luschim 2021,Turner (2014) lists Equisetum ssp.
Flowering Plants,Vicia gigantea,species,giant vetch,,tl'ikw'un,tł’íkw’əәn’,,,,,"(also pea, bean)",,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Poaceae,family,"grass, general",,saaxwul,sáxw əl,,,,,"(grass, gen.) (El60); Note also: psháyʔ ‘sharp grass’ (El60); słəkw ’ə́ ʔey’ = Elymus glaucus (Kava 69); ch’áxəy’ = white grass used for basketry imbrication, poss. Xerophyllum (El60) [cf. also Proto-Salish ts’ayx, ts’uyx ‘fireweed’ – Kuipers 2002)]",,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Camassia leichtlinii,species,great camas,,speenhw,spánxw,spénw,,,,,,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Sorbus scopulina,species,Greene’s mountain-ash,,,,,,,,,,,,,,,qwiqwəәł,(berries or tree),,,,,,,,,Turner 2014,
Flowering Plants,Ribes lobbii ,species,gummy gooseberry,,tum'uqw,t’eməәxw,t’áamxwełp,,,,poss. (bush) (cf. Proto-Coast-Salish t’aməәxw gooseberry’; Proto-Salish t’am-; extension –xw is Coast-Salish – Kuipers 2002),,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Arctostaphylos columbiana,species,hairy manzanita,,"qi'qun'aanlhp, qi'qunaalhp (""little arbutus"")",,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Spiraea douglasii,species,hardhack,t'eets'ulhp,"t'eets'ulhp (""fish spreader plant"")",táats’əәłp,,,,,fish – spreader plant – Arvid Charlie,,,,,,,,,la spiree de douglas,"T'eets'ulhp grows in sunny moist areas, lake margins, stream banks, swamps, bogs and wet meadows but can be tolerant of dry conditions. It forms dense, impenetrable thickets. T'eets'ulhp can be used as a fish spreader for drying or smoking fish. Select usable stalks that are long, limber and ideally slightly curved. The spreader keeps the fish from curling as it dries. ",0,0,0,1,0,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Schoenoplectus acutus,species,hardstem bulrush,,wool',"wəәl’, wuul’",wiilʔ,"wíilʔał, wíilʔeł",,,Musqueam (cf. Local Coast Salish terms with Stl’atl’imx and/or Nlaka’pamux elements: wul ‘tule’ – Kuipers 2002) tule mat,,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Viburnum edule,species,highbush cranberry,,qwemtsuls,,,,,,,"kwúkwəәls, kwúkwəәwəәls",,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Rubus bifrons,species,Himalayan blackberry,,"xwum sqw'iil'muhw or xwum'xwum' sqw'iil'muhw (""ripens early"")",,,,,,,sqw’óolməәxw,sqw’óolməәxwəәłp,(berries),"(vine) (some use kw’ instead of qw’ (also used for trailing blackberries, R. ursinus), (white man’s blackberries) (also cutleaf blackberries, R. laciniatus)",,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Arctostaphylos uva-ursi,species,kinnikinnick (bearberry),tl'ikw'iyelhp,,tł’íkw’ən’,,,,,"(also pea, bean) (El60) (cf. Proto-Coast-Salish tł’əl ‘to crackle, pop’, ‘a plant providing berries or seeds’ – Kuipers 2002; see also Pisum, Achillea, Sambucus, Viburnum…)",,,,,,,,,le raisin d'ours,"Tl'ikw'íyelhp is common in many areas including rocky mountain slopes with lots of exposure. It is a small (rarely over 15cm in height), evergreen plant that forms a dense mat over the ground. Tl'ikw'íyelhp leaves have been used for medicines as well as a type of smoking tobacco but are not widely used today. The berry (tl'ikw'el) is edible but pulpy and not that palatable. The plant has other medicinal and spiritual uses that cannot be elaborated on. ",1,1,1,0,0,0,Thom 2011; Turner 2014,
Flowering Plants,Rhododendron groenlandicum,species,Labrador-tea,,"me'uhwulhp (plant), me'uhw (leaves)",,,,,,,máqwəәm,,"‘swamp marsh, bog’ (“swamp tea”)",,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Geum macrophyllum,species,large-leaved avens,,stsi'yeen',,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Heuchera chlorantha,species,meadow alumroot,,,,,,,,,qw’əәləә́ qəәtəәl,xwqw’əәləәʔéeltəәl,‘medicine for trenchmouth’,"‘hangover medicine” (H. micrantha, poss also H. glabra)",,,,,,,,,,,,,Turner 2014,
Flowering Plants,Philadelphus lewisii,species,mock-orange,,s-tth'uhlp,,,,,,,st’thəә́ łp,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Allium cernuum,species,nodding onion,,"qw'exwíyuts, qw'exwiyuts",,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Rosa nutkana,species,nootka rose,qel'qulhp,"qel'qulhp (bush), qél'q or qel'qulhp (flowers), qél'eq (hips)",qél’qəәłp,"qélqəәłp, qél’qəәłp",,,,"(cf. Local Coast Salish elements with limited distribution, incl. Stl’atl’imx, Nlaka’pamux: qal’q ‘wild rose’ – Kuipers 2002)",,,,,,,,,le rosier de nootka,"Qel'qulhp can be found in a wide variety of habitats on the edges of meadows, open fields and roadways. They can form dense thickets that can overtake open habitats. The flowers develop into rose hips–a seedy, waxy fruit. Qel'qulhp is the name for the plant; qelq is the flower. The flowers–particularly the petals– are edible. The rose hips are also edible and are said to be very rich in vitamin C. Rose hips have medicinal and spiritual values, and can be used to make tea or jelly. Their shoots (the'thqi) when short and pinkish red are very good eating, particularly sweet if growing in the sun. ",1,1,1,0,0,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Ribes oxyacanthoides ssp. irriguum,species,northern gooseberry,,,t’eməәxw,,,,,,,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Fritillaria camschatcensis,species,northern riceroot,,lhasem,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Avena sativa,species,oats,,,,,,,,,óts,,oats (borr. Fr English),,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Holodiscus discolor,species,oceanspray (ironwood),qethulhp,qethulhp,qáthəәłp,,,,,,,,,,,,,,la spiree discolor,"Qethulhp is a common shrub in dry to moderately dry areas including open forests, ocean shores and rocky bluffs. Although considered a shrub, qethulhp is one of the hardest woods available in the Gulf Islands area. It has clusters of white flowers that droop from the branches and have a faint, sweet sugary scent. Qethulhp is sometimes referred to as 'ironwood'. It is often used when a strong wood that is unlikely to break or wear is needed–such as for a digging stick, strong hoop or barbecue stick for salmon. When the flower is in bloom, it indicates a good time to catch deer to put away: they will be fat, but not too fat to store. ",0,1,1,1,1,1,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Vaccinium ovalifolium,species,oval-leaved blueberry,,lhew'qím',,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Malus fusca,species,Pacific crabapple,qwa'up-ulhp,qwa'up,qwəәʔap,qwəәʔápəәłp,,,,"also Musqueam (fruit), also Musqueam (tree) (cf. Local Coast Salish terms with Stl’atl’imx and/or Nlaka’pamux elements: qw’up ‘crabapple’ – Kuipers 2002)",,,,,,,,,le pommier du pacifique,"Qwa'up-ulhp grows in moist, open woodlands, and near marshes, the ocean and water courses. Althought qwa'up-ulhp has many uses, one of the imporant ones is as a club. Its very tightly intertwined (sqaytth'ulus) grain means that it wouldn't fall apart upon impact. This quality also made it suitable for use as a wedge or digging stick, and can be helpful in peeling cedar bark. The fruit is very tasty and makes a good winter jam or preserve that if eaten regularly can keep your body healthy. ",1,1,1,1,1,1,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Conioselinum gmelinii,species,Pacific hemlock-parsley,,shewuq,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Physocarpus capitatus,species,Pacific ninebark,,kwunulhp,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Salix lucida,species,Pacific willow,,,xwálaʔałp,xwéləәʔełp,,,,,,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Betula papyrifera,species,paper birch,,,sə́ kw ’əməy’,,,,,[cf. Proto-Salish sukw ’am ‘cedar (bark)’ – Kuipers 2002],,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Prunus pensylvanica,species,pin cherry,,,st’əә́ ləәm,,,,,(cherry bark),,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Rosa acicularis,species,prickly rose,,,qel’q,,,,,(rose),,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Chimaphila umbellata,species,prince's pine,quq-unalhp,ququn'alhp,qw ʔqn-áłp,,,,,,,,,,,,,,l'herbe a peigne,"Quq-unalhp is generally found in coniferous forests in the shaded understory where there is well-drained soil. It is a relatively small plant that has waxy leaves with jagged edges. The plant itself has medicinal values and is an indicator plant for other harder-to-find species. While nearly any object can be traded, intellectual and spiritual knowledge also has important exchange value. Quality knowledge, including knowledge about medicine, food, spiritual matters, are not scattered freely but are an important part of Coast Salish ways of life. ",1,1,1,0,1,1,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Lathyrus nevadensis,species,purple peavine,,tl'ikw'un' or tl'ikw'um,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Goodyera oblongifolia,species,rattlesnake plantain,sh-qulii-qep'nuts,shqul'iiqep'nuts,ʔeləʔnáw,qw ’ə́ xén,,,,,,,,,,,,,la goodyerie a feuilles oblongues,"Sh-qulii-qep'nuts is a member of the orchid family that grows in mossy areas beneath coniferous forests. Second-growth stands with shaded mossy coverage are good places to look for it. You usually find sh-qulii-qep'nuts in clusters or groups of clusters. The name sh-qulii-qep'nuts is plural and means that the bottom of the plant is lightly attached to the ground or many small things sitting down. Interestingly, there is no singular form of the name for this plant. This plant has another proper name which is only used in specific, spiritual contexts. ",1,1,0,1,1,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Alnus rubra,species,red alder,kwulala'ulhp,kwulala'ulhp,kwəlálaʔəłp,qwəxwsənəłp,,,,"(Ka69; Kuipers 2002) (cf. Proto-Salish kwəl ‘green, yellow’ – Kuipers 2002)",,,,,,,,,l'aulne rouge,"Kwulala'ulhp is a very fast-growing tree that thrives on logged sites, slides, creeks, rivers, beaches, and often dominating riparian areas. Kwulalu-alus is the Hul'q'umi'num word for orange. In the early spring, you can remove the outer bark and scrape off the pulpy new inner growth between the wood and the bark called cambium (sxa'mathus). Sxamu is what you scratch off and eat. When fresh, sxam'us–one of the preferred saps for eating–leaves behind an orange colour. It can be made into a dye. Only young trees sould be harvested from for medicine and great care must be taken not to take too much from any one plant or to run into heavy bark. The little cones (t'um'ekw'un, the general name for seeds and cones) are put under a baby's pillow to make them stronger. ",1,1,1,1,0,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Trifolium pratense,species,red clover,,,,,,,,,łóome,(also T. repens),,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Sambucus racemosa,species,red elderberry,tth'iwuq',tth'iwuq',t’thíwəәq’,"thiwəәq’, ts’íwəәq’",,,,"(cf. Proto-Coast- Salish ts’ikw, ts’iwq’ ‘elderberry’ – Kuipers 2002)",,,,,,,,,le sureau rouge,"Tth'iwuq' occurs in riparian areas, preferring wet areas with some shade. Tth'iwuq' forms a large cluster or red waxy berries that are rather pulpy with multiple seeds inside. The berries of tth'iwuq' are edible, but they are not the most palatable of the berries. The plant itself has medicinal values. It is recommended that the berries be cooked before being used.",1,1,1,0,0,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Ribes sanguineum,species,red flowering currant,sqwuliius / hwihwukw',"sqwuliius (bush, without berries); hwihwukw' (berres and berry-bearing bushes)","p’úqwaʔ, p’úqa","(cf. Proto-Salish p’u, p’atł’ ‘smoke, fog, steam’ – Kuipers 2002; see also R. laxiflorum; Elaeagnus commutata)",,,,"(cf. Proto-Salish p’u, p’atł’ ‘smoke, fog, steam’ – Kuipers 2002; see also R. laxiflorum; Elaeagnus commutata)",,,,,,,,,le groseillier sanguin,"Hwi-hwukw' prefers dry open areas on mountainsides at mid to low elevations. Sqwuliius is the plant when it is in flower. Hwi-hwukw' is the plant with berries. If you want to find or attract hummingbirds, this is a good plant to have around. ",1,1,0,0,1,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Vaccinium parvifolium,species,red huckleberry,sqw'uqwtsus,sqw'uqwtsus,sqw’əә́ qwtsəәs,,,,,"(berries) (cf. qw’eqw 'beat with a club'; -tsəәs 'hand'; ""as if somebody hit your hands"" - VW)",,,,,,,,,l'airelle rouge,"Sqw'uqwtsus can be found in mixed forests, coniferous forests and logged slopes. It is the most common of the huckleberry family. It has a small but plump red berry with a sweet and sometimes slightly tart taste. Sqw'uqwtsus often grows on old stumps or fallen logs, from subalpine to seashore. The name sqw'uqwtsus comes from the practice of putting cloth down underneath a bush full of huckleberries and striking the branches to knock off the ripe berries. Sqw'uqw refers to striking; tsus literally refers to fingers–referring to the branches or 'fingers' of the shrub or tree.",1,1,0,0,0,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Cornus sericea,species,red-osier dogwood,,"kwum-kwim-mu-mutth', tskwim-kwim-mu-mutth'",sháalʔəłp,tskw əmkw íməmət’th,,,,,,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Phalaris arundinacea,species,reed canarygrass,,,ch’áxəәy’,,,,,"white grass used for basketry imbrication, poss. Xerophyllum (El60) or Phalaris arundinacea [cf. also Proto-Salish ts’ayx, ts’uyx ‘fireweed’ – Kuipers 2002)]",,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Acer glabrum var. douglasii,species,Rocky Mountain maple,,sits'ulhp,péneʔəłp,p’éneʔəłp,,,,,,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Trillium petiolatum,species,round-leaved trillium,,,,,,,,,xext’áaləәs’,"(poss. fr. xəә́ təәm ‘swimming’: swimming eye, possibly ‘cataracts’; used for eye wash)",,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Heuchera cylindrica,species,roundleaf alumroot,,,,,,,,,qw’əәləә́ qəәtəәl,xwqw’əәləәʔéeltəәl,‘medicine for trenchmouth’,"‘hangover medicine” (H. micrantha, poss also H. glabra)",,,,,,,,,,,,,Turner 2014,
Flowering Plants,Gaultheria shallon,species,salal (berries),t'eqe',t'eqe',"t’áqə, t’éqeʔ",t’áqəłts,,,,"(berries), (bush)",,,,,,,,,les baies de salal,"T'eqe' is an abundant plant throughout the area and is one of the most dominant plants on the west coast of Vancouver Island. The berries of t'eqe' are not the sweetest of berries but they are common throughout the coast. If you are lost in a remote area and in need of food, t'eqe' is one of the most common late-summer berries. The berries can be easily dried and preserved. ",1,1,0,0,1,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Rubus spectabilis,species,salmonberry,lila',lila',lílaʔ,,,,,,,,,,,,,,la ronce elegante,"Lila' is a common small shrub on the West Coast. It occurs in riparian areas near rivers, lakes, creeks and by the ocean. Lila' has magenta flowers and large orange or red raspberry-like berries that are sweet and quite edible. They are among the earliest berries to ripen (May-June). Lila' berries are sweet-tasting and good for flavouring. The sprouts (the'thqi) are also eaten, and are plentiful and sweet. ",1,0,0,0,0,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Amelanchier alnifolia,species,saskatoon,"tushnetsulhp (bush), tushnets (berries)","tushnetsulhp (bush), tushnets (berries)",təshnéts,,,,,"bush, berries",,,,,,,,,l'amelanchier a feuilles d'aulne,"There are several types of tushnetsulhp, most often differentiated by their appearance and use. A tolerant species can live in higher drier habitat like high bluffs or p'hwulhp meadows or in low riparian areas in the valley bottoms. If you prefer sweeter berries, it is often better to find exposed areas where tushnets get lots of sun. Tushnetsulhp is the name used for the plant. Tushnets is the berry that can be made into moist cakes and traded for from the Interior. The branches or stalks are used where you need strong, light flexible wood for making hoops for dip nets or for baby boards. The wood is steamed to make permanent bends. ",1,1,0,1,1,0,Thom 2011; Turner 2014; Luschim 2021,Thom 2011 lists the same Hul'qumi'num name as Turner & Charlie (2021); significance of Cowichan name derived from Turner & Charlie (2021)
Flowering Plants,Equisetum hyemale,species,scouring rush,hwkw'ul'a,hwkw'ul'u,xwqwəl’ə,,,,,,,,,,,,,,la prele d'hiver,"Hwkw'ul'a can be found in wet areas along rivers, sandy areas, gravely areas and dry river beds. It has dark green tubular stalks with segments in each stalk. Hwkw'ul'a can contain a small amount of fluid within its hollow tube. Even if hwkw'ul'a is in tepid water, the water inside can be consumed. The skin of hwkw'ul'a can also be used as a fine sand paper to shine smaller items such as knitting needles. ",1,1,1,1,0,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Salicornia pacifica,species,sea asparagus,,shxwiil'nuts or sxwill'nuts,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Triglochin maritima,species,seaside arrow-grass,,sxwillnuts,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Carex sitchensis,species,Sitka sledge,,,psháyʔ,,,,,sharp grass' [poss. Carex]; tł’ə́tł’ (C. obnupta),,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Carex obnupta,species,slough sledge,,tl'utl',psháyʔ,,,,,sharp grass' [poss. Carex]; tł’ə́tł’ (C. obnupta),,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Streptopus streptopoides,species,small twistedstalk,,,,,,,,,xəәxq’əәléełp,st’thíms təә éłqəәy,"(poss. fr. xəә́ y-xəәq’-əәls ‘scratching’: “scratching tree, or tree to alleviate scratching”)(also S. lanceolatus, Maianthemum stellatum, M. racemosum)","‘the snake’s berry’ (also for Disporum, Maianthemum stellatum, M. racemosum, Streptopus lanceolatus)",,,,,,,,,,,,,Turner 2014,
Flowering Plants,Scirpus microcarpus,species,small-flowered bulrush,,,psháyʔ,,,,,‘sharp grass’,,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Shepherdia canadensis,species,soapberry,sxwesum,"sxwesumulhp (bush), sxwesum (berries)","sxwásəәm, sxwesm",,,,,"Cowichan, Musqueam (cf. Proto-Salish xwus ‘to foam’, s-xwus-m ‘soapberry’ – Kuipers 2002)",,,,,,,,,la shepherdie du canada,"Sxwesum is a small shrub that prefers drier open areas (such as rocky p'hwulhp meadows) and thickets that get full exposure to the sun. Sxwesum's small, shiny red berries can be whipped up with water to make ""Indian ice cream"". The berries can also be dried and used for trade. ",1,1,0,0,1,0,Thom 2011; Luschim 2021,
Flowering Plants,Apocynum androsaemifolium,species,spreading dogbane,,qelutsulhp,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Urtica dioica,species,stinging nettle,tth'uxtth'ux,tth'uxtth'ux,"t’thəә́ xth’əәx, t’thəә́ x, ts’áx, t’thəә́ xt’thəәx",,,,,"[cf. Proto-Salish ts’ix ‘prickly, stinging; burn, fry; cold’ – Kuipers 2002]",,,,,,,,,la grande ortie ,"Tth'uxtth'ux grows 1-2 m tall and is quite abundant in riparian areas, meadows and roadsides. The stem and leaves are very hairy; some of the hairs are stinging hairs which break off and inject irritating chemicals. The pain and itching from this sting can last from a few minutes up to a week. Tth'uxtth'ux has very strong fibres that can be made quite thin. If you remove the woody portion of tth'uxtth'ux, the fibre can be twisted and wound together to form a long thin strong line that can be used for fishing. The young sprouts are very good eating in the springtime. ",1,1,1,1,0,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Ribes bracteosum,species,stink currant,sp'eetth',sp'eetth',,,,,,,,,,,,,,,le gadellier bracteole,"You can usually find sp'eetth' along creek or river edges, lakes or wherever there is water. It is the plant that holds the odour–not the berries. Sp'eetth' berries are edible; children are generally allowed to eat them. They can be a nice and juicy berry at the right time. ",1,0,0,0,0,0,Thom 2011; Luschim 2021,
Flowering Plants,Ribes lacustre,species,swamp gooseberry,t'emhw,"t'emhw'ulhp (brush), t'em'hw (berries); t'em'hwtsus (branches)",,,,,,,ts’qw’áawúułp,,some Tait (t’thqw’íwəәl ‘hemorrhoids’),"‘poke, stab, prick’ in the rump (cf. t’théqw’, ts’éqw’ ‘poke, stab, prick’)",,,,,le gadellier lacustre,"Some caution should be used when harvesting t'emhw as a scratch or puncture from the spines of the plant can give a strong reaction. T'emhw is found in wet or swampy areas in wooded or riparian areas from low to subalpine elevations. There are several uses for t'emhw: the berry is sometimes eaten, the plant itself has medicinal values and some of the characteristics of the plant have special spiritual uses. ",1,1,1,0,0,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Rosa pisocarpa,species,swamp rose,,,qel’q,,,,,(rose),,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Galium triflorum,species,sweet-scented bedstraw,,kwum'kw'iyathun or kwum'kwiiyathun,xw ə́ m’kw ’eyathən,,,,,,,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Berberis aquifolium,species,tall Oregon grape,suniiulhp / lulutth'sulhp,luluts'ulhp,selíy,selíyełp,,,,"also Musqueam (plant) (cf. Local Coast Salish terms with Stl’atl’imx and/or Nlaka’pamux elements: səәləәy, səәnəәy ‘lowbush Oregon grape’ – Kuipers 2002)",,,,,,,,,le mahonia a nervures saillantes/le mahonia a feuilles de houx,"Suniiulhp (dull Oregon grape) is particularly common in second-growth closed-canopy forests of ts'sey'. Lulutth'sulhp (tall Oregon grape) is found in drier, more open and often rocky sites than suniiulhp. Both plants have yellow flowers and blue berries. Suniiulhp and lulutth'ulhp berries are tart and sour and not often eaten. The berries are used in a children's game, seeing who can put the most berries in their mouth without responding to the sour taste and making a face. The plant's bark and berries have medicinal values. Suniiulhp has medicinal and spiritual uses, including the green flower for stomach trouble, and the roots for yellow paint. ",1,1,1,0,0,0,Thom 2011; Turner 2014; Luschim 2021,Thom (2011) and Turner (2014) list Mahonia; recognized as Berberis
Flowering Plants,Allium acuminatum,species,tapertip onion,,"qw'exwíyuts, qw'exwiyuts",,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Rubus parviflorus,species,thimbleberry,t'uqwum',"t'uqwum'-úlhp (plants), t'uqwum' (berries), lhequ or the'thqi' (edible shoots)",t’əә́ qwəәməәłp,stheʔthqəәy,,,,(bush),"sprouts (cf. Local Coast Salish terms of limited distribution (s-) tsaʔtsqay ‘sprout, young shoot (esp. of thimbleberry)",,,,,,,,la ronce a petites fleurs,"T'uqwum' is a common berry and roadside shrub often found in areas that have been cleared. It is very common in low elevations and valley bottoms but can be found in subalpine areas and the shoots (called lhequ for this specific plant, the'thqi for edible shoots generally) are preferred by many. T'uqwum' berries are quite sweet, and the shoots (lhequ) are sprouts preferred by many. T'uqwum' is also an indicator plant for when to pick 15 cm cedars to split and make the ribs for cedar-root baskets. Selection of the cedars and timing (a brief 2-week window) are important, as the stiffeners are difficult to split and require cedars collected at the right time. ",1,0,0,0,0,1,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Lilium columbianum,species,tiger lily,sxamelexwthelh,stl'ults'uluqw'us or perhaps slhaqwelukw,stł’əәlts’əә́ ləәqw’əәs,,,,,(also Fritillaria affinis),,,,,,,,,le lis de columbie-britannique,"Tiger lilies can be found in forests, meadows and recently-cleared areas, from subalpine to low elevations. The bulbs are eaten, and can be harvested at any time but mainly when its flowers are out. Its use as a material has a spiritual element, and has been traded in this respect. ",1,0,1,1,1,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Rubus ursinus,species,trailing blackberry,sqw''iil'muhw,sqw'iil'muhw,skw’íilməәxw,skw’éyəәlməәxw,,"(cf. Proto- Salish qw’al, qw’ay ‘to scorch (burn to) ashes, black; roast, ripe(n): berry)",,"(cf. Proto- Salish qw’al, qw’ay ‘to scorch (burn to) ashes, black; roast, ripe(n): berry)",,,,,,,,,la ronce sauvage,"Sqw''iil'muhw is a long thin vine that likes to crawl through underbrush in shaded areas of mixed and coniferous forests. The thorns are small and generally much less prevalent than the introduced blackberry that is more common in populated areas. Sqw''iil'muhw berries are often the preferred berries even though they are smaller than and not as plentiful as the introduced blackberries. Sqw''iil'muhw berries are much more flavourful. The leaves, when they turn dark red, make a really flavourful, potent tea. The leaves must be picked in a way that does not kill the vine. ",1,1,0,1,1,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Populus tremuloides,species,trembling aspen,,qw'iiqw'i'yul'ushulhp,,,,,,,t’thəәxtíyəәłp,,‘rattlesnake plant’ (also be used for Lombardy poplar),,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Achyls triphylla,species,vanilla leaf,,,,,,,,,łxwélə́ws,,three leaves' (leaves hung up in the house for scent),,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Vaccinium myrtilloides,species,velvet-leaved blueberry,,maal'sum,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
