Group,Scientific.name,Common.name ,Hulquminum.name,French.name,Ecosystem.guide.content,Ecosystem.guide.value.Fd,Ecosystem.guide.value.Md,Ecosystem.guide.value.Sp,Ecosystem.guide.value.Mt,Ecosystem.guide.value.Tr,Ecosystem.guide.value.Id
Birds,,bird eggs,Tth'utth'uxals,les oeufs d'oiseaux,Marine birds often nest in colonies or in the same area year after year. This aids in harvesting enough eggs to be of consequence. Knowing the timing and location or probable location is of utmost importance. Other bird eggs–such as grouse–were also harvested. Tth'utth'uxals is the name used for eggs in general. The most plentiful eggs in an area (or time) are collected. There is an island to the north called Shqwuni'ela where gulls lay their eggs. People time their travel so they can collect eggs at Shqwuni'ela. ,1,1,0,0,1,0
Birds,Dendragapus obscurus ,blue grouse (dusky grouse) ,Miit',le tétras sombre,"The male miit' has prominent eye feathers that are generally yellow until mating season when they become orange to red. When displaying, the male can show yellow neck colourings. The male is usually a dusky or sooty grey and the female is usually much the same but a little more brown. Miit' is one of the larger grouse and is also one of the preferred food species, thought of as a delicacy, as are its eggs (tth'utth'uxals). ",1,1,1,1,1,1
Birds,Branta bernicla,brant,Xul'tul'ts,le bernache cravant,"Xul'tul'ts nests in the far North and winters along the BC coast. Xul'tul'ts is a small goose that can be found in bays and estuaries. They stay near the ocean to feed on eelgrass and other aquatic plants. Unlike exu, they don't fly in an organizaed V formation but rather in irregular bunches. Xul'tul'ts was once a preferred food. They are not as common in the Gulf Islands area but are now more plentiful to the north of us here on Vancouver Island. ",1,1,0,1,1,0
Birds,Branta canadensis ,Canada goose,Exu,la bernache du Canada,"Exu can be found nesting in fields, wetlands and park areas. The population has been on the rise and they can be found in urban areas as well as wetlands. Exu is a common food source. The term sliim is used to describe the V formation in which they fly. ",1,1,1,1,1,0
Birds,Aythya valisineria ,canvasback,Lamélwelh,le fuligule à dos blanc,"These large ducks winter along the coast but breed in the Interior, Alberta and Alaska. Lamélwelh is used for food. ",1,1,1,1,1,0
Birds,Gavia immer,common loon,Swakwun,le plongeon huard,"Swakwun is a large bird that has a black head with a bearded white collar around its neck. The winter coloration is much more drab–a dusky grey with lighter neck and underside. Swakwun nests inland on large lakes with a good supply of small fish. They generally spend winter on the ocean feeding alone but often loosely congregate at night. Swakwun is thought to have a mournful cry, much the same as one would moan from aching and suffering from severe arthritis. Culturally there are places you don't use because they are frequented by swakwun: you don't want to pick up its suffering. Some will eat swakwun and some won't.",1,1,1,1,1,1
Birds,Mergus merganser,common merganser,"Xwaaqw', Qumut",le grand harle,"Wwaaqw'/Qumut is one of the largest ducks. Males (qumut) have a dark head and females (xwaaqw') have a reddish-brown head with a small crest off of the back of the head. They can be found on streams, rivers and estuaries. They nest in woodlands and after hatching make their way downstream. In many areas, xwaaqw'/qumut have a time to be eaten and times they are not. They can pick up the taste of decaying fish in their meat so are not eaten after the kw'a'luhw runs are finished. For some people, xwaaqw'/qumut have great spiritual significance. ",1,0,1,0,1,0
Birds,Uria aalge,common murre,Sxeetth,le guillemot marmette,"Sxeetth is a large bird, black on its upper body and white underneath. It only comes ashore to nest on cliff ledges. It prefers protected waters off straits, inlets, bays and channels, especially in areas of upwelling and mixing, and in areas where slhewut' are spawning. When flying, the flock flies close to the water and in a straight line like a train. Sxeetth is an important food source especially in winter. Even the brains are used. Sxeetth come when you need them the most. Lights are fastened on the end of the canoe so you can see them at night. When there are lots of them, you can hear them hum. The feathers of sxeetth are very valuable. ",1,1,1,1,1,0
Birds,Aquila chrysaetos ,golden eagle,Ts'usqun,l'aigle royal,Ts'usqun is generally dark in colour with light to golden head feathers (no white). Ts'usqun juveniles can have small white patches at the base of the tail. Both adults and juveniles can have white bands on the underside of their wings. Adults have grey bands on dark tips on tail feathers. Ts'usqun is not a fisherman and is more likely to be found in mountain areas and prefers to nest in high cliff areas. Feathers from ts'usqun are very highly prized–even more prized than yuxwule' feathers. The black-tipped feathers are the most prized. It is thought to be a great accomplishment to attain feathers without doing any harm to the bird. ,0,1,1,1,1,0
Birds,Bubo virginianus ,great horned owl,Tsiitmuhw,le grand-duc d'Amérique,"Tsiitmuhw is one of the largest owls common to the area. They nest in old nests of other large birds and sometimes in tree cavities. Tsiitmuhw frequents wooded areas, especially those that border open areas, and hunt small mammals for food. Tsiitmuhw generally roost in shaded areas towards the centre of the tree. Some animals have special value to the Hul'qumi'num people because they can be strong indicators. They can even tell you something is going to happen, give you a warning. Tsiitmuhw has great significance but you have to be open and able to hear the message. ",0,1,1,1,1,1
Birds,Lophodytes cucullatus,hooded merganser,Hwuhwts'i'qw,le harle couronné,"Hwuhwts'i'qw can be found in streams, ponds and sloughs. It is smaller than xwaaqw' but has a much more prominent head crest. Males have black head crest with a large white spot. Females have a similar head crest that is brown and less prominent. Hwuhwts'i'qw frequent estuaries and protected bays and inlets. Hwuhwts'i'qw may have uses other than food but the Elders consulted at the time of publication could only refer to its use as food.",1,1,0,1,1,1
Birds,Podiceps auritus ,horned grebe ,Shhw'un'ets,le grèbe esclavon,"Shhw'un'ets breeds in the northern interior and winters along the coast. Small white wing patches are visible when flying on the trailing edge of the wing. Shhw'un'ets is one of the smaller of the grebes in the Gulf Islands area, and favours inshore marine waters such as bays, inlets, coves and estuaries. Shhw'un'ets refers to the way the bottom or hind end slides in water. ",1,1,0,1,1,0
Birds,Anas platyrhynchos,mallard,Tunuqsun,le canard colvert,"Tunuqsun is one of the most common ducks. They can be found on marshes, deltas, farm fields, ponds and lakes. The male has a vibrant green head and coloured chest. The female is light brown. Both sexes have distinct royal blue wing markings. If you knew where tunuqsun were when they molted, you could easily collect the feathers. Tunuqsun is sometimes preferred for eating as it is not as rich as sea ducks.The blue feathers are used to make a 'bird', much like a badminton bird, used in a game. The object of the game is to use a small paddle and see who can keep the 'bird' in the air the longest. ",1,1,1,1,1,1
Birds,Colaptes cafer ,northern flicker,Tth'iqt,le pic flamboyant,"Tth'iqt tend to winter south of Canada but are quite common in southwestern BC. The underside of the wing and tail feathers in the males are red and very distinct. Tth'iqt are common to woodlands, suburban and riparian areas. Tth'iqt has strong spiritual significance and if you listen, tth'iqt can tell you about what is around you–such as if something is disturbing the area and often whether it is two-legged or four-legged. ",0,1,1,1,1,1
Birds,Pandion haliaetus,osprey,Th'ihwth'uhw,le balbuzard pêcheur,"Th'ihwth'uhw are expert fisherman that can catch trout-sized fish in lakes, rivers, and the ocean. Osprey often patrol beaches and wetlands watching for fish. You can often tell when they see prey and then dive. Th'ihwth'uhw can lose their catch to watchful and observant yuxwele'. Th'ihwth'uhw is used for spiritual purposes. ",0,1,1,1,1,1
Birds,Ardea herodias fannini,Pacific great blue heron,Smuqw'a',le grand héron du Pacifique ,"Smuqw'a' are found in shallow waters along rivers, marshes, streams and estuaries. They are generally a shallow water hunter that catch small fish, frogs and other bite-sized morsels. Smuqw'a' hunt during the day and travel to the estuary during the low tides and back to the rivers during high tides. They also hunt effectively at night. If you listen to the smuqw'a' when it calls, you can hear it say its own name. Smuqw'a' is like a sentry and can warn you when someone or something is coming, especially at night. They have excellent vision even at night. Sxwiem Smuqw'a'–or story-telling heron–explains why he is the way he is. ",0,1,1,1,1,1
Birds,Gavia pacifica ,Pacific loon,Hwikw'us,le plongeon du Pacifique ,"Hwikw'us nests inland on lakes and winters farther out in the ocean, sometimes in flocks numbering in the thousands when food is abundant. Hwikw'us is pale on the head and on the back of its neck. It has white stripes on the side of its neck, and a black front patch. In winter, their body is dusky grey-brown, the neck and chest are white and it has a dark chinstrap. Hwikw'us is more often seen in their winter plumage here, which is somewhat grey in colour. They are really good eating but their feathers are hard to pluck. ",1,1,1,1,1,0
Birds,Bonasa umbellus,ruffed grouse,Stihwum,la gélinotte huppée ,"Stihwum is generally smaller than the blue grouse, and is the most widespread species of grouse in North America. You can often hear the male's deep accelerating drumming. Stihwum lives in mixed woodland. Stihwum are easy to catch in the autumn after most of the leaves have fallen off of the trees. Crabapple trees are one of their favourites at that time of year. You can hear them after dark and sneak up to the trees; when you look up the tree in the moonlight, you can see their silhouette and they are easier to catch.",1,1,1,0,1,0
Birds,Chen caerulescens,snow goose,Tl'ekw'uxun,l'oie des neiges,"Tl'ekw'uxun nests in the far North and travels south in the winter. There is a small population that winters on southern Vancouver Island and the Lower Mainland and down into the Puget Sound area. Tl'ekw'uxun winters in wetlands, marshes, bays and farm fields. Tl'ekw'uxun were once caught for food but they are very seldom seen today. Tl'ekw'uxun is also now used as the name for the domestic goose. ",1,1,1,1,1,0
Birds,Nyctea scandiaca,snowy owl ,Muqmeqe',le harfang des neiges,"Muqmeqe' nest and breed in the high Arctic but winter south as far south as the northern U.S. It frequents log-covered beaches, offshore barren islands, bare rocky headlands, sand dunes and structures such as jetties, log booms and wharves. Muqmeqe' usually hunt from a perch. Muqmeqe' has the ability to forecast cold weather. Meqe' is the word for snow. ",0,1,1,1,1,1
Birds,Melanitta perspicillata,surf scoter,Kw'al-hw,la macreuse à front blanc,"The kw'al-hw male is almost completely black with a white spot on the back of its head and forehead. The female is a uniform blackish brown. Kw'al-hw will give a small flip of their wings before diving. In the winter they can be found in large flocks close to shore; in late winter and spring, they are often seen where slhewut' are spawning. The name kw'al-hw comes from the word qwakw which is the thump-thump-thump sounds it makes when it takes off. ",1,1,1,1,1,1
Birds,Cygnus buccinator,trumpeter swan,S-hwuw'qun,le cygne trompette," S-hwuw'qun are migratory but can winter locally while others may simply pass though in mid-October and again in February. They are often seen in estuaries and farmers' fields throughout the fall and winter. They can be identified by their low-pitched trumpeting call, and black bill and feet. They have wingspans of 2 metres. S-hwuw'qun has strong spiritual uses. ",1,1,1,1,1,1
Birds,Aechmophorus occidentalis,western grebe,Skwulkwulth,le grèbe élégant,"Skwulkwulth breeds in the interior and winters along the coast. They can be found in large flocks numbering in the hundreds in the winter, and in the thousands in the early spring in areas where herring are spawning. They prefer sheltered waters such as bays, inlets, harbours, lagoons and estuaries. Skwulkwulth is one of the preferred waterfowl for eating. If you listen closely to the sounds the bird makes, it will say its own name. When catching skwulkwulth, you must act quickly and keep them from diving or you are unlikely to catch them. ",1,1,1,1,1,0
Birds,Melanitta fusca,white-winged scoter,Ts'e'wi'uxun,la macreuse brune,"The male ts'e'wi'uxun is almost completely black but has a white patch under its eye as well as under-wing patches. The female is brown with two faint brown spots on the face. They nest in the far north and winter along the west coast. Ts'e'wi'uxun is the largest of the scoters and has a much more distinct wing flip before diving. One of the ts'e'wi'uxun identifying marks is the white patch on its wing. Its name comes from ts'e'wi–a shell (such as a clam shell) much the same as the colour on its wing. S-xi'kwun is the clam-breaker in its throat or neck, finishing the name. ",1,1,1,1,1,1
Birds,Aix sponsa,wood duck,Qwiwílh,le canard branchu,"Considered by many to be the most beautiful of North American waterfowl, qwiwílh is a perching duck that normally nests in cavities in trees. Unlike most other ducks, it has sharp claws to aid in perching. Qwiwílh has spiritual uses. ",1,1,1,1,1,1
Mammals,Castor canadensis,beaver,Sqwul'ew',"Sqwul'ew' can be found in small streams and side channels in the lower portions of watersheds where the gradient is minimal. Sqwul'ew' perfers willows and small shrubs found in wet areas such as marshes, wetlands and riparians. The teeth were highly valued for making tools for detailed carving. The teeth were used to finish fine carving such as that on bentwood boxes. The fur trade almost wiped them out but they have made a comeback. ",,1,1,1,1,1,1
Mammals,Ursus americanus,black bear,Spe'uth,l'ours noir,"Spe'uth feed on fruit and berries in late spring and summer, feeding on hillsides and mountain slopes throughout the summer. In the fall when salmon become available, they can be found down in the valleys along the rivers. They tend to be habitual in their ranging areas and leave very distinct trails from repeated use. Spe'uth is considered to be the suntl'e–the eldest–of the fur-bearing animals. Spe'uth fur or hide is highly prized and an indicator that you have ability as a hunter or that you have a family who look after you. If you have lots of furs–especially bear hides–for bedding, then you must have status.",1,1,1,1,1,1
Mammals,Felis concolor vancouverensis,cougar,Hwtl'uqnuts,le couguar,"Hwtl'uqnuts is the largest of the cats in North America and requires the largest territory (up to 1000km2). The population density of hwtl'uqnuts on Vancouver Island is the highest in the world. Their favourite prey is the plentiful black-tailed deer. The name hwtl'uqnuts indicates ""long tail"" in Hul'q'umi'num'. Hwtl'uqnuts is thought of as a good helper. There are people who use hwtl'uqnuts for food and many who won't. Hwtl'uqnuts is quite secretive and not often seen, even if they frequent an area. ",1,1,1,1,1,1
Mammals,Phoca vitulina,harbour seal,E s-hw,le phoque commun,"Adults can attain a length of 1.85 meters and weigh 132 kilograms. They stick to familiar haulout sites, generlly rocky areas where they are protected from bad weather and predation, near a foraging area. They also inhabit sandy intertidal zones. Their diet is mainly fish, but may also include shellfish. Young pups are preffered for eating. The skin is used for oil. ",1,1,0,1,1,0
Mammals,Martes americana,marten,Ha'qun,la martre,"Ha'qun prefers small mammals (squirrels, voles and mice) as a food source but also feeds on frogs, fish and insects as well. Ha'qun has a great climbing ability and can catch red squirrels on the run. Ha'qun prefers conifers or mixed woodland forests. Ha'qun has fine fur that closely resembles the fur of the sable, a close relative. Trapping still occurs on the west coast of Vancouver Island but is not commonly practiced today. As well as material uses, ha'qun has specific spiritual values as well.",0,1,1,1,1,1
Mammals,Mustela vison,mink,Chuchi'q'un',le vison d'Amérique,"Chuchi'q'un' is most often found along streams, rivers and beaches. It spends much of its time in the water as well as on shore and is always moving. Chuchi'q'un' is a very strong capable hunter that can catch a variety of prey such as rabbits, muskrats, mice, snakes, frogs and birds. Chuchi'q'un' is in many traditional stories as well as many first-hand stories about its character and abilities. In traditional stories, he is like a jester. The short, fine and dense fur of chuchi'q'un' is highly valued. If you are fishing salmon on the river, you have to watch your catch or chuchi'q'un' will try to drag it away.",0,1,1,1,1,1
Mammals,Alces alces,moose,Q'uyi'uts,l'orignal,Q'uyi'uts is a mainland animal that uses different habitats depending on the area. Q'uyi'uts generally prefer wetlands and marshes in the summer and fall when food is available and most succulent. The antlers of q'uyi'uts are what give this animal its Hul'q'umi'num' name. The word s-q'i-q'us means to be knotted as in a rope or a string. The antlers of a moose are s-q'i-q'us or knotted as compared to those of an elk which are thinner and not bladed. ,1,1,1,1,1,0
Mammals,Oreamnos americanus,mountain goat,P-p'ul'qun,la chèvre de montagne ,"P-p'ul'qun is a subalpine/alpine resident that generally prefers habitat at altitudes of 4000 metres or more, descending only to travel to salt licks or summer feeding. P-p'ul'qun are found in the high alpine areas of the Rockies and the Olympic Peninsula, but not on Vancouver Island. P-p'ul'qun was traded for or hunted for the fur and horns. At one time, wooly dog (now extinct) fur and p-p'ul'qun fur were mixed together to make blankets. We go to Upper Squamish, Shi'she'lh, Yale and Knight's Inlet to collect just the wool or the animals. In return, canoes are often left as a thank you for access to others' territories–matl'ut (pay back–good or bad) for something that someone has done to you. ",1,1,1,1,1,0
Mammals,Odocoileus hemionus,mule deer,Ha'put,le cerf mulet,"Mixed habitat is important for ha'put. It is important to have a variety of browse for all year round, including open fields or meadows for spring and summer feeding, and mixed and more mature forests for winter protection and winter feed. Ha'put is not only important as a food resource, it is also used for making tools: shin bones for spear points; antlers for tools and wedges' hooves for rattles; and the hide for drums and clothing. Everything is used. In some of the origin stories, ha'put is said to be specially selected to nourish our people. ",1,1,1,1,1,1
Mammals,Ondatra zibethicus,muskrat,Sq'ulh-sq'ulh,le rat musqué,"Sq'ulh-sq'ulh resembles a large rat with a tail that is flattened to aid in swimming. Sq'ulh-sq'ulh is an aquatic mammal that prefers wetlands, marshes and slow-moving water. They are common inhabitants of beaver ponds and have a diet that consists of bulrushes, cattail and water lily. The fur of sq'ulh-sq'ulh was quite valuable and they were trapped for fur. Sq'ulh-sq'ulh was at one time the principal pelt in North America sold to European markets. Living mainly in the water gives sq'ulh-sq'ulh high-quality fur. ",1,1,1,1,1,0
Mammals,Orcinus orca,orca (killer whale),Q'ul-lhanamutsum,l'épaulard,"Q'ul-lhanamutsum males can reach up to 9 metres in length, females up to 8 metres. Males may weigh 8 tons, females up to 5 tons. The marine inland waters of British Colombia and Washington State have approximately 300 q'ul-lhanamutsum that are organized into about thirty pods or social groups. The southern resident community is comprised of J-, K-, and L-pods, currently totaling 89 individuals. Resident pods eat salmon. Q'ul-lhanamutsum can be your friend or helper or enemy. They can also save your life. The land form of q'ul-lhanamutsum is stqeeye' (wolf). ",0,1,1,0,0,1
Mammals,Procyon lotor,raccoon,Sxayukw'us,le raton laveur,"Sxayukw'us lives in riparian areas, woodlands, marshes and beaches throughout the Salish Sea. Sxayukw'us has very dextrous front paws and can often be seen washing its food. Sxayukw'us's preferred foods are amphibians crayfish, shellfish, and insects. Sxayukw'us is featured in many stories. There are specific uses for the fat. When treed, it is said that if they urinate on you, your hair will go white.  ",1,1,1,1,1,0
Mammals,Lontra canadensis,river otter ,Sqeetl' ,la loutre de rivière ,"Sqeetl' prefer fast-moving water and range great distances to keep up with their appetite. Rivers, large streams and even ocean waters in the Gulf Islands are home to sqeetl'. They prey on fish, crayfish in fresh water, and crab in salt water. Sqeetl' has high spiritual value for some people. ",0,1,1,1,1,1
Mammals,Cervus elaphus roosevelti,roosevelt elk,Kwewe'uts,le wapiti de Roosevely,"Kwewe'uts are the largest members of the elk family. Kwewe'uts occupy three distinct seasonal ranges in the winter, spring, and summer/fall periods, benefitting from relatively shallow snow depths on low-elevation winter ranges and abundant, diverse forage on higher elevation summer ranges. Kwewe'uts are very special ot the Hul'qumi'num people. They are suntl'e' (the eldest) of the antlered animals on Vancouver Island. There are many different areas where we wait for them to come. Cowichan Bay flats is one of the areas to which kwewe'uts comes to feed on fresh grassand we wait to catch them. Kwewe'uts comes from both kwetsum which means to holler, and wuts which refers to the elk arching its back. ",1,1,1,1,1,0
Mammals,Enhydra lutris,sea otter,Tumus,la loutre de mer,"Tumus lives almost exclusively in the ocean and has the finest and densest fur of any mammal. They are heavy-bodied and require large amounts of food: urchins, abalone, geoduck and clams. Tumus uses a rock as a tool to help break open shellfish. Kelp beds are important habitat that provides protection as well as food for urchins and other prey of the tumus. The fur trade has eliminated tumus from the southern and eastern side of Vancouver Island. The fur has always been highly prized, even before the fur trade. ",0,1,1,1,1,1
Mammals,Lepus americanus ,snowshoe hare,Sququweth,la lièvre d'Amérique,"Sququweth prefers scrubby brush and bramble that border on fields and meadows, providing habitat with lots of cover with access to fields for feeding. The introduced Himalayan blackberry provides perfect protection from predators and usually grows in areas with ample food supply. [Note: There are no rabbits native to Vancouver Island. Eastern Cottontail were introduced to Vancouver Island in the mid-1960s. Native Snowshoe Hare could have been hunted on the Mainland, however.] Chilrdren often learn to hunt by catching rabbits; it is good training and practice for catching larger game as children get older. Sququweth tastes like chicken. ",1,0,0,1,1,0
Mammals,Eumetopias jubatus/Zalophus californianus,steller sea lion / California sea lion,Shes / Ts'axulus,le lion de mer de steller / la petite otarie de Californie,"Shes (Steller sea lions) have winter haulouts in the southern Gulf Islands, including the Belle Chain islets and Boiling Reef. Their preferred prey include herring, salmon, eulachon, rockfish, flounder and skate. Males average 400-800 kg; females 200-300 kg. Shes is 3-4 times larger than ts'axulus (California sea lion). Ts'axulus is darker in colour. Shes is a special food for certain people and animals. ",1,1,1,1,1,1
Mammals,Canis lupus crassodon,Vancouver Island wolf,Stqeeye',le loup de l'île Vancouver,"Stqeeye' is a subspecies of grey wolf. They are pack animals, living in groups numbering from 5 to 20 members. Stqeeye' preys mainly on black-tailed deer and Roosevelt elk, only taking smaller game (squirrels, rodents, beaver) when larger prey are scarce. Stqeeye' is thought of as a good helper. It is said that if you have stqeeye' as a helper, you will be a good hunter. As well as special knowledge about hunting, it is said stqeeye' brings out strong family values and it is featured in many stories and aspects of our culture. ",0,1,1,1,1,1
Miscellaneous,Ariolimax columbianus,banana slug,Q'iyatl'un,la limace terrestre,"Q'iyatl'un is usually found on moist forest floors but can venture further when it is raining or quite wet. It works as a decomposer, eating leaves, animal droppings and dead plant material, and recycling it into the soil. The mucous from q'iyatl'un can be used to treat warts; it may take several applications. Q'iyatl'un can also be used to treat open wounds. ",0,1,1,0,0,0
Miscellaneous,,beehives and wasp nests,Sum'sum'-ay'elu,les ruches et les guêpiers,"Sum'sum'-ay'elu can be found in mixed forests, thickets, mixed scrub and in or near houses and sheds. Sum'sum'-ay'elu make paper-like nests from clays and soils. The nests are usually suspended above ground but some species prefer to build them underground or in rotted logs and stumps. The outer paper material from the sum'sum'-ay'elu is valued for cultural purposes and the larvae can be used for bait. The general name now used for bees and wasps is sum'suma'yu. ",0,1,1,1,1,1
Miscellaneous,,lichens,S-mux-t'ul'us,les lichens,"S-mux-t'ul'us is a dual organism, consisting of both fungus and algae. They grow extremely slowly (5 – 8 mm/year in our climate). Lichens can be found on rocks and many tree species but were selected from only specific tree and shrub species including ts'alhulhp, p'hwulhp and qethulhp. S-mux-t'ul'us is often used as a general tea but also has some medicinal values as well. The lichen used for medicine has to be selected from specific species of trees or shrubs. ",1,1,0,0,1,0
Miscellaneous,,lizards,Pi't-shun,le lézard,"Pi't-shun is a long-bodied lizard, brown in colour with a pale underside. It can reach 20 cm in length. It generally prefers drier areas such as Garry Oak meadows but can often be found in riparian areas along rivers and creeks if there are outcrops where they can pull to bask in the sun. Pi't-shun runs very quickly and often disappears into grassy or rocky areas with the slightest sound. Pi't-shun have strong medicinal/spiritual values but are not commonly used today. ",0,1,1,0,0,0
Miscellaneous,,salamanders (in general),Hwukw'netsum,les salamandres,"Hwukw'netsum can be found in a variety of habitats depending on species, time of year and water sources. Moist or wet areas, ponds and creeks are generally preferred but hwukw'netsum can be found on forest bottoms, within rotted logs and even in tree canopies. The name hwukw'netsum was used for a type of salamander that no longer exists that had no back legs and used to 'drag its behind' which is referred to in the name. This name is now used for salamanders and newts in general. ",0,0,1,0,0,0
