Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,Notes,ID,Stats Code
Trochosa sp.,,,,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Lycosoidea,Lycosidae,Lycosinae,Trochosa,,,,new 2019,observed,,,,,,2019-06-27,Dave “Zeuss” Cochrane,https://www.inaturalist.org/observations/27833523,,148395,ART
Philodromus dispar,,,Eurasian running crab spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Philodromidae,,Philodromus,,exotic,unlisted,new 2020,observed,,,,,,2020-05-16,Andrew Simon,https://www.inaturalist.org/observations/46165706,,227754,ART
Philodromus rufus,"Walckenaer, 1826",,whitestriped agile crab spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Philodromidae,,Philodromus,,native,SU (2018),reported,unobserved,1983-04-30,Geoffrey G.E. Scudder,SEM,SEM-UBC SPI-0864,,,,,,153860,ART
Tibellus oblongus,,,oblong running spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Philodromidae,,Tibellus,,native,S5 (2018),new 2021,observed,,,,,,2021-05-31,Christian Adler,https://www.inaturalist.org/observations/81116740,,153855,ART
Pholcus phalangioides,"Füssli, 1775",,longbodied cellar spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Pholcoidea,Pholcidae,,Pholcus,,exotic,unlisted,confirmed,observed,2016-09-04,RBCM BC Spider Database,RBCM,,,2016-07-23,Andrew Simon,http://www.inaturalist.org/observations/3734489,,67328,ART
Phrurotimpus cf borealis,"(Emerton, 1911)",,greater darklegged dwarf antmimic,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Corinnoidea,Phrurolithidae,,Phrurotimpus,,native,S5 (2018),new 2019,observed,,,,,,2019-04-26,Andrew Simon,https://www.inaturalist.org/observations/24351468,,153793,ART
Attinella dorsata,"(Banks, 1895)",,elongate patterned jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,,Attinella,,native,SU (2018),new 2019,unobserved,2019-05-04,Wayne Maddison,Bioblitz 2019,,,,,,,1070896,ART
Attinella dorsata,,,elongate patterned jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Sitticinae,,,native,SU (2018),new 2019,unobserved,2019-05-04,Wayne Maddison,Bioblitz 2019,,,,,,reported as Sitticus dorsatus,231092,ART
Eris militaris,"(Hentz, 1845)",,bronze jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Eris,Dendryphantini,native,S4S5 (2018),confirmed,observed,2016-09-04,RBCM BC Spider Database,RBCM,,,2016-07-23,Sarah Tweedale,http://inaturalist.ca/observations/3737473,,121445,ART
Evarcha proszynskii,"Marusik & Logunov, 1998",,Proszynski knobbed jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Evarcha,,native,S5 (2018),new 2016,observed,,,,,,2016-07-19,Andrew Simon,http://www.inaturalist.org/observations/3707139,,61759,ART
Habronattus hirsutus,"(Peckham & Peckham, 1888)",,common western ornamented jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Habronattus,Plexippini,native,S4 (2018),new 2019,unobserved,2019-05-04,Wayne Maddison,Bioblitz 2019,,,,,,,220812,ART
Habronattus ophrys,"Griswold, 1987",,eyebrowed ornamented jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Habronattus,Plexippini,native,S4 (2018),new 2019,unobserved,2019-05-04,Wayne Maddison,Bioblitz 2019,,,,,,,220814,ART
Habronattus oregonensis,,,Oregon paradise spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Habronattus,Plexippini,native,SU (2018),new 2021,observed,,,,,,2021-05-05,Andrew Simon,https://www.inaturalist.org/observations/77854422,,61880,ART
Metaphidippus manni,"(Peckham & Peckham, 1901)",,western oak jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Metaphidippus,Dendryphantini,native,S4S5 (2018),new 2018,observed,,,,,,2018-05-19,Andrew Simon,https://www.inaturalist.org/observations/12635472,,158632,ART
Neon reticulatus,"(Blackwall, 1853)",,holarctic tiny jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Neon,Neonini,native,S5 (2018),reported,unobserved,2012-05-09,Robb Bennett,RBCM,ENT012-017153,,,,,,225672,ART
Pelegrina aeneola,"(Curtis, 1892)",,darkheaded whitecheeked jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Pelegrina,Dendryphantini,native,S4S5 (2018),new 2019,unobserved,2019-05-04,Wayne Maddison,Bioblitz 2019,,,,,,,117457,ART
Phanias albeolus,"(Chamberlin & Ivie, 1941)",,whitefaced Phanias jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Phanias,Dendryphantini,native,S4 (2018),new 2019,observed,,,,,,2019-05-05,Lori Weidenhammer,https://www.inaturalist.org/observations/24709313,,202314,ART
Phidippus johnsoni,"(Peckham & Peckham, 1883)",,Johnson jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Phidippus,Dendryphantini,native,S5 (2018),new 2016,observed,,,,,,2016-10-20,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/4403124,,58421,ART
Platycryptus californicus,"(Peckham & Peckham, 1888)",,western flattened jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Platycryptus,Dendryphantini,native,S4S5 (2018),new 2014,observed,,,,,,2014-06-13,Andrew Simon,http://www.inaturalist.org/observations/735770,,228315,ART
Salticus scenicus,"(Clerck, 1757)",,zebra jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Salticus,Salticini,exotic,unlisted,new 2017,observed,,,,,,2017-09-28,Andrew Simon,https://www.inaturalist.org/observations/8159241,,68901,ART
Usofila pacifica,"(Banks, 1894)",,northwestern long-legged cave spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Leptonetoidea,Telemidae,,Usofila,,native,S5 (2018),reported,unobserved,2006-01-05,Robb Bennett,RBCM,ENT014-021388,,,,,,233352,ART
Metellina curtisi,"(McCook, 1894)",,Curtis armored orbweaver,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Tetragnathidae,,Metellina,,native,S5 (2018),new 2016,observed,,,,,,2016-08-15,Andrew Simon,http://www.inaturalist.org/observations/3903550,,196577,ART
Tetragnatha sp.,,,long-jawed orbweaver,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Tetragnathidae,,Tetragnatha,,,,confirmed,observed,1982-05-08,Geoffrey G.E. Scudder,SEM,SEM-UBC SPI-0276,,2016-05-13,Andrew Simon,http://www.inaturalist.org/observations/3328654,,47550,ART
Enoplognatha ovata,"(Clerck, 1757)",,common candy-striped spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,,Enoplognatha,,exotic,unlisted,new 2016,observed,,,,,,2016-06-23,Andrew Simon,http://www.inaturalist.org/observations/3512997,,219195,ART
Latrodectus hesperus,"Chamberlin & Ivie, 1935",,western black widow,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,,Latrodectus,,native,S5 (2018),new 2016,observed,,,,,,2016-09-27,Andrew Simon,http://www.inaturalist.org/observations/4343237,,47382,ART
Rugathodes sexpunctatus,"Emerton, 1882",,common six-spotted orb-weaver,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,,Rugathodes,,native,S5 (2018),reported,unobserved,1983-04-30,Geoffrey G.E. Scudder,SEM,SEM-UBC SPI-0071,,,,,,230328,ART
Steatoda grossa,"(C. L. Koch, 1838)",,false black widow,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,,Steatoda,,exotic,unlisted,new 2016,observed,,,,,,2016-09-03,Andrew Simon,http://www.inaturalist.org/observations/4313614,,61997,ART
Theridion sp.,,,cobweb spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,,Theridion,,,,new 2016,observed,,,,,,2016-06-23,Andrew Simon,http://www.inaturalist.org/observations/3512992,,82081,ART
Bassaniana cf utahensis,"(Gertsch, 1932)",,common bark crab spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,,Bassaniana,,native,S5 (2018),new 2016,observed,,,,,,2016-11-03,Andrew Simon,http://www.inaturalist.org/observations/4491284,,298120,ART
Coriarachne brunneipes,"Banks, 1893",,dark bark crab spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,,Coriarachne,,native,S4 (2018),new 2017,observed,,,,,,2017-05-27,Andrew Simon,https://www.inaturalist.org/observations/6465012,,217594,ART
Misumena vatia,"(Clerck, 1757)",,goldenrod crab spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,,Misumena,,native,S5 (2018),new 2016,observed,,,,,,2016-06-23,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/3562082,,55746,ART
Xysticus pretiosus,"Gertsch, 1934",,western ground crab spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,,Xysticus,,native,S4S5 (2018),confirmed,observed,2012-05-09,Robb Bennett,RBCM,ENT012-017154,,2017-05-31,Andrew Simon,https://www.inaturalist.org/observations/6464872,,233894,ART
Colomerus holodisci,,,,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Endeostigmata,,Eriophyoidea,Eriophyidae,Cecidophyinae,Colomerus,Colomerini,,,new 2018,observed,,,,,,2018-05-20,Kevin Toomer,https://www.inaturalist.org/observations/12654973,,1109531,ART
Eriophyes emarginatae,"Keifer, 1939",,leaf gall mite,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Endeostigmata,,Eriophyoidea,Eriophyidae,,Eriophyes,,,,new 2015,observed,,,,,,2015-08-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735293,,322964,ART
Eriophyes laevis,,,alder leaf gall mite,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Endeostigmata,,Eriophyoidea,Eriophyidae,Eriophyinae,Eriophyes,Eriophyini,,,new 2021,observed,,,,,,2021-06-11,Kevin Toomer,https://www.inaturalist.org/observations/82595489,,464223,ART
Ixodes pacificus,"Cooley & Kohls, 1943",,western blacklegged tick,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Parasitiformes,Ixodida,,,Ixodidae,,Ixodes,,native,S4 (2019),new 2018,observed,,,,,,2018-05-05,Andrew Simon,https://www.inaturalist.org/observations/12258908,,60599,ART
Leptobunus parvulus,"(Banks, 1894)",,harvestman,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Opiliones,Eupnoi,Phalangioidea,Phalangiidae,Phalangiinae,Leptobunus,,native,S4S5 (2019),new 2019,observed,,,,,,2019-06-13,Dave “Zeuss” Cochrane,https://www.inaturalist.org/observations/27018303,,525639,ART
Phalangium opilio,,,European harvestman,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Opiliones,Eupnoi,Phalangioidea,Phalangiidae,Phalangiinae,Phalangium,,exotic,unlisted,new 2021,observed,,,,,,2021-06-14,Kevin Toomer,https://www.inaturalist.org/observations/83048521,,84644,ART
Pseudoscorpiones (sp),,,pseudoscorpion,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Pseudoscorpiones,,,,,,,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6223424,,,ART
Linopodes sp.,,,mite,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,Eupodoidea,Cocceupodidae,,Linopodes,,,,new 2019,observed,,,,,,2019-05-05,Jason Headley,https://www.inaturalist.org/observations/24698269,,379538,ART
Scolopocryptops spinicaudus,"Wood, 1862",,centipede,Animalia,Arthropoda,Myriapoda,,Chilopoda,,,Scolopendromorpha,,,Scolopocryptopidae,,Scolopocryptops,,native,S5 (2020),new 2019,observed,,,,,,2019-05-04,Charlene Wood,https://www.inaturalist.org/observations/24565151,,322408,ART
Ophyiulus pilosus,"(Newport, 1843)",,millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Juliformia,Julida,,Juloidea,Julidae,Julinae,Ophyiulus,Leptoiulini,exotic,unlisted,new 2017,observed,,,,,,2017-05-27,Andrew Simon,http://inaturalist.ca/observations/6491407,,121484,ART
Uroblaniulus idahoanus,"Chamberlin, 1950",,millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Juliformia,Julida,,Parajuloidea,Parajulidae,,Uroblaniulus,,native,S5 (2020),new 2016,observed,,,,,,2016-06-23,William Terpenning,http://www.inaturalist.org/observations/3516075,,881100,ART
Polydesmus sp.,,,millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,Polydesmidea,Polydesmoidea,Polydesmidae,,Polydesmus,,,,new 2020,observed,,,,,,2020-06-21,Rhys Hutton,https://www.inaturalist.org/observations/50512400,,127614,ART
Scytonotus sp.,,,millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,Polydesmidea,Polydesmoidea,Polydesmidae,,Scytonotus,,,,confirmed,observed,1990-09-23,Geoffrey G.E. Scudder,RBCM,ENT020-005184,,2016-11-24,Ed Andrusiak,http://www.inaturalist.org/observations/4661703,,154960,ART
Harpaphe haydeniana,"(Wood, 1864)",,yellow-spotted millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,Leptodesmidea,Xystodesmoidea,Xystodesmidae,Xystodesminae,Harpaphe,Xystodesmini,native,SU (2020),confirmed,observed,2010-04-17,Kent Brothers,VMS,,,2016-05-07,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/3121237,,47737,ART
Polyxenus sp.,,,millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Penicillata,,Polyxenida,,Polyxenoidea,Polyxenidae,,Polyxenus,,,,new 2019,observed,,,,,,2019-05-06,Scott Gilmore,https://www.inaturalist.org/observations/24821743,,133865,ART
Entomobrya clitellaria,"Guthrie, 1903",,slender springtail,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,Entomobryoidea,Entomobryidae,,Entomobrya,,,,new 2019,observed,,,,,,2019-09-20,Scott Gilmore,https://www.inaturalist.org/observations/33096075,,470384,ART
Entomobrya katzi,"Jordana & Baquero, 2021",,slender springtail,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,Entomobryoidea,Entomobryidae,,Entomobrya,,,,new 2019,observed,,,,,,2019-04-26,Andrew Simon,https://www.inaturalist.org/observations/24351469,,219209,ART
Entomobrya triangularis,"Schott, 1896",,slender springtail,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,Entomobryoidea,Entomobryidae,,Entomobrya,,,,new 2018,observed,,,,,,2018-05-19,Scott Gilmore,https://www.inaturalist.org/observations/12667801,,296704,ART
Ptenothrix maculosa,"(Schott, 1891)",,globular springtail,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Symphypleona,,Dicyrtomoidea,Dicyrtomidae,,Ptenothrix,,,,new 2017,observed,,,,,,2017-02-16,Andrew Simon,https://www.inaturalist.org/observations/5121870,,491087,ART
Balanus crenatus,"Bruguière, 1789",,common acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,Balanoidea,Balanidae,,Balanus,,native,unlisted,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,,2019-01-25,awworld,https://www.inaturalist.org/observations/19886394,,117672,ART
Balanus glandula,"Darwin, 1854",,common acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,Balanoidea,Balanidae,,Balanus,,native,unlisted,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,,2015-08-28,Andrew Simon,http://www.inaturalist.org/observations/2580675,,81610,ART
Balanus nubilus,"Darwin, 1854",,giant acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,Balanoidea,Balanidae,,Balanus,,native,unlisted,confirmed,observed,1986-04-08,,RBCM,986-00191-002,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2975823,,49127,ART
Balanus rostratus,"Hoek, 1883",,large acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,Balanoidea,Balanidae,,Balanus,,native,unlisted,reported,unobserved,1986-09-30,,RBCM,986-00197-026,1898319401,,,,,782656,ART
Semibalanus cariosus,"(Pallas, 1788)",,thatched acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,Balanoidea,Balanidae,,Semibalanus,,native,unlisted,confirmed,observed,1985-12-08,Andy Lamb,PMLS,,,2016-08-17,Andrew Simon,http://www.inaturalist.org/observations/3910072,,47658,ART
Chthamalus dalli,"Pilsbry, 1916",,small acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,Chthamaloidea,Chthamalidae,,Chthamalus,,native,unlisted,confirmed,observed,2008-02-16,Andy Lamb,PMLS,,,2015-08-28,Andrew Simon,http://www.inaturalist.org/observations/2580662,,129910,ART
Lepeophtheirus sp.,,,parasitic copepod,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Podoplea,Siphonostomatoida,,,Caligidae,,Lepeophtheirus,,,,reported,unobserved,2008-02-03,Andy Lamb,PMLS,,,,,,,329133,ART
Argulus pugettensis,"Dana, 1853",,surfperch fish louse,Animalia,Arthropoda,Crustacea,Oligostraca,Ichthyostraca,Branchiura,,Arguloida,,,Argulidae,,Argulus,,native,unlisted,reported,unobserved,2007-09-29,Andy Lamb,PMLS,,,,,,,873865,ART
Zootermopsis angusticollis,(Hagen),,Pacific dampwood termite,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,Blattoidea,Archotermopsidae,,Zootermopsis,,,,confirmed,observed,1975-09-14,Geoffrey G.E. Scudder,SEM,SEM-UBC ISO-0042,,2016-01-01,Andrew Simon,https://www.inaturalist.org/observations/24352863,,121383,ART
Reticulitermes hesperus,,,western subterranean termite,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,Blattoidea,Rhinotermitidae,,Reticulitermes,,,,new 2019,observed,,,,,,2019-08-22,Chris Ratzlaff,https://www.inaturalist.org/observations/32630539,,296465,ART
Necrophilus hydrophiloides,"Guérin-Méneville, 1835",,primitive carrion beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Agyrtidae,Necrophilinae,Necrophilus,,native,S4S5 (2017),confirmed,observed,1979-04-06,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-28996,,2018-06-10,Andrew Simon,https://www.inaturalist.org/observations/36634725,,176866,ART
Macropogon testaceipennis,"Motschulsky, 1859",,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Artematopodidae,,Macropogon,,native,SU (2017),new 2018,observed,,,,,,2018-05-20,Scott Gilmore,https://www.inaturalist.org/observations/12958531,,455135,ART
Odonteus obesus,"(LeConte, 1859)",,earth-boring scarab beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Bolboceratidae,,Odonteus,,native,S4S5 (2017),reported,unobserved,1973-12-07,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-18166,,,,,reported as Bolboceras obesus,456509,ART
Polycaon stoutii,"(LeConte, 1853)",,Stout’s hardwood borer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Bostrichidae,Polycaoninae,Polycaon,,native,SU (2017),reported,unobserved,1973-07-17,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-19841,,,,,,345140,ART
Oxylaemus sp.,,,dry bark beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Bothrideridae,,Oxylaemus,,,,reported,unobserved,1974-07-24,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-28979,,,,,,455150,ART
Eutrichapion cavifrons,"(LeConte, 1857)",,straight-snouted weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Brentidae,Apioninae,Eutrichapion,,native,S4S5 (2017),reported,unobserved,1979-04-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-29008,,,,,reported as Apion cavifrons,455154,ART
Rhopalapion longirostre,"Olivier, 1807",,hollyhock weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Brentidae,Apioninae,Rhopalapion,,exotic,unlisted,new 2018,observed,,,,,,2018-05-21,Elizabeth McClelland,https://www.inaturalist.org/observations/12998488,,455182,ART
Anthaxia (Melanthaxia) sp.,,,jewel beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Buprestinae,Anthaxia,Anthaxiini,,,new 2021,observed,,,,,,2021-05-05,Andrew Simon,https://www.inaturalist.org/observations/77854411,,492141,ART
Anthaxia retifer,"LeConte, 1860",,metallic wood-boring beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Buprestinae,Anthaxia,Anthaxiini,native,S4S5 (2017),confirmed,observed,1978-06-03,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-26539,,2018-05-19,Scott Gilmore,https://www.inaturalist.org/observations/13064356,,455220,ART
Buprestis aurulenta,"Linnaeus, 1767",,golden buprestid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Buprestinae,Buprestis,Buprestini,native,S5 (2017),new 2016,observed,,,,,,2016-08-04,Christian Adler,http://www.inaturalist.org/observations/3959799,,215596,ART
