Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,Notes,ID,Stats Code
Madia glomerata,Hook.,,clustered tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Madia,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-07-14,Andrew Simon,https://www.inaturalist.org/observations/14367584,,77923,VAS
Madia gracilis,(Sm. ex Sm.) D.D. Keck,,slender tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Madia,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-18,Sarah Tweedale,http://inaturalist.ca/observations/3482685,,53135,VAS
Madia sativa,Molina,,Chilean tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Madia,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-03,Andrew Simon,http://www.inaturalist.org/observations/3383111,,53143,VAS
Matricaria discoidea,DC.,,pineapple weed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Matricaria,exotic,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-06-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2564085,,52992,VAS
Mycelis muralis,(L. Dumort.,,wall lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Mycelis,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-03-04,Andrew Simon,http://www.inaturalist.org/observations/2566554,,48543,VAS
Petasites frigidus var. palmatus,Macoun,(Aiton) Cronquist,sweet coltsfoot,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Petasites,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2019-04-14,Jean Buchanan,https://www.inaturalist.org/observations/23075792,,55778,VAS
Petasites japonicus,(Siebold & Zucc.) Maxim.,,Japanese butterbur,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Petasites,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2019-08-19,Caitlin Robinson,https://www.inaturalist.org/observations/31535496,,129038,VAS
Pilosella aurantiaca,(L.) F. W. Schultz & Sch. Bip.,,orange-red king devil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Pilosella,exotic,unlisted,new 2016,observed,,,,,,2016-08-10,Adam Huggins,http://www.inaturalist.org/observations/3855802,,711103,VAS
Pseudognaphalium stramineum,(Kunth) Anderb.,,cotton-batting cudweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Pseudognaphalium,native,SU,confirmed,observed,1905-07-08,Matt Fairbarns,Vascular Plant Survey of a Rock Bluff System on Galiano Island2016(unpublished technical report),,,2021-07-04,Andrew Simon,https://www.inaturalist.org/observations/85701684,,53089,VAS
Pseudognaphalium thermale,(E.E. Nelson) G.L. Nesom,,slender cudweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Pseudognaphalium,native,S4S5,new 2016,observed,,,,,,2016-06-28,Andrew Simon,http://www.inaturalist.org/observations/3552315,,78765,VAS
Scorzoneroides autumnalis,(L.) Moench,,autumn hawkbit,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Scorzoneroides,,,new 2018,observed,,,,,,2018-10-13,Andrew Simon,https://www.inaturalist.org/observations/17481478,,204167,VAS
Senecio sylvaticus,L.,,wood groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Senecio,exotic,unlisted,confirmed,observed,1986-08-16,William J. Crins,UBC,V190909,,2015-05-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2631686,,53210,VAS
Senecio vulgaris,L.,,common groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Senecio,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-10,Andrew Simon,http://www.inaturalist.org/observations/3317322,,53211,VAS
Solidago canadensis,L.,,Canada goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Solidago,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-07-13,Andrew Simon,http://www.inaturalist.org/observations/3682274,,67808,VAS
Soliva sessilis,Ruiz & Pav.,,carpet burweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Soliva,exotic,unlisted,new 2019,observed,,,,,,2019-05-05,Jason Headley,https://www.inaturalist.org/observations/24698758,,60150,VAS
Sonchus arvensis ssp. arvensis,L.,,perennial sow thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Sonchus,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-27,Andrew Simon,http://www.inaturalist.org/observations/3540047,,79156,VAS
Sonchus asper,(L.) Hill,,prickly sow-thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Sonchus,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-30,Andrew Simon,http://www.inaturalist.org/observations/3351171,,53269,VAS
Sonchus oleraceus,(L.) L.,,common sow-thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Sonchus,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2621485,,53294,VAS
Symphyotrichum chilense,(Nees) G.L. Nesom,,common California aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Symphyotrichum,native,S5,confirmed,observed,1975-08-15,Angela Wood,RBCM,V097712B,1949546801,2016-09-11,Andrew Simon,http://www.inaturalist.org/observations/4092261,"Symphyotrichum chilense x subspicatum, reported by H. Janszen, subsumed here; Retreat Cove; ""Symphyotrichum chilense is the characteristic aster of littoral habitats along the west coast of Vancouver Island, and also occurs widely (though more locally) throughout the Georgia Depression (Figure 23). It is rare along the coast of B.C. north of Vancouver, although it has been collected rarely on the islands of Haida Gwaii; it is largely replaced ecologically by S. subspicatum north of Vancouver Island. Although primarily a species of marine and brackish shorelines and near-shore habitats, it also ranges locally inland at low elevations along major rivers and lakeshores” (Fenneman 2019 ined.)",56861,VAS
Symphyotrichum douglasii,,,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,,,new 2020,observed,,,,,,2020-09-01,Adam Huggins,https://www.inaturalist.org/observations/58311957,,1129083,VAS
Symphyotrichum novi-belgii,(L.) G.L.Nesom,,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,,,new 2020,observed,,,,,,2020-09-17,Adam Huggins,https://www.inaturalist.org/observations/60158733,,243162,VAS
Symphyotrichum subspicatum,(Nees) G.L. Nesom,,common comfrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Symphyotrichum,exotic,unlisted,reported,unobserved,1966-08-25,DB,BABY,561,,,,,"Symphyotrichum chilense x subspicatum, reported by H. Janszen, subsumed here; Symphyotrichum douglasii sensu Fennamen (2019 ined.): ""Symphyotrichum douglasii is restricted in British Columbia to the southwestern coast of the province (Figure 39), where it is primarily a species of lacustrine and fluvial shorelines at low elevations of the Georgia Depression. It occurs most frequently along the southeastern coast of Vancouver Island, where it is the most common narrow-leaved Symphyotrichum away from areas of marine or estuarine influence”",79303,VAS
Tanacetum vulgare,L.,,common tansy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Tanacetum,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-07-14,Andrew Simon,http://www.inaturalist.org/observations/3680834,,55971,VAS
Taraxacum erythrospermum agg.,,,red-seeded dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Taraxacum,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,"Taraxacumas a genus is highly overlooked (C.R.Björk); a great diversity of Taraxacum spp. have yet to be reported for the project; PNW botanists are happy to adopt European microspecies when there are few of them (e.g. R. armeniacus: a microspecies consisting of a single clone). But there are too many species of Taraxacum in BC for this to be applied without very hard work and pain. But again there are real problems with using T. officinale and T. erythrospermum in the FPNW sense as they lump things which have different evolutionary origins. Best practice would be to use sections as broad level taxa or “species"" as these can be recognized quite easily with a bit of training (for instance Galiano has Taraxacum sect. Hamatum as its commonest dandelion group). We are not there yet... Pro tem., I suggest using ""T. officinale agg."", and ""T. erythrospermum agg."" (without authorities - they are not biologically species). There is a long road before BC botanists will accept a more biologically meaningful treatment of Taraxacum diversity. This does not much matter for the introductions (and there are no natives on Galiano), but is an absolute tragedy for the natives where a fantastic richness of endemic alpine species languish under the completely ridiculous name “T. ceratophorum”. (T. ceratophorum is an asian species that looks nothing like anything in BC!).",79317,VAS
Taraxacum officinale agg.,,,common dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Taraxacum,exotic,unlisted,confirmed,observed,1905-07-08,Matt Fairbarns,Vascular Plant Survey of a Rock Bluff System on Galiano Island2016(unpublished technical report),,,2015-05-04,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2569312,"Taraxacumas a genus is highly overlooked (C.R.Björk); a great diversity of Taraxacum spp. have yet to be reported for the project; PNW botanists are happy to adopt European microspecies when there are few of them (e.g. R. armeniacus: a microspecies consisting of a single clone). But there are too many species of Taraxacum in BC for this to be applied without very hard work and pain. But again there are real problems with using T. officinale and T. erythrospermum in the FPNW sense as they lump things which have different evolutionary origins. Best practice would be to use sections as broad level taxa or “species"" as these can be recognized quite easily with a bit of training (for instance Galiano has Taraxacum sect. Hamatum as its commonest dandelion group). We are not there yet... Pro tem., I suggest using ""T. officinale agg."", and ""T. erythrospermum agg."" (without authorities - they are not biologically species). There is a long road before BC botanists will accept a more biologically meaningful treatment of Taraxacum diversity. This does not much matter for the introductions (and there are no natives on Galiano), but is an absolute tragedy for the natives where a fantastic richness of endemic alpine species languish under the completely ridiculous name “T. ceratophorum”. (T. ceratophorum is an asian species that looks nothing like anything in BC!).",47602,VAS
Tragopogon porrifolius,L.,,common salsify,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Tragopogon,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-10,Andrew Simon,http://www.inaturalist.org/observations/3310912,,54141,VAS
Tussilago farfara,L.,,coltsfoot,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Tussilago,exotic,unlisted,new 2019,observed,,,,,,2019-08-19,Caitlin Robinson,https://www.inaturalist.org/observations/31535496,,56222,VAS
Uropappus lindleyi,(DC.) Nutt.,,Lindley's false silverpuffs,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Uropappus,native,S1S2,confirmed,observed,2003-04-30,Frank Lomer,UBC,V231289,,2018-05-24,Andrew Simon,https://www.inaturalist.org/observations/12817804,,50806,VAS
Campanula persicifolia,L.,,peach-leaved bellflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,,Campanula,exotic,unlisted,new 2016,observed,,,,,,2016-06-04,Andrew Simon,https://www.inaturalist.org/observations/3380425,,159764,VAS
Campanula rotundifolia,L.,,common harebell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,,Campanula,native,S5,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,62312,VAS
Campanula scouleri,Hook. ex A. D.C.,,Scouler's harebell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,,Campanula,native,S4S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-14,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296703,,75991,VAS
Triodanis perfoliata,(L.) Nieuwl.,,Venus’ looking-glass,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,,Triodanis,native,S5,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,64293,VAS
Menyanthes trifoliata,L.,,buckbean,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Menyanthaceae,,,Menyanthes,native,S5,new 2016,observed,,,,,,2016-08-13,Adam Huggins & Andrew Simon,http://www.inaturalist.org/observations/3882093,,78016,VAS
Amsinckia menziesii,(Lehm.) A. Nelson & J.F. Macbr.,,small-flowered fiddleneck,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Boraginoidea,,Amsinckia,native,S5,confirmed,observed,1984-06-02,Harvey Janszen,RBCM,V129555,1949578498,2017-04-30,Andrew Simon,https://www.inaturalist.org/observations/6047543,Bellhouse; dry hayfield,55436,VAS
Echium vulgare,L.,,viper's bugloss,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Boraginoidea,,Echium,exotic,unlisted,confirmed,observed,1975-08-04,Angela Wood,RBCM,V097740,1949546755,2020-06-11,Ed Andrusiak,https://www.inaturalist.org/observations/50324752,Sturdies Bay; roadside,56174,VAS
Myosotis arvensis,(L.) Hill,,field forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,exotic,unlisted,confirmed,observed,1975-07-14,Angela Wood,RBCM,V097757,1949546744,2017-05-28,Andrew Simon,https://www.inaturalist.org/observations/6409658,,51726,VAS
Myosotis discolor,Pers.,,common forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,exotic,unlisted,confirmed,observed,1975-06-03,Angela Wood,RBCM,V097402,1949546627,2015-04-21,Andrew Simon,http://www.inaturalist.org/observations/2567285,,70265,VAS
Myosotis laxa,Lehm.,,small-flowered forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,native,S5,confirmed,observed,1975-05-25,Angela Wood,RBCM,V097681,1949546577,2015-05-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2625785,,78150,VAS
Myosotis scorpioides,L.,,European forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,exotic,unlisted,confirmed,observed,1975-06-12,Angela Wood,RBCM,V097256,1949546132,2021-06-04,Kristian Sigvardsen,https://www.inaturalist.org/observations/81637533,"Reeces’ field; wet shore of lake; 48.933333°, -123.45°",49130,VAS
Myosotis sylvatica,Ehrh. ex Hoffm.,,wood forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,exotic,unlisted,confirmed,observed,1975-05-14,Angela Wood,RBCM,V097338,1949546343,2017-04-09,Andrew Simon,https://www.inaturalist.org/observations/5635307,"Angela Wood reports M. s.var. alpestris, which is likely misapplied to M. sylvatica; not a valid infraspecific taxon; this species is not recognized by the province according to the BC Ecosystem Explorer; check specimen; couldn't find the specimen! (AS)",55826,VAS
Nemophila parviflora,Douglas ex Benth.,,small-flowered woodland-lover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Hydrophylloideae,,Nemophila,native,,confirmed,observed,1986-08-17,William J. Crins,UBC,V190911,,2015-04-21,Andrew Simon,http://www.inaturalist.org/observations/2567255,,57353,VAS
Nemophila pedunculata,Douglas ex Benth.,,meadow nemophila,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Hydrophylloideae,,Nemophila,native,S4?,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-04-13,Andrew Simon,https://www.inaturalist.org/observations/10887673,,55461,VAS
Phacelia linearis,(Pursh) Holz.,,thread-leaved phacelia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Hydrophylloideae,,Phacelia,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-05-13,Andrew Simon,https://www.inaturalist.org/observations/6217942,,78499,VAS
Phacelia tanacetifolia,Benth.,,lacy phacelia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Hydrophylloideae,,Phacelia,native,,reported,unobserved,1987-07-08,Gerald B. Straley,UBC,V193704,,,,,garden escape –QC; retained only because there is a collection; not recognizes by Province; but recognizes by FPNW2,58185,VAS
Plagiobothrys tenellus,(C.A. Mey. ex Ledeb.) A. Gray,,slender popcornflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Boraginoidea,,Plagiobothrys,native,S1?,reported,unobserved,1980-04-11,Harvey Janszen,RBCM,V107519,1949556259,,,,easily overlooked but potentially very rare and possibly extinct –QC; open bluffs,58066,VAS
Symphytum officinale,L.,,hybrid comfrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Boraginoidea,,Symphytum,exotic,unlisted,confirmed,observed,1981-07-16,Harvey Janszen,RBCM,V113510,1949562542,2018-05-14,Andrew Simon,https://www.inaturalist.org/observations/14524696,,55724,VAS
Symphytum x uplandicum,Nyman,,hybrid comfrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Boraginoidea,,Symphytum,exotic,unlisted,reported,unobserved,2012-04-21,Terry Taylor,Vascular Plants Seen on Galiano Island,,,,,,sterile hybrid between S. officinale and S. asperum); commonly grown as a “permaculture” plant in the SGI (usually as the Bocking selections) and may escape and persist; spreads by root fragments; probably retain.,709795,VAS
Arabis eschscholtziana,Andrz.,,Eschscholtz's rockcress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Arabis,native,S5,confirmed,observed,1930-04-14,William Newcombe,RBCM,V025791,1949475366,2016-04-23,Andrew Simon,http://www.inaturalist.org/observations/3028222,,75494,VAS
Athysanus pusillus,(Hook.) Greene,,common sandweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Athysanus,native,S5,confirmed,observed,1978-03-27,Harvey Janszen,RBCM,V097781,1949546842,2020-04-09,Andrew Simon,https://www.inaturalist.org/observations/41788597,,58069,VAS
Barbarea orthoceras,Ledeb.,,American wintercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Barbarea,native,S5,confirmed,observed,1981-07-07,Harvey Janszen,RBCM,V113761,1949562682,2016-07-09,Andrew Simon,http://www.inaturalist.org/observations/3652873,Cain Peninsula; salt marsh,52976,VAS
Barbarea verna,(Mill.) Asch.,,early wintercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Barbarea,exotic,unlisted,new 2017,observed,,,,,,2017-05-08,Andrew Simon,https://www.inaturalist.org/observations/6217457,,56126,VAS
Boechera sp.,,,rockcresses,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,Boechereae,Boechera,,,new 2021,observed,,,,,,2021-05-01,Andrew Simon,https://www.inaturalist.org/observations/79112173,,1068235,VAS
Cakile edentula var. edentula,(Bigelow) Hook.,,American searocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cakile,exotic,unlisted,new 2016,observed,,,,,,2016-06-28,Andrew Simon,http://www.inaturalist.org/observations/3542880,,52162,VAS
Cakile maritima ssp. maritima,Scop.,,European searocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cakile,exotic,unlisted,new 2016,observed,,,,,,2016-06-28,Andrew Simon,http://www.inaturalist.org/observations/3542797,,60982,VAS
Capsella bursa-pastoris,(L.) Medik.,,shepherd's purse,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Capsella,exotic,unlisted,confirmed,observed,1975-06-04,Angela Wood,RBCM,V097405,1949546373,2016-05-06,Andrew Simon,http://www.inaturalist.org/observations/3116760,,56121,VAS
Cardamine flexuosa,With.,,wood bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cardamine,exotic,unlisted,confirmed,observed,2003-05-01,Frank Lomer,UBC,V231296,,2018-05-23,Andrew Simon,https://www.inaturalist.org/observations/12791467,,69636,VAS
Cardamine hirsuta,L.,,hairy bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cardamine,exotic,unlisted,confirmed,observed,,Kent Brothers,VMS Private List,,,2015-03-04,Andrew Simon,http://www.inaturalist.org/observations/2566329,,55829,VAS
Cardamine nuttallii,Greene,,slender toothwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cardamine,native,S5,confirmed,observed,1972-05-02,R. Biggs,UBC,V138586,,2017-04-04,Sarah Tweedale,https://www.inaturalist.org/observations/5582977,,76002,VAS
Cardamine oligosperma,Nutt.,,little western bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cardamine,native,S5,confirmed,observed,1975-05-10,Angela Wood,RBCM,V097322,1949546308,2015-03-27,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2575038,,52981,VAS
Cardamine pensylvanica,Muhl. ex Willd.,,Pennsylvanian bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cardamine,native,S5,confirmed,observed,1975-05-07,Harvey Janszen,RBCM,V083347,1949532327,2016-05-13,Andrew Simon,http://www.inaturalist.org/observations/3318628,,76005,VAS
Draba nemorosa,L.,,woods draba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Draba,native,S5,reported,unobserved,1930-04-13,W. A. Newcombe,RBCM,V8914,,,,,in the collection at the RBCM; not yet digitized,76704,VAS
Draba verna,L.,,common draba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Draba,exotic,unlisted,confirmed,observed,1989-04-06,Gerald B. Straley,UBC,V197706,,2016-02-12,Andrew Simon,http://www.inaturalist.org/observations/2677436,,55823,VAS
Erysimum × cheiri,,,common wallflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Erysimum,exotic,unlisted,new 2019,observed,,,,,,2019-05-01,Kristian Sigvardsen,https://www.inaturalist.org/observations/24296769,reported as Erysimum cheiri,55892,VAS
Erysimum cheiranthoides,L.,,wormseed mustard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Erysimum,exotic,unlisted,reported,unobserved,1981-07-07,Harvey Janszen,RBCM,V113824,1949562959,,,,sedge fen,77068,VAS
Hesperis matronalis,L.,,sweet rocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Hesperis,exotic,unlisted,confirmed,observed,1975-06-14,Angela Wood,RBCM,V097260,1949546194,2017-05-26,Andrew Simon,https://www.inaturalist.org/observations/6411585,,47697,VAS
Idahoa scapigera,(Hook.) A. Nelson & J.F. Macbr.,,scalepod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Idahoa,native,S4,confirmed,observed,1905-07-08,Matt Fairbarns,Vascular Plant Survey of a Rock Bluff System on Galiano Island 2016 (unpublished technical report),,,2013-03-22,Ryan Batten,https://www.inaturalist.org/observations/9142671,,77486,VAS
Lepidium campestre,(L.) R. Br.,,field pepper-grass,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Lepidium,exotic,unlisted,new 2016,observed,,,,,,2016-04-23,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3041376,,77663,VAS
Lepidium heterophyllum,Benth.,,Smith's cress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,Lepidieae,Lepidium,,,new 2020,observed,,,,,,2020-05-02,Adam Huggins,https://www.inaturalist.org/observations/45037113,,77669,VAS
