Common name,Taxon name,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time
kelp greenling,Hexagrammos decagrammus,2009-07-04T16:02:00,both sexes,Alcala Point,49.00167,-123.58833,some,open,95,60
lingcod,Ophiodon elongatus,2009-07-04T16:02:00,small,Alcala Point,49.00167,-123.58833,few,open,95,60
painted greenling,Oxylebius pictus,2009-07-04T16:02:00,,Alcala Point,49.00167,-123.58833,1,open,95,60
longfin sculpin,Jordania zonope,2009-07-04T16:02:00,,Alcala Point,49.00167,-123.58833,very many,open,95,60
grunt sculpin,Rhamphocottus richardsonii,2009-07-04T16:02:00,,Alcala Point,49.00167,-123.58833,2,open,95,60
sea lettuces,Ulva spp. / U. lactuca,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
winged kelp,Alaria marginata,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,very many,open,94,40
sugar wrack kelp,Saccharina latissima,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
wireweed,Sargassum muticum,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
old growth kelp,Pterygophora californica,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
bull kelp,Nereocystis luetkeana,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
fringed sea colander kelp,Neoagarum fimbriatum,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
filamentous red algae,filamentous red algae,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
crustose corallines,Clathromorphum etc.,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
bladed red algae,undetermined bladed red algae,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
beautiful leaf seaweed,Callophyllis spp.,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
Turkish towel,Chondracanthus exasperatus,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
hidden-ribbed red seaweed,Cryptopleura lobulifera,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
tiny vase sponges,Sycon spp.,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
yellow boring sponge,Cliona californiana,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
red velvety sponge 1,Clathria pennata,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
rough scallop sponge,Myxilla incrustans,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
giant plumose anemone,Metridium farcimen,2009-08-02T13:08:00,white,Spanish Hills Store,48.99,-123.58,abundant,open,94,40
crimson anemone,Cribrinopsis fernaldi,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
painted anemone,Urticina grebelnyi,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,2,open,94,40
swimming anemone,Stomphia didemon,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,2,open,94,40
tube-dwelling anemone,Pachycerianthus fimbriatus,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
orange zoanthid,Epizoanthus scotinus,2009-08-02T13:08:00,large patch,Spanish Hills Store,48.99,-123.58,1,open,94,40
orange cup coral,Balanophyllia elegans,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
orange soft coral,Alcyonium sp.?,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,3,open,94,40
delicate plume hydroid,Plumularia sp.,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
wine-glass hydroids,Obelia spp.,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
white hydroid,Similiclava nivea,2009-08-02T13:08:00,patches,Spanish Hills Store,48.99,-123.58,few,open,94,40
water jellies,Aequorea spp.,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
white-crown calcareous tubeworm,Protula pacifica,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
red-trumpet calcareous tubeworm,Serpula columbiana,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,very many,open,94,40
fringed filament-worm,Dodecaceria fewkesi,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
slime-tube feather-duster,Myxicola infundibulum,2009-08-02T13:08:00,solitary,Spanish Hills Store,48.99,-123.58,some,open,94,40
curly-head spaghetti-worm,Thelepus spp.,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
lined chiton,Tonicella lineata,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
red-flecked mopalia,Mopalia spectabilis,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
Merten's chiton,Lepidozona mertensii,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
spiny pink scallop,Chlamys hastata,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
giant rock scallop,Crassadoma gigantea,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
rough keyhole limpet,Diodora aspera,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
wrinkled dogwinkle,Nucella lamellosa,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
leafy hornmouth,Ceratostoma foliatum,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
noble sea lemon,Doris nobilis,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
white nudibranch,Doris odhneri,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,1,open,94,40
yellow-rimmed nudibranch,Cadlina luteomarginata,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
barnacle-eating nudibranch,Onchidoris bilamellata,2009-08-02T13:08:00,egg masses only,Spanish Hills Store,48.99,-123.58,many,open,94,40
red dendronotid,Dendronotus rufus,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,1,open,94,40
frosted nudibranch,Dirona albolineata,2009-08-02T13:08:00,small,Spanish Hills Store,48.99,-123.58,few,open,94,40
golden dirona,Dirona pellucida,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,1,open,94,40
Kincaid's shrimp,Heptacarpus kincaidi,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
coonstripe shrimp,Pandalus danae,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
rough patch shrimp,Pandalus stenolepis,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
northern kelp crab,Pugettia producta,2009-08-02T13:08:00,small,Spanish Hills Store,48.99,-123.58,some,open,94,40
graceful kelp crab,Pugettia gracilis,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,1,open,94,40
sharpnose crab,Scyra acutifrons,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
graceful decorator crab,Oregonia gracilis,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
Puget Sound king crab,Lopholithodes mandtii,2009-08-02T13:08:00,juvs,Spanish Hills Store,48.99,-123.58,2,open,94,40
Bering hermit,Pagurus beringanus,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
common acorn barnacles,Balanus glandula/Balanus crenatus,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,abundant,open,94,40
giant acorn barnacle,Balanus nubilus,2009-08-02T13:08:00,solitary,Spanish Hills Store,48.99,-123.58,some,open,94,40
giant pink star,Pisaster brevispinus,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
mottled star,Evasterias troschelii,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
rainbow star,Orthasterias koehleri,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
velcro star,Stylasterias forreri,2009-08-02T13:08:00,purple,Spanish Hills Store,48.99,-123.58,1,open,94,40
leather star,Dermasterias imbricata,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
vermilion star,Mediaster aequalis,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
slime star,Pteraster tesselatus,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
blood star,Henricia leviuscula leviuscula,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
sunflower star,Pycnopodia helianthoides,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
rose star,Crossaster papposus,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,2,open,94,40
striped sun star,Solaster stimpsoni,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
daisy brittle star,Ophiopholis aculeata,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,very many,open,94,40
gray brittle star,Ophiura luetkenii,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,very many,open,94,40
feather star,Florometra serratissima,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,very many,open,94,40
red sea urchin,Mesocentrotus franciscanus,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
green sea urchin,Strongylocentrotus droebachiensis,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
giant sea cucumber,Apostichopus californicus,2009-08-02T13:08:00,all sizes,Spanish Hills Store,48.99,-123.58,very many,open,94,40
red sea cucumber,Cucumaria miniata,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,very many,open,94,40
stiff-footed sea cucumber,Eupentacta quinquesemita,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
creeping pedal sea cucumber,Psolus chitonoides,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
transparent tunicate,Corella willmeriana,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,very many,open,94,40
glassy tunicate,Ascidia paratropa,2009-08-02T13:08:00,huge,Spanish Hills Store,48.99,-123.58,3,open,94,40
broadbase tunicate,Cnemidocarpa finmarkiensis,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
bristly tunicate,Halocynthia igaboja,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
white glove leather,Didemnum/Trididemnum complex,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
tubesnout,Aulorhynchus flavidus,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
blackeye goby,Rhinogobiops nicholsii,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,very many,open,94,40
decorated warbonnet,Chirolophis decoratus,2009-08-02T13:08:00,small,Spanish Hills Store,48.99,-123.58,1,open,94,40
striped seaperch,Embiotoca lateralis,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
kelp perch,Brachyistius frenatus,2009-08-02T13:08:00,large adults,Spanish Hills Store,48.99,-123.58,some,open,94,40
copper rockfish,Sebastes caurinus,2009-08-02T13:08:00,juvs,Spanish Hills Store,48.99,-123.58,many,open,94,40
quillback rockfish,Sebastes maliger,2009-08-02T13:08:00,juvs,Spanish Hills Store,48.99,-123.58,some,open,94,40
yellowtail rockfish,Sebastes flavidus,2009-08-02T13:08:00,medium school of large sub-adults,Spanish Hills Store,48.99,-123.58,1,open,94,40
Puget Sound rockfish,Sebastes emphaeus,2009-08-02T13:08:00,schooling and in crevices (particularly pregnant ones),Spanish Hills Store,48.99,-123.58,very many,open,94,40
yelloweye rockfish,Sebastes ruberrimus,2009-08-02T13:08:00,juvs,Spanish Hills Store,48.99,-123.58,few,open,94,40
kelp greenling,Hexagrammos decagrammus,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,some,open,94,40
lingcod,Ophiodon elongatus,2009-08-02T13:08:00,"1 medium, rest small",Spanish Hills Store,48.99,-123.58,few,open,94,40
painted greenling,Oxylebius pictus,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,many,open,94,40
longfin sculpin,Jordania zonope,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,few,open,94,40
grunt sculpin,Rhamphocottus richardsonii,2009-08-02T13:08:00,,Spanish Hills Store,48.99,-123.58,1,open,94,40
winged kelp,Alaria marginata,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
sugar wrack kelp,Saccharina latissima,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
bull kelp,Nereocystis luetkeana,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,abundant,open,69,45
fringed sea colander kelp,Neoagarum fimbriatum,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
red rock crust,Hildenbrandia spp.,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
filamentous red algae,filamentous red algae,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
crustose corallines,Clathromorphum etc.,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,very many,open,69,45
yellow boring sponge,Cliona californiana,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,many,open,69,45
red velvety sponge 1,Clathria pennata,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
giant plumose anemone,Metridium farcimen,2009-08-02T16:02:00,some orange and brown,Dionisio Reef,49.015,-123.57833,very many,open,69,45
crimson anemone,Cribrinopsis fernaldi,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
stubby rose anemone,Urticina clandestina,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,1,open,69,45
swimming anemone,Stomphia didemon,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,2,open,69,45
tube-dwelling anemone,Pachycerianthus fimbriatus,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
orange zoanthid,Epizoanthus scotinus,2009-08-02T16:02:00,small patches,Dionisio Reef,49.015,-123.57833,few,open,69,45
orange cup coral,Balanophyllia elegans,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,very abundant,open,69,45
orange soft coral,Alcyonium sp.?,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
orange sea pen,Ptilosarcus gurneyi,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
encrusting hydrocoral,Stylantheca papillosa,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
coarse sea fir hydroids,Abietinaria spp.,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
white hydroid,Similiclava nivea,2009-08-02T16:02:00,patches,Dionisio Reef,49.015,-123.57833,few,open,69,45
water jellies,Aequorea spp.,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
white-crown calcareous tubeworm,Protula pacifica,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
red-trumpet calcareous tubeworm,Serpula columbiana,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
white tuft bryozoans,Crisia spp.,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
northern staghorn bryozoan,Heteropora pacifica,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
lined chiton,Tonicella lineata,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
Merten's chiton,Lepidozona mertensii,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
giant rock scallop,Crassadoma gigantea,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
whitecap limpet,Acmaea mitra,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
rough keyhole limpet,Diodora aspera,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
northern abalone,Haliotis kamtschatkana,2009-08-02T16:02:00,medium,Dionisio Reef,49.015,-123.57833,2,open,69,45
wrinkled dogwinkle,Nucella lamellosa,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,very many,open,69,45
leafy hornmouth,Ceratostoma foliatum,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
noble sea lemon,Doris nobilis,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
yellow-rimmed nudibranch,Cadlina luteomarginata,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
frosted nudibranch,Dirona albolineata,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
giant Pacific octopus,Enteroctopus dofleini,2009-08-02T16:02:00,"small, in crevice, trie sunflower star with no luck",Dionisio Reef,49.015,-123.57833,1,open,69,45
Kincaid's shrimp,Heptacarpus kincaidi,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
coonstripe shrimp,Pandalus danae,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
sharpnose crab,Scyra acutifrons,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
graceful decorator crab,Oregonia gracilis,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
Puget Sound king crab,Lopholithodes mandtii,2009-08-02T16:02:00,juv,Dionisio Reef,49.015,-123.57833,1,open,69,45
giant acorn barnacle,Balanus nubilus,2009-08-02T16:02:00,solitary,Dionisio Reef,49.015,-123.57833,few,open,69,45
giant pink star,Pisaster brevispinus,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
rainbow star,Orthasterias koehleri,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
leather star,Dermasterias imbricata,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
vermilion star,Mediaster aequalis,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,very many,open,69,45
sunflower star,Pycnopodia helianthoides,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,many,open,69,45
rose star,Crossaster papposus,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
morning sun star,Solaster dawsoni,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
striped sun star,Solaster stimpsoni,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
daisy brittle star,Ophiopholis aculeata,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,many,open,69,45
gray brittle star,Ophiura luetkenii,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,abundant,open,69,45
feather star,Florometra serratissima,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
red sea urchin,Mesocentrotus franciscanus,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,abundant,open,69,45
green sea urchin,Strongylocentrotus droebachiensis,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,abundant,open,69,45
giant sea cucumber,Apostichopus californicus,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
red sea cucumber,Cucumaria miniata,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
broadbase tunicate,Cnemidocarpa finmarkiensis,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
Pacific sea peach,Halocynthia aurantium,2009-08-02T16:02:00,huge,Dionisio Reef,49.015,-123.57833,1,open,69,45
bristly tunicate,Halocynthia igaboja,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
white glove leather,Didemnum/Trididemnum complex,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
blackeye goby,Rhinogobiops nicholsii,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,many,open,69,45
mosshead warbonnet,Chirolophis nugator,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,4,open,69,45
striped seaperch,Embiotoca lateralis,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
copper rockfish,Sebastes caurinus,2009-08-02T16:02:00,all sizes,Dionisio Reef,49.015,-123.57833,very many,open,69,45
quillback rockfish,Sebastes maliger,2009-08-02T16:02:00,mostlt juvs,Dionisio Reef,49.015,-123.57833,many,open,69,45
Puget Sound rockfish,Sebastes emphaeus,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,some,open,69,45
yelloweye rockfish,Sebastes ruberrimus,2009-08-02T16:02:00,juvs,Dionisio Reef,49.015,-123.57833,3,open,69,45
tiger rockfish,Sebastes nigrocinctus,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,1,open,69,45
kelp greenling,Hexagrammos decagrammus,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,many,open,69,45
lingcod,Ophiodon elongatus,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,2 larg,open,69,45
painted greenling,Oxylebius pictus,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
longfin sculpin,Jordania zonope,2009-08-02T16:02:00,,Dionisio Reef,49.015,-123.57833,few,open,69,45
sea lettuces,Ulva spp. / U. lactuca,2009-10-10T10:03:00,and on bull kelp,Race Point,49.01167,-123.585,abundant,open,42,42
sea staghorn,Codium fragile,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,1,open,42,42
rockweed,Fucus gardneri,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,abundant,open,42,42
winged kelp,Alaria marginata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
seersucker kelp,Costaria costata,2009-10-10T10:03:00,small,Race Point,49.01167,-123.585,some,open,42,42
dark-brown wrack kelp,Laminaria bongardiana,2009-10-10T10:03:00,?,Race Point,49.01167,-123.585,many,open,42,42
sugar wrack kelp,Saccharina latissima,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
wireweed,Sargassum muticum,2009-10-10T10:03:00,large,Race Point,49.01167,-123.585,few,open,42,42
broad acid weed,Desmarestia ligulata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
bull kelp,Nereocystis luetkeana,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,abundant,open,42,42
red rock crust,Hildenbrandia spp.,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
sea sacs,Halosaccion glandiforme,2009-10-10T10:03:00,large?,Race Point,49.01167,-123.585,many,open,42,42
filamentous red algae,filamentous red algae,2009-10-10T10:03:00,several species,Race Point,49.01167,-123.585,very many,open,42,42
crustose corallines,Clathromorphum etc.,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
leaf coral seaweed,"Bossiella spp., Calliarthron spp.",2009-10-10T10:03:00,small,Race Point,49.01167,-123.585,few,open,42,42
bladed red algae,undetermined bladed red algae,2009-10-10T10:03:00,several species,Race Point,49.01167,-123.585,very many,open,42,42
beautiful leaf seaweed,Callophyllis spp.,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
Turkish towel,Chondracanthus exasperatus,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
iridescent seaweed,Mazzaella splendens,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
delicate sea lace,Microcladia coulteri,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
hidden-ribbed red seaweed,Cryptopleura lobulifera,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
sea laurel,Laurencia spectabilis,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
cartilage-wing seaweed,Pterochondria woodii,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
winged rib,Delesseria decipiens,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
bull-kelp nori,Porphyra nereocystis,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
plumose red braid,Rhodoptilum plumosum,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
blue branching seaweed,Gloiocladia laciniata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
prickly pear seaweed,Opuntiella californica,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
furcated fleshy red seaweed,Sarcodiotheca furcata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
yellow boring sponge,Cliona californiana,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
hard gnarled clump sponge,Xestospongia hispida,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
sulphur sponge,Myxilla lacunosa,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
Bowerbank's crumb of bread sponge,Halichondria bowerbanki,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
slippery purple sponge,Chelonaplysilla polyraphis,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,1,open,42,42
red velvety sponge 1,Clathria pennata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
rough scallop sponge,Myxilla incrustans,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
giant plumose anemone,Metridium farcimen,2009-10-10T10:03:00,white,Race Point,49.01167,-123.585,abundant,open,42,42
painted anemone,Urticina grebelnyi,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
orange cup coral,Balanophyllia elegans,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
encrusting hydrocoral,Stylantheca papillosa,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
coarse sea fir hydroids,Abietinaria spp.,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
glassy plume hydroid,Plumularia setacea,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
orange hydroid,Garveia annulata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
bushy pink-mouth hydroid,Pinauay crocea,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
spider web hydroid,Orthopyxis sp.,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,abundant,open,42,42
cross jellyfish,Mitrocoma cellularia,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
red-trumpet calcareous tubeworm,Serpula columbiana,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
dwarf calcareous worm,Pileolaria spp.,2009-10-10T10:03:00,colonies,Race Point,49.01167,-123.585,very many,open,42,42
fringed filament-worm,Dodecaceria fewkesi,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very abundant,open,42,42
Vancouver feather-duster,Eudistylia vancouveri,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
slime-tube feather-duster,Myxicola infundibulum,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,1,open,42,42
